submitter_id.samples,mir_vae_1,mir_vae_2,mir_vae_3,mir_vae_4,mir_vae_5,mir_vae_6,mir_vae_7,mir_vae_8,mir_vae_9,mir_vae_10,mir_vae_11,mir_vae_12,mir_vae_13,mir_vae_14,mir_vae_15,mir_vae_16,mir_vae_17,mir_vae_18,mir_vae_19,mir_vae_20,mir_vae_21,mir_vae_22,mir_vae_23,mir_vae_24,mir_vae_25,mir_vae_26,mir_vae_27,mir_vae_28,mir_vae_29,mir_vae_30,mir_vae_31,mir_vae_32,label_mir
TCGA-AC-A23H-01,-0.27752241,0.8395747,-0.78170025,0.20571975,-0.8829382,0.2502859,0.5199635,0.10047978,-0.09219455,0.16149105,1.4079826,-0.9407888,0.36764696,0.5190662,0.4775185,0.86047304,0.98156255,0.24574916,-0.020400852,-0.25109455,-0.5903268,-0.34779736,-0.073185794,0.27720994,-1.490689,2.8217025,-1.7939032,0.6992427,-1.6795276,1.0582142,-0.03947916,-0.103630066,1
TCGA-AC-A23H-11,0.23284088,0.28908,-0.85510796,0.62583894,-0.007590957,-0.5255048,0.8048156,-0.037078153,0.76507956,-0.28268132,-0.113634616,-1.5854332,-0.41338754,0.116344735,-0.09863888,0.037923656,-0.55020255,0.36473104,0.6154471,1.5545928,0.780104,0.8576567,2.3668938,0.8241925,0.58815485,-1.1396059,-0.49574277,-0.5585177,-1.3998337,-1.0445157,1.2863435,-0.891136,1
TCGA-AC-A2B8-01,0.57237345,-0.24870688,0.35186377,-2.072144,-0.405667,0.6970354,-1.2320005,-1.4277601,0.7234662,0.442303,1.5098838,0.1582203,1.6771554,0.27916327,0.007020091,1.38834,-0.049820267,-0.5761256,-0.13710722,0.5378473,-0.9305005,0.11427062,-0.5500126,-1.5316324,0.5283399,0.38154832,2.2098641,0.46621752,-0.5115997,0.83670986,0.6414998,-1.3435583,1
TCGA-AC-A2BK-01,0.0040920973,1.2601495,0.9941688,-1.7166308,-2.0960028,-0.91386527,0.7298696,0.24691856,-0.45715308,1.1656293,-0.20767808,0.7895922,-1.6703333,-0.4583702,-0.5787073,-0.5552311,0.30244723,-0.2396,-0.6722916,0.36280376,1.3569247,-0.0831675,0.28602058,-0.84796166,0.9744601,-0.5918801,-0.72132915,0.7731858,-0.4234205,-0.4506399,0.6345853,0.22761653,0
TCGA-AC-A2BM-01,-1.5678116,-0.39213014,-2.009173,0.38446784,-1.76496,1.5087162,-0.049497694,-0.3452747,-1.7291737,0.87324774,-0.0017755253,-0.34639633,-0.9375809,0.3228525,0.5234627,0.38779813,-0.48366874,-1.6964662,0.61413133,-0.025097648,-0.76134413,-1.1250429,-0.35534266,-0.6446124,-0.07175702,0.014249265,-0.5778358,0.081704006,0.20590208,-0.6917771,-1.1531008,0.82191026,0
TCGA-AC-A2FB-01,0.57681626,-0.038340814,0.4728316,0.8582137,-0.5274978,-0.18930252,0.29611275,0.8821303,-0.2157636,-0.5407787,0.13163431,-0.5303547,-1.1870624,0.26051486,0.4815863,-0.21194205,0.0931856,-1.1045488,0.21317036,0.9626834,0.25464106,-0.3654848,-0.15939339,-0.11496725,0.10855931,1.1313634,0.9821931,1.4885511,0.25935495,-0.67011595,0.009922085,-0.022971807,1
TCGA-AC-A2FB-11,-1.5592322,1.5818582,1.4386462,-0.88994926,0.30160904,1.9134669,-0.81160146,0.9540813,0.6921888,-0.7327786,-1.7731103,2.6007345,1.3175133,0.40318477,-0.105483934,1.4560906,-0.9048291,0.40830788,-0.32214242,-1.7578,-1.2883811,0.13015823,-0.3257757,-0.56578565,-0.46866718,-0.9046425,-1.1724764,-0.3830604,1.0848337,-0.44138238,-0.26673415,0.044617515,1
TCGA-AC-A2FE-01,0.72818255,0.7437316,-1.4009995,-0.24677184,-0.38243988,0.8313764,-1.617,0.43387932,1.4110976,2.5662165,0.42897156,-0.8384907,0.36074752,1.7087468,-0.3290424,-1.9244484,2.056055,-0.9398601,-2.5023248,0.29148382,0.9992075,-0.18520331,-1.2974108,1.410997,0.26059023,-0.09477549,-1.701368,-1.7531662,0.69645774,-0.098714314,0.15542194,-1.607666,0
TCGA-AC-A2FF-01,0.8931149,-2.0627909,-0.6744838,-1.0011752,-1.14096,0.3110959,0.54985017,-0.45987564,0.50753194,-0.20669207,-0.38997224,-0.50187594,-0.00074667996,-0.24762806,1.158084,-0.93893236,-1.4760615,-0.31839475,-0.96480846,-0.390648,1.7939026,-2.5655153,-0.43690732,-1.4085503,0.4939687,0.6624697,-0.7341298,0.59909874,-0.16109394,0.42172202,-0.15264976,0.78953815,0
TCGA-AC-A2FG-01,0.0748008,-0.4278795,-0.8921691,-0.15995024,1.5982326,-0.9416282,-0.4848611,0.96345454,0.9871517,1.5269718,-0.551402,-0.12593885,-0.03435537,-1.817595,1.6508527,0.7255467,1.8082031,0.6397296,-1.0180061,1.3836398,1.2201768,-2.0523703,1.2934666,-1.5739297,-0.44033536,0.6608516,-0.60817754,0.9251625,-0.7602326,-0.00074571837,-1.048728,-0.057375714,0
TCGA-AC-A2FK-01,1.2030331,0.31696215,-0.74605083,-1.768515,-1.4994782,-1.2601653,0.98332393,-1.1878932,-2.805427,-0.5106336,-1.2536616,1.030699,1.1073912,0.3719158,-0.6226989,-0.021143569,-0.52660865,0.06676446,-0.86824566,1.4451829,2.114187,-0.93093956,0.25395906,0.31255108,1.3135878,-0.18219836,0.0084866565,-0.2608616,-0.70985985,-0.46479094,0.44348732,-0.35261443,0
TCGA-AC-A2FM-01,-0.110262915,-0.027618691,1.0821761,-1.067756,-0.10128555,0.19996098,-0.4458528,-0.4674322,-1.3727672,-2.1490924,0.24321756,-0.8289073,-2.094531,1.9925612,-1.8984683,1.0489355,0.028573422,0.2712931,1.1777999,-1.0440378,-1.0938362,0.623613,0.7781609,0.4056637,2.3953822,-0.08087647,0.9210825,0.905472,-2.470982,0.86827594,-0.23964949,-0.3349461,1
TCGA-AC-A2FM-11,-1.7865709,-0.7013838,-1.1511635,-1.2553586,-1.5409266,-0.7572639,0.31734034,0.79648614,0.02714444,0.98032296,0.33939117,0.15126082,0.5674504,0.35434526,1.6482646,0.21125767,0.78192675,-0.47172186,0.592264,-1.8493575,-0.6955835,0.77609015,0.17306645,-0.3890692,0.8231655,-1.4259264,-0.20301075,0.302012,-0.31388572,-0.32289526,1.3728486,0.78722316,1
TCGA-AC-A2FO-01,-1.215487,-0.84756464,-1.0898684,1.406507,0.7851849,-2.0324562,0.3534201,-0.12167449,-0.40892112,-0.51190484,1.0292162,0.087681174,0.012776269,-0.6286372,-2.375865,0.9853518,-0.7400492,0.34199715,-0.3355283,0.43522868,-1.6362547,0.04401577,-0.58027005,1.192783,-1.3200005,1.4611064,-0.15142258,0.70860004,0.60621583,-0.49562156,-1.3299664,0.47288212,0
TCGA-AC-A2QH-01,0.57871383,0.705308,-0.2746862,1.443392,-0.5751927,-1.2805386,-0.333402,1.8253258,0.5596082,1.6147853,0.9112956,0.015169156,-0.22352244,1.322869,-0.6778304,0.073039055,0.3544532,0.59921575,-2.6913755,0.77511734,0.15901531,-0.8686359,0.369335,0.2975457,-0.87127197,1.3127416,0.5944311,0.32310784,0.054569606,1.134841,-0.046560913,0.71377647,1
TCGA-AC-A2QI-01,-1.0231736,0.5940721,0.041370977,0.0035783516,-0.8546776,1.1586922,0.018064486,1.3673537,1.0355856,-1.1949401,-0.16071548,0.42898175,-0.8973684,-0.05588725,-0.9101152,-0.20216548,-0.9581682,0.13143651,-1.0598329,-0.08507997,1.638154,-0.68289113,-0.7109607,0.06479534,-0.36230427,0.5223838,-0.685931,1.0858232,-0.061910212,-1.0984195,0.7588741,0.28542376,1
TCGA-AC-A2QJ-01,-0.1324535,1.5302085,0.21108805,0.17344686,-0.9346559,-1.2498214,-0.057463937,1.0283926,0.6381779,-0.5504797,-0.62219566,-2.0654771,-1.2928797,0.88579553,-0.8638382,-0.86003184,-0.79560393,0.14536828,-1.4306606,0.38437125,1.7539066,-0.46862182,-0.004180691,-1.4569007,-0.588118,1.3882377,-1.3347281,0.7666365,-0.74499416,-0.30203012,2.3322742,0.0040733796,1
TCGA-AC-A3BB-01,-2.1262074,0.7807162,-0.65128887,0.80080307,-0.12534153,0.32448176,-0.4903555,0.7492152,-0.10988994,-1.1177547,0.20162089,-0.26396766,-1.2285607,0.17240018,0.59674895,0.39454165,0.9682794,-0.4671853,0.5226712,-1.4240854,0.36877796,1.3470082,0.9986097,-0.36980683,-0.44184113,0.9385626,0.10250765,1.0828999,0.10484004,1.8217962,0.03983075,-0.19240405,1
TCGA-AC-A3EH-01,-2.0394788,0.9196233,-0.9084673,-0.2486973,-2.903679,-0.92442644,0.7314226,0.0073262705,-1.1037147,0.9782833,-0.33977515,-0.31713587,0.2852991,0.3902044,-1.2428938,0.029319566,-1.2993615,0.59432954,-1.0131066,2.5147498,2.8820398,-2.0594385,1.2855655,-0.17348304,-0.5384296,0.9959676,-0.43565595,-1.4330114,0.31507185,-0.10519249,-0.7584478,0.62372303,1
TCGA-AC-A3HN-01,0.33136144,0.12317509,1.5519434,-0.17475545,0.8248502,-0.055173885,1.6379853,0.49226785,0.4633737,-0.75756055,1.3016403,-0.567664,-2.141832,2.0033157,0.242501,2.5611055,-0.6554016,-1.431886,0.51798487,0.31194332,0.6440381,-1.1566111,0.14129901,0.5789381,-1.2879736,0.72778755,0.37537774,-1.7561786,0.321541,-0.6442539,-0.28429452,0.24861763,1
TCGA-AC-A3OD-01,-0.61790156,0.99365973,0.08131913,-1.2066685,0.05672108,-0.26167253,-0.46500608,0.91847795,-0.4018405,-0.8990984,-0.06603491,0.89381284,-1.4936411,-0.55460125,0.30599552,0.5343444,0.07781034,-0.18933837,0.77561975,0.02253819,-2.0500548,-0.7204726,1.1823145,-0.42018804,-0.1496422,1.2524383,1.471515,0.07948445,2.1475782,-2.0043826,0.45171708,-0.153355,1
TCGA-AC-A3QP-01,0.79989284,-0.3556237,0.60726434,-0.17272685,-0.23806429,-0.6212766,-0.67222136,0.76101,-1.4281089,-0.85561955,0.34451208,0.21068856,1.1242545,1.3182585,-1.7302965,-0.581988,0.34342316,-0.90185666,1.2287784,1.0709938,0.17030267,-0.0434272,-0.07236086,-0.25248423,0.24562722,0.39259762,-0.6536129,-1.7009442,0.23836339,0.36335465,0.7150772,-0.91293,1
TCGA-AC-A3QQ-01,-0.8775785,-0.36702338,-0.7418652,-0.31025603,-1.6669127,0.623306,2.4963772,0.29821655,-1.316365,0.39371285,-0.68836445,1.4713444,-1.5436988,0.8197048,-0.79512954,-0.46109632,-0.49392647,0.42199942,1.805637,-1.2440574,2.097029,-1.0480458,-0.102850504,0.4611265,0.4581134,-0.54631174,-2.4569445,0.103280336,1.0925432,-0.73187447,1.3034424,2.3362179,1
TCGA-AC-A3TM-01,0.34261692,-0.9271345,-1.5621591,-2.2542195,-2.3076758,-0.18380268,-0.3589778,0.039692417,0.029708188,0.30056328,0.035724875,-0.021829795,0.11112926,0.92849076,2.3145404,-0.40506643,0.12269523,-1.6911403,0.90004635,-1.3405991,-0.038164236,-0.6642398,1.2505265,-2.7572536,0.096555114,-2.1728086,0.31579828,0.07004972,1.3935156,-1.444993,1.3665112,-1.5166211,1
TCGA-AC-A3TN-01,-0.03206205,-0.079020016,0.2690524,0.78164774,0.33922002,-0.44750974,-1.6039798,-1.7342335,-0.032314062,0.07056381,-0.02343087,1.2781707,2.401678,1.7197827,-0.86585623,-0.924367,-0.36794522,-0.44992736,-0.2963957,0.32943746,-0.9257336,-0.24668548,-0.532194,-0.40172344,-0.18185769,1.5020841,0.091950305,0.98713875,0.98352253,-1.0893543,0.39244634,-0.68602675,1
TCGA-AC-A3W5-01,-0.6903105,-0.016466457,-0.45508307,0.041361544,-0.258727,-0.9833261,0.4044691,1.1758007,-0.006058378,-0.11581681,-2.4119678,0.29693937,-0.7150396,-0.213037,0.69427586,0.37358066,0.8532984,-0.0378858,2.0334232,0.89680225,-0.41001573,-0.4004415,0.035881907,-0.23769881,-1.5718102,-0.27209958,-0.39052778,-1.2781502,-1.9201765,-1.4540476,0.8173249,1.0168024,1
TCGA-AC-A3W6-01,0.18084912,0.46298498,0.9250715,-0.49530825,-1.4076042,0.9811315,-0.4091843,1.3812517,-0.9556589,1.0028609,0.8266969,0.2560513,0.6720266,-0.7025296,1.5350753,0.67713636,-0.13325197,-0.010299905,-0.6895048,-0.9430543,-0.86703485,0.8917924,-0.7137999,-2.6284568,-0.16231887,-0.40721595,-0.60286546,0.2648969,-1.695364,0.7207783,-0.8819918,2.1721945,1
TCGA-AC-A3W7-01,-0.13853124,-1.1418588,-1.7154404,-0.6312571,0.1423757,-0.1541926,1.5476565,-0.72222155,0.035542205,-0.11672015,-0.7967684,0.7161412,-0.9998227,0.83243036,-0.2583187,0.22790883,-1.3036772,0.28387997,1.2751728,-1.1077483,0.09145619,-1.3747162,-0.55100423,0.5798304,-0.029966993,0.9595074,0.68546534,1.6643068,1.0007703,-0.41896278,-1.2707381,-1.1886007,1
TCGA-AC-A3YI-01,1.1825652,-0.6341465,-0.107585736,0.14546943,0.4648762,2.270747,2.7799563,2.0884285,-0.1158528,0.76837033,-0.85902804,0.81101465,0.20884022,-0.11999037,-0.2464702,0.5815094,-1.275739,-0.9722284,-1.3240054,-0.18154788,-0.28947133,1.0589969,-0.2893251,-1.6381595,-0.4314453,-1.6291953,1.4409149,-1.9908795,0.75466996,-1.1496779,1.1678389,0.1482427,1
TCGA-AC-A3YJ-01,-0.24171704,0.3872805,-1.1841594,1.2918096,-1.0825374,0.24738781,0.9396181,-0.05488827,1.1503487,1.4431244,-0.799523,0.6166914,1.1443341,-0.3796061,-0.6311562,-0.4746297,0.43344018,-1.6816732,-1.9239305,-0.057950377,-0.68440443,-0.14696537,0.5679157,-0.37023696,-1.5707995,-0.43122172,0.62370497,-0.4640705,-0.22786254,1.1395022,0.8701699,1.0991828,1
TCGA-AC-A4ZE-01,0.8983779,0.6996794,-0.7180537,0.05042864,-0.65536994,-0.7660406,0.62166506,0.0573704,-1.9524449,-0.4600638,0.29271758,-0.47020608,-0.19694102,0.78230244,0.0644924,1.3932458,1.1215024,-0.67084974,0.19496301,-0.20011942,0.044662442,0.9266243,0.069741145,-0.36293986,-1.9093604,-2.1823506,0.9346673,-0.5917067,1.3433801,-1.8221974,-1.1263301,1.8794185,1
TCGA-AC-A5EH-01,0.4814812,-0.86214256,-0.23545505,-1.0550984,0.91359013,-2.157263,0.2565729,-0.45248926,0.12182656,-0.8941572,0.12416855,1.6231548,-1.0660803,-0.5373328,1.7694824,-0.784523,-1.2619199,-1.6038334,0.7340474,-2.6712384,1.4603018,-0.7400507,0.11239541,0.12459419,-0.6464198,0.5461202,-1.1495444,1.3143365,0.9522151,-0.27497092,0.79197,2.158726,1
TCGA-AC-A5EI-01,0.49584365,0.80212235,-0.61487716,2.282226,-0.118925996,1.7057531,-2.0047894,0.8848796,-1.3357027,-0.3005679,-0.49994564,1.9435107,-0.17058226,-0.4872853,-1.372501,0.5164327,-0.82656646,0.9301301,1.7599051,0.1633667,0.321487,1.5713841,-1.0928304,-0.034260646,-0.22769783,0.1858055,0.9707696,1.344659,1.4823022,1.65974,0.17357592,-0.287202,1
TCGA-AC-A5XS-01,0.34852165,-2.4910297,0.66945535,0.025947444,0.5502325,0.514798,0.21504395,1.3439916,-1.2651615,0.47149,-0.2343641,-1.2176206,0.70744616,0.71286976,-1.9450684,-1.9178478,-1.209159,0.3230965,-1.6797929,-0.1842735,1.3132149,1.795977,0.5291256,1.4085028,1.3608193,0.8039449,0.4058723,2.1852415,-0.9463347,0.5911861,-0.49791235,0.016107254,1
TCGA-AC-A5XU-01,1.8644183,-0.08612892,-2.4170864,-1.1794001,0.7922883,-0.59515584,-0.54069656,0.6606516,0.08641691,0.63278913,-0.8943531,1.6540762,0.85673904,0.99036235,-0.08682482,-1.8850715,0.4029556,1.4057975,2.3792207,0.0076967916,-1.1180087,-0.11364891,0.5491409,0.70927835,0.5876339,0.54900265,0.045063227,-1.122128,1.7113467,0.031776194,1.5764557,-1.7715671,1
TCGA-AC-A62V-01,1.159463,-1.1506351,0.8258113,-0.6997586,-1.0556033,-1.7501557,0.4188311,1.0761266,-0.5863907,0.13118204,1.1520692,1.9919268,-0.13795137,-0.47016647,0.18235792,0.051454034,-1.1506906,-0.68544614,-1.1910278,-1.1118777,1.0780574,-0.23743181,-0.711981,0.82443064,0.9498824,1.2824266,0.15265684,-1.6485362,0.8907256,-0.5141866,-0.5097942,-0.010696188,1
TCGA-AC-A62X-01,-0.44069394,-0.8161176,-0.013738618,-1.0918788,0.4092101,-1.7626506,0.53417367,-0.34142318,1.5199674,-1.7384253,-1.3810124,0.92239606,-0.23305981,-0.056981202,1.3794711,-0.17909208,-0.7007424,-0.05555356,0.15313856,0.8306353,-0.36559194,-0.12010904,-0.87593335,0.40445444,1.580472,0.48128182,0.39788425,-0.00548595,-1.28013,-0.35012707,-0.8403929,0.014107347,1
TCGA-AC-A62Y-01,-1.4174819,0.028545411,-0.7174173,0.22451197,-0.40592727,-0.7885574,-0.5823006,-1.7447741,0.66503817,1.7935034,-0.17843804,0.048595887,-0.1555351,-1.4487822,-1.1644508,-1.4135529,-0.024684744,1.4082743,-0.34532857,0.28323406,-0.7466882,0.099464096,0.8725612,1.1803937,1.4998372,0.59150875,0.065288104,0.2958779,0.74387914,-0.880329,1.8164433,1.3995218,1
TCGA-AC-A6IV-01,-0.7731254,-1.5645651,-1.5066148,-1.1552418,0.007846801,0.50419635,0.30685163,-0.07605038,-0.03252373,-0.29853886,-1.4198812,1.4489056,0.38534692,0.7042493,0.5559101,-0.79412526,-0.8728941,1.2077093,-0.6154586,0.51495576,0.93232715,-0.34735554,0.0211882,1.2306759,0.47715884,-1.0259548,0.29779106,0.48179162,0.6468469,-0.220041,2.268957,-0.9181029,1
TCGA-AC-A6IW-01,1.8873196,-0.12502515,1.6489925,0.035492565,1.6021581,-2.4816911,-1.5043775,2.2576823,1.1213294,-0.19884625,-0.31599754,-0.97147995,0.8974361,-0.9979648,1.6720501,0.48304772,1.0625753,-0.56771666,-0.57369673,-0.5834841,-1.76369,-0.52686363,0.07723507,-0.39495656,0.5905506,-0.7669324,-0.16528527,-0.7131399,0.50754863,1.6102756,0.04292482,-0.4098768,1
TCGA-AC-A6IX-01,0.6124534,1.3512948,-0.4892701,-0.16115268,-0.55821735,0.08005976,0.18861364,1.2424906,0.5293865,1.3771966,-1.6501439,0.54927576,0.53273845,-0.6622409,-0.6537507,0.2568538,0.65649605,0.84217525,1.6870991,0.13656056,0.60024226,-0.16790643,-0.76968384,-0.74672115,-1.6126544,-0.5463793,1.1017869,0.9279182,0.44310257,-0.8614678,0.5544981,0.57914597,1
TCGA-AC-A6IX-06,1.6878806,0.59132457,0.1373359,-0.4422318,-1.0746417,-1.4460099,0.047191866,-1.0764315,0.1694871,0.058634564,1.2701952,-0.11811831,-1.2676542,2.204385,-0.11483516,0.16061686,0.48915154,0.9940611,0.33239916,0.20827855,-0.66302735,-0.3036373,-0.4397963,0.19231027,0.78545165,1.5949217,0.48291546,0.21839671,0.18705699,0.6623582,0.16213086,0.23152152,1
TCGA-AC-A6NO-01,-0.26646617,1.2469407,-0.41967645,-1.1313268,-1.7226588,0.0656075,0.41886082,-0.16344629,-0.2855645,0.30172694,-1.4391835,0.7467464,1.6879411,0.7333334,0.045701627,1.2045076,0.04491912,-0.9955953,0.9807141,0.2036214,2.1042845,1.734437,0.36949828,-0.7171938,-0.4251144,-0.25816628,1.1032723,-0.12417717,0.7546452,0.47922355,-1.1527324,-0.04545768,1
TCGA-AC-A7VB-01,-0.7769652,-0.43929952,1.6190892,-0.93119425,-0.20555836,-0.5462396,-0.1287309,-0.55392516,0.20214227,-0.03062041,-0.970797,-2.2975152,0.41360024,-0.2021059,1.3007952,2.4444983,1.7999213,0.3172262,-0.87976813,1.1864872,0.80465484,0.01598647,-0.90971977,-1.0354419,0.55471444,1.0263358,-1.400083,0.7675057,-1.0326791,1.9491805,0.07869136,-1.6109747,1
TCGA-AC-A7VC-01,1.1549305,0.047274202,1.481588,-1.1699733,0.829377,0.053321913,-0.74804914,-0.9963065,0.25782475,-0.9034972,1.0685254,1.1397302,0.20940758,-0.640988,0.24170515,0.10720436,-0.07644201,0.274222,0.024586644,0.561329,2.2064736,0.5584497,-1.4917709,0.034626547,-0.38585433,-0.798243,0.20238405,0.16536471,0.43374246,-1.715078,0.29174888,-1.297235,1
TCGA-AC-A8OP-01,-1.8922353,2.2231176,-1.0384465,-0.4403281,0.59747326,-0.6139542,-0.41997892,1.0317156,0.11374144,-2.4482746,0.46728498,0.44615367,1.2809007,0.32569468,-0.58104503,0.5431229,1.5019915,-0.8155349,0.18086338,0.13249443,-1.4371073,-1.0210711,-0.2657496,0.2794236,-0.040747628,-0.39168233,0.83073425,0.8580729,-0.71819234,-0.32654417,-0.8228055,0.54606843,1
TCGA-AC-A8OQ-01,1.5687119,-0.73234123,-0.7958943,-0.9228044,-1.5471662,1.0739244,-1.1430315,0.81340986,2.3063738,0.7039222,-2.092682,0.7817167,-0.6015589,0.8805924,0.655882,0.4523517,0.14692187,-0.49777973,-1.808008,-1.4473248,1.4185753,-2.5859566,1.1170278,-0.91641873,1.1196022,0.8232845,-0.18322983,-0.6235505,-0.061906423,0.1607369,-0.9100646,-1.1075503,1
TCGA-AC-A8OR-01,-0.4501796,1.8340461,0.4926747,-1.3132411,-0.945552,-0.54018706,2.125018,-0.09602919,-1.9758084,1.1469598,0.092373185,0.12681662,-1.8697582,0.46273494,-0.10594446,0.37450215,1.1740996,1.4162768,0.7718555,0.71702385,-0.89101326,-1.1568053,-0.2660918,-1.9081657,2.402097,-1.7237648,-1.4616758,-1.5106946,0.76513517,0.41347376,-0.9326928,-0.20271453,1
TCGA-AC-A8OS-01,0.5943202,-0.8329187,-0.3557037,2.3451612,0.8086395,-2.5839157,0.13248391,0.13854286,0.98006123,0.79800034,-1.8196851,1.098116,0.19944623,-0.083815195,-0.18775223,0.30093655,0.87861484,-1.6421322,-0.52539474,3.0362585,0.23451608,0.7055038,-0.03351279,-0.012352772,0.56550837,0.61924475,1.6601028,-0.5414142,-0.87949187,-0.030683998,0.7108303,-0.43494695,1
TCGA-AN-A03X-01,-0.48410246,0.10561733,-0.3467216,-0.12772235,-1.1910013,-0.1429519,0.9499099,-0.0017654274,-2.2142744,-0.9077075,0.5783171,3.2624705,-1.3029011,-0.74444103,-0.248291,-1.2837367,-0.100104414,-1.2531831,0.21045882,2.6632833,1.1096853,0.19202417,0.27112216,-1.2152276,0.47598663,-0.8830986,1.0962106,0.3648433,-0.5525505,-0.3403655,-0.73024833,0.1658382,1
TCGA-AN-A03Y-01,0.3215805,1.271935,-0.057523157,-1.815457,-0.42833152,-0.8129515,-0.7544182,-0.31959802,0.53481346,1.1125797,0.6379464,-0.9622161,0.88190174,-0.8954537,1.2883407,-1.076667,0.3897353,1.156192,-0.5288072,0.38059723,-1.4672403,1.9035478,0.0555381,-1.4178015,-1.7409546,-0.20136538,-0.93053305,1.3690292,0.096620075,2.0782049,0.60305417,-2.3808475,1
TCGA-AN-A041-01,-1.2598214,-1.6944424,-0.5610316,0.17342238,0.8236921,0.32960036,-0.7165342,0.8302422,0.1333062,-0.41804263,0.51094246,-1.1591691,0.059527155,0.74128824,1.4352927,0.6576086,-1.914616,1.1991861,0.14022031,-1.1113471,-0.47179583,-0.36407733,-0.721264,0.32885903,-0.062340677,-0.43514568,0.14010498,0.56289923,-2.4181762,-0.7596107,-0.8223788,2.0262952,1
TCGA-AN-A046-01,-0.31148556,0.08313896,-0.8058998,-0.059621885,-0.6296695,1.8857466,-1.0610539,-1.3958601,0.076691225,0.5179273,-0.31496224,-0.6674346,-0.23003876,-1.0835735,-0.03516971,-0.38453254,-0.685499,0.55943215,0.4999475,-0.6574642,-0.3049238,0.0075926757,0.94379723,0.697132,-1.0855857,-0.3545088,0.17856558,-0.27259982,0.3443889,-0.2233957,-0.27449304,-0.3363013,1
TCGA-AN-A049-01,0.238633,1.6093106,0.11302478,0.29811236,0.11316165,-1.9744265,-0.16487345,0.4801496,-1.2098086,0.4017097,1.0506839,-0.7050104,-1.1351011,-1.584459,0.8723011,0.8976612,-0.9436031,-1.330811,-0.12014744,0.8154373,-0.7573415,-1.5991801,-0.74595577,-0.66608804,-0.52277344,0.38184628,-0.68266594,0.08422914,0.30582872,-1.7128253,0.5943562,-1.0202669,1
TCGA-AN-A04A-01,-1.4036541,-0.17854916,-0.7503759,0.7213921,0.52960795,-0.41358712,-0.47905338,-1.3533714,0.26967877,0.8260823,0.32274917,-1.1679381,1.2337399,0.14697362,0.8901588,-0.823118,-1.4502132,1.6312664,1.2419379,-1.0841606,1.9987584,0.54113716,1.5133767,-0.6980656,-0.23263371,-1.5065973,1.3997318,1.7132809,0.6254368,1.1544296,-0.63593036,-0.11913268,1
TCGA-AN-A04C-01,-2.0586522,-0.5395643,-0.2318105,-0.89334327,0.58101034,-0.5867851,-2.0188255,0.14139421,-0.40723884,-0.75106037,0.12324369,-0.33706105,-1.7532212,-1.247173,-0.12582433,0.48517263,-0.8326062,-0.19376437,-0.18157238,0.27806044,-0.80790365,0.44290525,1.1858892,1.3628286,-0.83165514,-1.3327534,-0.38496563,-1.1666899,1.8893464,-0.5681939,0.17740878,-0.73709065,1
TCGA-AN-A04D-01,0.91034865,-0.4298523,-0.26838458,-2.1340766,1.1169363,1.0331806,-0.23754232,0.5772341,0.94655114,0.6239536,2.4089005,-1.0588374,1.3535961,-1.4077042,-1.9340069,-0.511923,0.46593946,-0.14303006,-1.0069747,0.51259124,0.5325065,0.16860376,0.18548656,0.31379485,0.40089598,0.11658407,-0.33563778,-0.20759206,1.2777522,0.43797192,-1.7318044,0.19436723,1
TCGA-AN-A0AJ-01,-1.9247653,-0.15180092,-0.17419665,1.0374042,-2.4043646,-0.70651764,-0.9707043,0.8371354,-0.32737812,-0.35446328,0.6307454,-1.6797515,-1.2144606,-0.1964548,0.50756526,-0.38030508,-1.1004858,0.73444736,1.6098596,-0.9961539,-0.059040837,-0.1557504,2.552952,0.57821786,0.12334187,-0.3472622,1.3224815,0.58103114,1.6623062,-0.10465959,-1.0293562,0.46270803,1
TCGA-AN-A0AK-01,-0.68709713,0.5601755,-1.3156835,1.3489666,-0.096534975,0.5746244,-1.6403219,-2.8765733,0.5708728,0.81653875,-1.6167849,0.9905757,-0.88367665,0.8316616,-0.2755968,1.9801604,1.0064532,-0.29396346,-1.2936338,-0.44944826,0.57783973,-0.56662464,-0.2587472,-0.491668,0.95160615,0.0053309454,0.436487,-0.23219188,-1.9648502,0.6618012,-0.8102724,0.36878115,1
TCGA-AN-A0AL-01,0.035027787,-1.5205246,0.95979404,0.6713091,-1.9754422,-0.28460184,-0.9181902,0.62211317,2.1533139,0.20325382,0.18580309,0.028906558,0.46621507,-0.032784496,-0.79912555,0.33426464,0.011267644,-1.5573701,-2.2247298,0.4793637,-1.5563592,-1.831116,0.09370579,0.46078265,1.1098192,-0.12856561,0.6640922,-1.0723217,-1.872581,0.16899355,0.24264798,-1.0688733,1
TCGA-AN-A0AM-01,0.90618575,-0.62409276,1.5198802,-1.0287386,0.20167296,-0.42953154,1.3864639,-0.7335987,-0.59006965,-0.045412615,-0.7116777,-0.57756263,1.0385319,1.229315,0.92657715,-0.7935384,0.39304602,-0.53857017,0.8706799,0.6020538,0.48241267,0.9491219,0.07393369,-1.8247776,-0.7161527,-2.200818,0.5374387,-0.5303779,-0.31880873,0.6508359,-0.21995278,-1.6824684,1
