submitter_id.samples,mir_vae_1,mir_vae_2,mir_vae_3,mir_vae_4,mir_vae_5,mir_vae_6,mir_vae_7,mir_vae_8,mir_vae_9,mir_vae_10,mir_vae_11,mir_vae_12,mir_vae_13,mir_vae_14,mir_vae_15,mir_vae_16,mir_vae_17,mir_vae_18,mir_vae_19,mir_vae_20,mir_vae_21,mir_vae_22,mir_vae_23,mir_vae_24,mir_vae_25,mir_vae_26,mir_vae_27,mir_vae_28,mir_vae_29,mir_vae_30,mir_vae_31,mir_vae_32,label_mir
TCGA-3C-AAAU-01,-0.29564092,-0.32088408,-2.252066,-1.6058602,-0.32191017,0.099211015,0.37754372,0.16795507,0.09627669,1.3379259,-2.126454,-0.15344718,-1.0914681,0.18938453,0.6181553,0.7847661,0.13697316,-1.6424366,0.7172235,1.2621913,-0.9785857,-1.4759499,-0.5797295,-0.218782,0.96926594,-1.2575312,0.64382184,-0.29544884,-0.45911863,-0.13453561,1.0058781,-0.6500834,0
TCGA-3C-AALI-01,0.5963472,-0.011977436,-0.8813055,-0.38966808,1.3684309,1.0855259,-1.6035477,-0.5828313,-1.1913358,0.8356673,0.7088392,-0.18777756,-0.9420822,1.0607203,-0.8513344,0.74505806,-0.2969506,-0.81772965,-0.22923157,-0.008461339,-0.48025915,0.23160464,-0.8899809,0.80259883,2.0635755,-0.10354096,0.12720339,1.7062564,0.13123836,0.28023523,-1.4782438,-0.34852043,0
TCGA-3C-AALJ-01,0.79298294,1.0109317,-0.92461437,-0.08370646,0.07035781,-0.5445554,1.0750048,0.10260177,0.8155053,-1.001506,0.99187285,0.9528632,-1.5385346,-0.037110202,-1.1951079,1.2341735,0.9427432,0.6654645,-0.13857953,0.8017688,0.5482615,-1.377824,-0.01142497,0.5467364,-0.9612724,0.35099638,-1.4870237,-0.20597637,0.57054424,0.68370646,0.6086976,1.3836792,1
TCGA-3C-AALK-01,0.26934522,-0.48118952,-0.5088691,-2.497128,-0.5976133,2.2166507,0.42389092,1.0456005,1.0736396,0.027834384,-0.515394,0.9891166,-0.021348838,0.5183282,1.9231662,-0.22187097,-0.5166681,0.20590629,0.5326592,1.4050899,0.6142675,0.9442253,0.75387245,-1.352008,-0.32466623,-0.44543117,0.27548996,-0.6381221,-2.697511,1.137002,0.0969377,0.6285485,1
TCGA-4H-AAAK-01,-1.7746825,0.87733364,-0.15469733,0.17259002,-0.15064614,2.0602305,-0.043275278,-1.9517758,0.3285337,1.4159234,-0.32400364,0.02771974,0.10635992,-1.4663063,-0.10122157,-1.3661221,-0.35055274,0.5884768,-0.010321667,-0.62156457,-0.23210737,0.1523918,0.04944554,0.14723307,-1.210945,-0.683281,1.4866043,-1.3620973,-0.111835845,-0.03208176,-0.526533,-1.728725,1
TCGA-5L-AAT0-01,0.33325124,1.1452533,0.502234,-0.08398895,0.6050023,-2.1839428,1.4932704,0.02882029,-0.741642,1.4937202,1.1169978,2.1333802,0.7416017,0.9633451,-0.2690261,2.1124125,0.62380034,-0.14680907,-1.5251356,-0.21030277,0.16217795,-0.4439097,-0.13898173,1.4906241,-0.010082296,1.3221754,0.24928662,2.9260132,0.9934586,-1.5694338,-0.18846668,-1.0172411,1
TCGA-5L-AAT1-01,-0.04938862,-1.2437426,-0.7728182,-0.38875568,0.6834073,1.0448935,0.9308204,-1.1195977,0.10699364,-0.8673139,-0.13622393,-2.5164242,0.69227415,-0.8577083,0.8092882,0.43388885,0.29147592,0.5863386,-1.2541418,0.590735,0.07585016,-0.32309937,-0.8028376,-1.1783553,-2.4622009,1.7292907,0.47034374,-0.5129852,1.1993601,0.86632496,0.2963267,0.73704594,1
TCGA-5T-A9QA-01,0.63218784,-0.6575969,0.24642007,-0.27359617,-2.158168,0.30736524,0.34574673,0.87603056,0.5988212,-1.123709,-0.90633446,-0.9259397,0.44801873,-0.35265008,-0.93334043,-0.8999068,-0.5900916,0.67977154,-3.2381294,-1.3088166,-0.8660665,-0.022638628,-0.29883736,0.1359744,2.0842512,0.1153647,-0.25200814,0.17415735,1.5816638,1.323796,-0.8277151,0.7247943,1
TCGA-A1-A0SB-01,0.03420715,-0.44334728,0.9048271,0.23120755,-0.39186895,0.21129246,-1.8693521,0.14006457,-0.6160582,-0.98106456,-0.81619954,1.3259959,-0.46070945,1.5151472,-0.2982372,-0.10845108,-0.26474386,-0.19169077,-0.9937487,-0.5710268,0.2529657,0.5173535,-0.6187503,1.5116963,1.4579805,-0.90903497,-0.1870057,0.43569127,-1.8432709,-0.31846917,-0.9865493,2.185118,1
TCGA-A1-A0SD-01,0.59635687,-1.0764859,0.28890014,0.8793879,2.0597186,1.4936296,-0.123228855,2.427238,0.074553385,0.49505824,0.008776161,1.5241652,1.5340456,-0.85645753,0.8891902,0.2018805,2.1637397,1.8002006,-0.3498033,-0.7711522,-0.282391,0.19200651,0.09896839,-0.638084,1.1462873,-0.8120826,-0.48717394,-0.35093188,2.73399,0.83324915,1.3006631,-0.086123265,1
TCGA-A1-A0SE-01,2.1020856,0.23750784,-0.27387485,-0.31022158,3.0413415,-0.26139006,-1.2414482,-0.40478927,-2.319661,-0.52042377,1.3948954,-0.68953425,0.54639935,0.04459808,-0.88824046,1.0053229,-0.15994133,1.568524,-0.26153636,1.2124705,0.2066276,-0.006505317,-0.91499966,-1.4227791,-0.39723957,-1.1620048,0.6344277,2.2719226,1.8347157,2.6912436,-1.1666538,-0.6147555,1
TCGA-A1-A0SF-01,-0.67759246,-0.5265622,-0.26185963,0.8077835,-2.4726946,-1.106605,-2.417574,-0.2664269,0.1158865,-0.50097615,-0.7636709,-0.3948468,-0.48342118,0.7930985,-0.35062456,-0.3539419,-0.24292998,0.13832818,-0.8562653,-0.38799536,1.5625172,2.4460354,1.8013796,-0.7075542,-0.58036405,1.1011753,-0.9822286,1.1371924,-0.48214653,-1.9820664,1.505428,0.78931934,1
TCGA-A1-A0SG-01,1.0367883,-0.28452542,-1.4120847,-1.2135177,0.79015917,-0.65323275,-0.5183198,-0.6476863,-1.3752148,-0.5897916,0.05994387,-0.015146078,1.7415695,-0.84340185,-0.30899185,-0.122643925,-1.8380046,1.6884073,-0.24454045,-0.40087846,-0.42350906,-0.17719576,-1.0308675,-1.1377841,-1.8998494,0.715134,-0.39862084,-0.8480519,-0.81303304,-0.04359236,-1.3240706,0.46480152,1
TCGA-A1-A0SH-01,-0.061545882,-0.036169864,-2.730469,-1.1387204,-0.13080665,0.10525266,0.11011056,-0.030560657,-0.37031996,0.3525078,-0.16076453,0.09455773,-1.0601298,0.80057395,0.22688872,0.7744539,0.46251175,-1.9153829,-0.3494045,-0.52608347,-0.03349829,-0.3727134,1.047513,1.8820546,-0.075104296,-0.83157426,1.2625529,0.78146964,0.029754128,-1.2580326,-1.8090341,1.3827107,1
TCGA-A1-A0SI-01,-0.1890487,1.6483414,-1.7486284,1.9995723,0.3572395,-0.6694297,0.42936438,0.05784937,1.4232955,-0.024480252,0.16493365,-0.19476835,-0.23643455,1.6632104,0.48946062,2.0128036,1.2085968,-0.80204237,0.781923,-0.8666219,0.5818423,0.88218236,-0.21371405,-0.33011684,-0.108248785,-1.9501783,-0.8153514,-1.0452976,-0.040781543,0.62433577,-0.37388363,0.77921367,1
TCGA-A1-A0SJ-01,-0.74577117,1.0348035,-0.5999128,-0.3396482,0.72808444,0.96210295,0.49825993,-0.581743,0.13209902,0.7292246,0.41938564,-0.461616,-1.8492477,0.5358251,-0.95148766,-0.15384223,-1.8702542,-0.324455,1.8464144,0.3488327,-0.20408571,1.0007702,0.3138231,0.11350695,0.46006805,-0.111705765,-0.65834963,-0.7866299,0.74846756,-0.96595234,-1.149904,-0.5391279,1
TCGA-A1-A0SK-01,-0.526653,-0.30902326,-0.18196659,0.17675343,-1.8936782,0.51646286,-0.056861103,0.6273365,0.43608922,0.82639265,-0.84749055,1.5451598,1.5403796,-1.7179878,-0.5587518,-0.4242831,-1.1296885,-0.42418385,-0.17353046,-1.4537536,-0.20010974,-2.0054438,1.9871397,-0.07564211,1.1794413,0.1781643,-0.6663899,-0.060272597,0.11817317,-0.5443512,0.77848256,-0.22192325,1
TCGA-A1-A0SM-01,-1.8191442,1.6432679,-2.648332,-0.20274875,0.18725385,0.19584052,-0.66679585,-0.9032624,-2.2138584,0.84962285,0.8330181,-0.054318547,-0.2897033,1.4656292,0.64289796,0.12733974,-0.30357397,-1.4344503,-0.60183775,0.6174998,2.5739856,0.63679576,1.4416585,0.46235043,0.31834868,1.7528383,1.0609366,0.11148673,-1.98199,-1.7536093,1.3819942,0.21315111,1
TCGA-A1-A0SN-01,-0.4262253,1.6997077,-0.94874185,-1.3269166,-1.0510862,0.6183564,0.7486341,-0.15183851,-0.37614843,0.44024357,-0.32502794,1.9497848,-0.10276222,-0.72052455,-1.1045897,0.22121367,-0.21312867,0.048513662,-1.1860853,0.3918994,0.10570425,-0.6275327,0.26379314,0.5218382,-0.2564349,-1.874389,0.72564113,-0.9965001,-1.9326532,-0.45150578,-1.0441812,-0.25217983,1
TCGA-A1-A0SO-01,-0.3118038,0.96590626,-0.7338476,0.7669931,0.55514365,1.114005,0.6722521,1.4583069,-0.42508262,1.15954,-0.45570758,-1.0780691,0.30501312,-0.7138008,0.3715616,0.15109664,1.1756176,2.564867,0.4009999,-0.95668757,-0.3720468,-0.8511089,0.5744733,1.112454,-1.0635945,-0.8572692,1.192797,0.5047603,-0.93700075,-0.49661753,-0.74370027,-0.18916786,1
TCGA-A1-A0SP-01,-0.26175407,-1.7045385,-0.43015826,0.16062321,1.3153538,1.427055,-0.61197275,0.48592275,0.48242226,-0.32371768,1.5153925,1.1125262,-0.4687522,0.63952893,0.14796391,0.10136477,-0.08314414,-0.3946696,-0.2799648,0.85139304,-1.5575494,-0.5894059,0.92915946,0.9999464,-0.5246026,-0.41266212,0.161216,1.9671401,0.5398559,0.65955293,-0.91899943,1.3275534,1
TCGA-A1-A0SQ-01,1.0282615,0.019504579,-1.3400613,-0.6324174,-2.1689448,-0.034666907,0.04743607,-1.0670482,0.47748062,-0.046887763,0.65288204,0.22335331,0.3683477,-0.58721507,-0.9013798,-0.33617386,-0.04470615,-0.21183872,-0.6502753,-0.3532645,0.28635877,0.1625966,-1.6290079,0.7399782,-0.34137082,-0.465058,0.5382232,1.071275,-0.6631174,-0.54194313,-1.090388,-0.6973286,1
TCGA-A2-A04N-01,-1.4061708,0.079715215,1.441469,0.71031964,-0.83299655,-1.38171,0.1631652,-0.62023234,-1.4605953,0.664284,0.22727509,0.26136953,0.5772856,0.10128513,-0.63350135,1.5191822,-1.0214494,-1.8438119,-0.042866897,-0.6800728,0.23609763,-0.21943608,0.7052862,1.011762,1.4161869,0.29296166,-0.7205175,-0.48025686,-0.8746534,0.20387258,-0.58550406,-1.0422903,0
TCGA-A2-A04P-01,0.06206442,-0.16390133,-1.4082695,-0.59365165,1.2287073,1.5941464,1.2953289,0.22859369,1.5400131,-0.56601185,-0.057306543,-0.44882098,1.1989543,2.193046,1.4173423,0.21207073,0.706143,-0.008699422,-1.3081524,0.14689246,-0.64877474,-2.0650663,0.7598641,0.04186952,-0.26551598,-1.1264964,-1.9926515,-0.7292441,-1.5046389,0.12007059,-0.17119835,-0.316084,1
TCGA-A2-A04Q-01,0.37746444,1.5510974,0.015822874,-0.45145503,-1.7942574,0.34433913,-0.957838,0.36719117,0.5359707,-1.7149451,0.8252184,-0.31329572,-1.4128546,0.1440346,0.24671346,-1.3231852,-0.8113631,-1.4799223,0.3099926,1.0789258,-0.07749407,0.33523956,-0.0046487097,0.019910945,0.05704295,0.4355237,0.41789088,-0.64589244,2.1688128,-0.7051949,-0.80565196,-1.0489877,0
TCGA-A2-A04R-01,-1.6132005,-1.3014231,-0.8647163,0.18170744,-0.5697852,-0.35051793,-0.18400022,-0.32567343,-1.3174063,-0.55136317,1.5357479,0.84992313,0.06319793,0.47800475,1.9589851,0.23284727,-1.4697853,0.2246404,-0.66562325,0.15738064,-0.47702405,1.5689981,-0.26151553,-0.09849494,-0.15977725,-0.98617494,-1.2241105,1.2534865,0.3943168,-0.38517687,-0.005800992,0.49993032,0
TCGA-A2-A04T-01,-0.8096806,-0.781173,-1.0572784,0.8744875,0.35605243,0.26752117,1.263005,-0.89111775,0.4466886,-1.4094148,0.43473858,0.09351573,0.8618212,-0.030695338,0.5623926,-0.6429485,-1.6043811,-0.39152578,-0.37681982,1.4930476,0.56578,0.6904432,1.9245435,-0.97817487,0.5217549,-0.58329284,0.82379305,-0.6542767,-2.0177917,-0.9672938,0.4847859,1.124181,0
TCGA-A2-A04U-01,-0.24054629,0.6571653,-1.0017221,-1.0177686,-0.26107696,1.0096489,-0.28104687,-0.24329947,0.7597522,1.1774545,0.9868918,0.710291,-0.80064255,-2.0272646,-0.11935854,-0.59258324,-0.6849399,-0.9169154,0.83113444,-0.60807437,-0.78614557,0.3133773,-1.0910002,-0.31050208,-1.1406201,-0.080734506,0.5651041,-1.6904452,-0.82423925,-2.2929652,-0.3735933,0.27912462,0
TCGA-A2-A04V-01,-0.8303881,-0.0029800842,-0.06288046,0.47971818,0.8078501,-0.97618896,-0.40038514,-1.4133027,1.215997,-1.78497,1.7644846,0.5741245,-0.024690412,2.4963272,-0.13408856,0.2946732,-0.13888776,-0.13342124,-2.091624,-0.36202002,0.41302213,-0.13998428,-0.09984541,-0.962736,-1.2412374,1.7065022,-0.7629019,-1.0248922,-0.14168638,-1.8945684,-0.042960703,-0.09187578,0
TCGA-A2-A04W-01,-0.8203974,0.014486056,-0.8452324,-0.7020381,-0.88317966,-0.7163672,0.11377189,-1.1844898,0.30164468,-0.24832582,-0.31755787,1.2047532,0.68381876,1.5790868,0.8454611,0.5453118,0.5007646,-0.056064863,-1.3420516,1.3255442,0.18123835,0.2022811,0.7614208,-0.40141335,1.1156596,0.08410149,-0.48050344,-0.30148456,-1.7610642,-0.6048503,-0.7365421,-0.15804622,0
TCGA-A2-A04X-01,-0.049091138,1.1334407,-0.5918228,1.6261764,1.142355,-2.9876475,0.89759874,0.09620459,-1.7555482,2.362758,0.08831268,-0.99505097,-1.2579082,-1.6095471,-1.2030388,-0.71818763,0.8457605,-0.19974259,1.4978427,-2.143279,0.5208163,-0.3669103,1.4421738,1.3886778,0.3066299,-0.78202486,0.52262104,-0.952149,-0.5930526,0.614327,-1.6826669,0.72527474,1
TCGA-A2-A04Y-01,0.29912665,-0.9458063,-0.5056017,-1.2164016,1.1959852,0.49214447,0.68026763,-1.5694768,-0.89393586,1.1933013,-0.036192656,-1.3474213,0.80706596,0.7325447,1.4487926,0.14378011,-0.038492583,-0.30438378,-0.43592262,-0.950391,-0.07888192,-0.083024755,-0.85960567,0.08038862,0.14389248,-0.6776471,0.6535936,0.22313775,1.5780714,-0.9704727,-0.5952622,0.060347088,1
TCGA-A2-A0CK-01,-0.16281463,-0.88872266,1.0021608,-0.6059209,-0.6597983,-0.42461738,1.4332939,-0.43519476,0.131085,0.1333901,-0.41353387,-0.43260527,0.9798876,0.34749433,1.2863873,-0.8786581,-0.66646826,-1.2426302,-0.31668025,0.5844925,-0.44979343,-0.03828951,0.31599724,1.4561687,0.11281286,3.0622056,0.44332665,1.433862,-0.32888913,-0.37328234,-0.50574774,0.98602927,0
TCGA-A2-A0CL-01,1.2137316,-1.997876,-0.09012468,0.34756148,1.2502682,-0.7586988,-0.5379816,0.2553403,-0.42045656,1.0808251,-0.8954221,0.052654542,1.1179951,0.7423025,-0.6036346,0.2251544,1.278944,-0.31585404,0.63373655,0.37254378,-0.984209,1.1120583,-0.55550784,0.5467027,-0.20965248,-0.06221238,-0.6813,-0.69500357,-1.0782924,-0.019599698,-0.4415922,-0.17571425,0
TCGA-A2-A0CM-01,0.5144639,0.016089214,2.634976,-0.5887767,-0.52349365,1.102435,0.25196847,1.7153968,-0.67560124,-0.8577837,0.5760647,-0.49240077,-0.012839127,1.7144214,-0.17222139,-1.987685,1.1785661,-3.152083,0.09224699,0.5427715,-0.24029632,1.3352476,1.9271389,-0.76043785,1.6811662,-0.33955696,-0.97089833,0.5956886,-1.5727214,-0.18481684,-0.07137417,-0.28168812,1
TCGA-A2-A0CO-01,0.24783964,-1.4193972,-0.41567922,0.06395725,0.10064704,0.6689605,-0.35201433,-0.6102454,0.98516995,0.6070914,0.2236277,1.6985884,-0.7657938,0.1549158,1.0890623,-0.90372473,-2.2179203,0.044068154,1.0393028,0.23845404,1.4175335,-1.2869177,-0.7719058,1.480415,-0.6413905,1.3104821,-1.815414,-1.2907295,-0.069029465,1.2379051,-1.1044229,-0.7947466,0
TCGA-A2-A0CP-01,-2.1191764,0.26054072,1.5866386,-0.8580794,0.54609394,0.18321814,0.7072558,-1.4641511,-1.2313734,-0.60500497,1.4093511,0.31053337,-0.10859219,2.4906075,0.9055826,0.028181672,1.525608,1.0343926,-1.1722409,0.6373174,0.06335248,0.206934,-0.43003064,0.6368147,-1.0714366,0.45666164,0.610971,0.09316231,0.825971,-1.3469304,0.4564223,0.117981784,0
TCGA-A2-A0CQ-01,-0.5367846,1.5422246,-0.13532923,0.98097897,0.021768855,0.19699593,-0.8392127,-1.1376323,-1.4537823,-1.907491,-0.1995741,0.046997264,-1.4786203,0.605392,-0.54345703,-1.4959018,1.4301157,-1.6461563,-1.0906312,-0.25938225,-1.3342791,0.9371226,1.4050691,-0.25125974,0.1930705,1.8514957,1.3930895,-0.033607867,-2.3886464,-0.49977708,-0.029501343,-0.93494993,0
TCGA-A2-A0CR-01,-0.9501803,-2.3491464,1.1903862,0.9468494,-0.39110652,-0.8384271,-0.52462727,0.50069696,1.9913379,0.9627784,0.7537256,1.4351778,-0.1142396,0.6992567,-0.91507626,0.11811847,-0.55351454,-0.611705,-0.44073457,0.4019946,-0.77632326,-1.892857,-0.85205007,0.8351093,-0.60795695,-0.009691395,0.5797095,-0.87078226,-1.0226667,0.35229945,0.3754913,1.0116307,0
TCGA-A2-A0CS-01,1.0976355,1.4694492,0.51855326,-0.9440145,-1.3763682,-0.5379927,0.944322,-0.49393415,-0.5315105,1.4364471,0.14668168,0.2960639,-0.47426072,-1.7148193,0.4459497,-0.34628227,0.59118235,0.17577237,0.88467175,0.7185078,-0.8879467,0.52487403,-0.9379209,-1.3859718,-0.94180703,-0.31810722,-0.34280622,-0.93529445,-1.1404958,0.47883856,0.80541366,-1.5237687,0
TCGA-A2-A0CT-01,0.46167845,-0.1890172,0.0375212,-0.57843965,1.3940332,0.80847,-0.22780079,-0.37562233,-0.5956846,1.0719749,0.28538606,0.9346796,0.3371468,0.15569697,0.05606726,-0.62762177,-0.30895323,-1.0230824,1.4452573,0.39077917,1.0129207,-0.022526708,-0.8502326,0.52663696,1.6970476,0.22773702,-0.035978135,1.5552635,0.8891271,-0.7969838,0.21173103,-0.0048200497,0
TCGA-A2-A0CU-01,-0.58587956,-0.05972983,0.15374121,-1.7895617,-0.26315066,-0.28065783,-0.08593632,-0.76728565,0.20089951,-0.7920992,0.020013329,0.8094474,-1.4625553,2.0816545,-1.0001224,-1.5256908,0.09536167,1.8088428,-0.7590231,1.4233546,-0.3067989,1.4372878,-0.47807643,-0.08637135,-0.14079729,0.66213113,0.07442745,0.55620176,-1.533516,0.067186646,-0.103045374,-1.1925983,1
TCGA-A2-A0CV-01,-0.89793277,0.27009636,0.98106146,0.53435785,0.7677821,-1.3011321,0.572433,0.26411462,1.3945715,-0.25539923,-0.5659755,2.6846256,1.3150616,-0.89018714,0.76234347,-0.9564852,1.1753515,0.25368762,-0.86628664,-1.8795552,0.90973234,-0.6513259,0.09722288,-0.5965825,-1.1293366,-1.0311272,0.8226095,0.9835788,-1.4543891,0.14231446,0.75083905,-1.1754278,0
TCGA-A2-A0CW-01,0.46296206,-1.0521063,-1.4992006,-1.1148953,1.2067608,0.009903664,-0.49380445,1.5133106,-1.2058806,-2.3470387,0.41855496,1.1325302,-0.02345907,0.7069341,-0.8002591,-1.0815647,-0.70460564,0.55025417,-0.70226127,0.34845027,-0.38661975,-0.17345403,1.061103,-0.7358126,-1.4629263,-0.25884813,-1.242314,0.7238838,-1.2826428,-0.8903273,-2.3504074,-0.048453372,0
TCGA-A2-A0CY-01,-0.11568542,-2.3855915,0.7858362,0.4278541,-0.63022035,0.6454092,0.4791207,1.1196265,-3.0873,-0.8404009,1.2442483,2.5457797,-0.024822768,-1.6540859,-0.18405549,0.5114472,1.0041018,-0.55612355,-0.6037847,1.250565,-1.8295041,0.14972547,0.4942737,-1.066229,-0.2638941,-0.3685004,0.025879987,1.2720816,-1.7294153,1.2621939,0.47508755,-0.63837653,1
TCGA-A2-A0CZ-01,0.66190654,1.7290238,-0.698211,-0.3956869,2.1259415,-0.61099124,0.6282052,-0.6541381,-1.2896036,0.662793,0.36213833,1.16557,0.97822756,-0.029303502,1.1655394,-0.5329558,0.3007023,1.3352114,0.32175383,-0.64282036,-0.82561606,-0.35967886,0.61039114,-0.3679442,0.07168643,1.7673401,0.6240075,-0.6619257,1.976446,-1.1956592,-0.46189362,-0.3325176,1
TCGA-A2-A0D0-01,-0.39005303,-0.6572141,-0.7837871,0.8946574,1.898734,1.1735152,1.0936935,0.11009145,-1.9873445,-0.91338074,1.1742986,0.8117074,-1.1210754,1.1806523,0.5561042,1.3813419,1.5211776,-0.028871957,0.03967738,-0.6915674,0.2651484,0.831357,-0.029786628,-0.6309745,-0.643937,-0.8245204,0.4909934,0.43138355,-0.27854675,-0.6801856,-1.9478631,1.2248142,0
TCGA-A2-A0D1-01,-0.10704595,-1.3054589,-0.5623134,0.6107809,-1.1623263,-1.5298859,0.83831966,1.5044615,0.29480326,0.3401885,1.5284048,0.050161246,-0.3132897,-0.7855264,-0.5137101,2.1492474,1.1981604,-0.15184554,-0.51763713,-0.96744174,-0.7880316,0.12795559,0.21449982,-0.05757512,1.123901,0.9038485,-1.0964602,-0.25950545,0.12822649,-1.5026532,-1.5729866,1.1161003,1
TCGA-A2-A0D2-01,0.46307817,-0.92092097,-0.7827572,0.44790497,-1.8822762,-0.89331204,-1.4849068,-0.7458441,1.0356582,2.1004555,0.7222299,0.48413026,1.669568,1.8454877,-1.0743785,0.058715686,-0.94912976,0.13897522,1.0939896,-1.0673456,1.283746,0.2194277,-1.8336568,-1.3840169,2.3223443,-0.27330494,0.2557825,-1.7017096,-0.1436886,-0.5471691,0.326785,0.39472902,1
TCGA-A2-A0D3-01,-0.9513732,1.2526531,1.654521,0.41694903,0.605283,-1.7968371,-1.7339009,0.15029043,0.19450013,0.20283605,-0.963898,0.26897848,-1.7435772,-0.5245804,-0.566028,-2.004,0.47295672,0.4239186,1.8617736,-1.1295682,-0.16820668,-2.1109967,0.31454864,1.0971516,-0.8137723,0.62927943,-1.0565541,-0.6659449,0.60945135,1.1340023,-0.8923971,0.08756476,0
TCGA-A2-A0D4-01,-1.4150681,1.10473,-0.056296106,-0.87901205,-0.76388407,0.7881131,1.6931235,-1.6208205,2.0992868,0.95364875,-0.50224656,-0.4991272,1.607065,1.100132,1.3976169,0.14430122,1.5306599,-0.27994,-2.4151213,0.21111159,-0.5318781,0.16542225,1.0059876,0.6195828,-0.28329113,0.46272588,0.16322017,-0.47461492,0.9389281,-0.36853746,-1.0997897,-0.87021154,1
TCGA-A2-A0EM-01,-0.7273507,1.4942743,-1.4340153,0.5050177,0.43696424,0.04086801,-1.0471672,-0.75719213,-0.60650957,0.44039226,-0.9987567,0.5075878,-0.22140776,0.41175845,1.0465462,1.2834253,-0.32132387,-0.3800559,-1.0889436,0.0733755,0.9371688,-0.7237451,-0.23300819,0.39948863,0.061060667,-1.5612732,-0.9397375,-0.42003062,1.6870478,1.042523,-0.2900699,-1.1227512,0
TCGA-A2-A0EN-01,1.5532724,0.22174032,-0.012155766,-0.07072176,0.20773874,-0.27576622,0.65819526,-1.5851365,-1.1523995,-0.5787086,0.06642566,-0.5970049,-1.436423,-1.2964554,0.01566647,-1.0820582,0.2418083,-0.6172476,-0.59416807,2.0056467,-0.54123276,0.019803215,0.18773782,-1.725337,0.81227225,-1.1788548,-0.24065927,-0.1549242,-1.7776902,-1.8586209,1.7809691,-0.34503633,0
TCGA-A2-A0EO-01,-0.28559375,0.29020795,-0.5631832,-0.6860835,-1.5660919,1.4754885,1.6388841,-0.9158219,-0.34344482,-2.5573936,1.2020925,-0.1611119,-0.49628055,0.5545237,-0.6860148,-0.20576197,1.3502777,-1.0385091,-0.67113054,-1.6389294,0.20657614,0.82968545,-0.43520898,-0.9327269,-1.511419,-0.9503377,0.23962197,1.0446051,1.1722511,-0.7876158,0.07756688,-1.1895865,0
TCGA-A2-A0EP-01,0.77882683,-1.0252723,-0.4770107,1.3129622,0.5853862,-0.6663704,1.5474302,-0.3354064,-1.5674338,0.5410039,1.1774206,-1.537326,-1.0455846,-1.3739239,-0.35665974,0.35135543,-1.1190318,-0.3526713,-0.83031636,-0.24806345,-0.32584688,-1.348036,-0.1284219,-0.014845582,0.47145367,0.5407676,-0.7779225,0.053066257,-0.40336567,-1.2688105,-0.20966762,-0.8659881,0
TCGA-A2-A0EQ-01,-0.3719693,0.7098359,1.5231103,0.8495059,-0.13667896,-0.4338724,-0.09768536,0.04160452,0.3198952,1.3769403,0.22735447,0.3636823,-0.46278158,-0.8762596,-1.7134094,0.53449,-0.39887065,-0.9041351,1.1941761,-1.4521978,-0.58677185,1.1725317,0.41318658,1.1659203,0.75178516,1.3230522,-0.29322138,0.095297605,1.1116558,0.30337456,0.7393204,1.9470059,0
TCGA-A2-A0ER-01,0.055525344,2.1411452,-0.7770314,-0.925907,-0.6595397,-0.54404104,-2.2107773,0.78743106,-0.36147544,-0.49170336,0.08788058,-1.2391071,-0.29301167,1.0089254,-0.9535243,-1.0989218,-0.27491802,0.8370585,-0.53223795,0.44657624,2.4339828,2.1602755,-0.11500662,-1.1211528,1.7134767,1.7394521,-1.8170217,0.025638264,-0.4523845,-0.6003875,-0.2877914,-1.1217331,0
TCGA-A2-A0ES-01,-1.5578568,1.8400344,0.35233018,-0.81539065,-1.478694,0.05603153,-1.4412575,-1.011684,0.77700216,-1.4992955,0.36615688,2.738302,0.21517363,0.011149282,0.7825468,-1.7953798,-0.9359743,1.2353369,-1.0349649,0.10324457,0.35685733,-0.066497765,-0.6871239,-1.5589497,1.005079,1.0730184,0.42858893,2.1267557,-0.6754837,-0.547306,-0.752613,-0.37476343,0
TCGA-A2-A0ET-01,-0.8954131,0.2626851,-0.5860813,-3.456579,-2.2008862,1.8775206,2.0198286,-0.502667,0.40461585,1.3416758,-0.34163475,0.42982453,0.71365136,-0.12597947,-0.2484882,-0.39185077,0.32028332,1.0902325,-0.3199854,0.17868996,0.057656616,0.23151182,0.025963556,-0.7591071,-0.12401961,0.5366439,-0.6151601,0.53718644,-0.018063962,-1.3811164,0.7051999,0.38029128,1
TCGA-A2-A0EU-01,-0.7740118,-0.39478716,1.2756675,0.10458203,1.7192452,0.96797425,-0.9070301,0.28267205,-1.5818336,0.8886743,0.08277668,-0.5261305,-0.07457026,-0.8986891,1.1146291,0.6863086,1.5478642,-0.38938105,-0.5203696,1.7010335,-0.758817,0.7901758,-0.83867806,-0.63313746,-0.6592793,0.21334654,0.94429183,-0.21269852,-1.2281661,-0.37925497,0.88884634,-0.6194827,1
TCGA-A2-A0EV-01,0.8115814,-1.0266904,0.29684302,-0.5542548,1.4849745,-1.3038362,-0.6417829,-0.14280374,1.0679144,-0.45781282,-0.42919442,1.1426877,-0.07324128,0.57854486,0.48245353,0.4231416,-1.2277764,1.429231,-1.3918588,0.05580814,-0.57296395,-0.931262,-0.0860822,0.5324784,0.7696877,-0.6920098,-2.3530233,0.622877,1.5000374,-1.5285822,-0.1957916,0.6396083,1
