submitter_id.samples,cnv_pca1,cnv_pca2,cnv_pca3,cnv_pca4,cnv_pca5,cnv_pca6,cnv_pca7,cnv_pca8,cnv_pca9,cnv_pca10,cnv_pca11,cnv_pca12,cnv_pca13,cnv_pca14,cnv_pca15,cnv_pca16,cnv_pca17,cnv_pca18,cnv_pca19,cnv_pca20,cnv_pca21,cnv_pca22,cnv_pca23,cnv_pca24,cnv_pca25,cnv_pca26,cnv_pca27,cnv_pca28,cnv_pca29,cnv_pca30,cnv_pca31,label_cnv
TCGA-3C-AAAU-01,-3.3288622997998596,-10.749959799923284,0.1091641116542254,-3.1552820769415364,-1.498903058357464,-7.12867467724194,0.2269898716183651,-0.9950264199957437,-1.058629838166258,-0.2904063629225317,-0.4568943808415503,0.9071772905513205,-0.6563141634493901,0.3246510549217291,0.7204582782436945,-0.5553208584099919,0.22579415574655703,0.07037188823318034,-0.48099455294582555,-0.17032403656667985,0.3871850582769971,-0.21355789957692117,-0.6813362791949078,0.34715287818414836,0.3587286440085027,0.0029734111563990235,2.790457512427596,1.9766186695567733,0.08498143325608344,2.7540555249145346,-1.6606333655864185,0
TCGA-3C-AALI-01,25.946378664388085,-8.673307693115248,-1.9585408813915863,-7.389988650400572,-2.3987049409240804,-0.29273712064665774,0.9157593312937564,-1.7557751294493078,2.6527685125457032,-1.88853149379931,4.34851476436789,-3.53718229889502,0.6979940259420434,8.698660063704768,-1.0420161984041776,1.0527531505060863,-1.277232447788751,-2.025967036682245,-1.5921533582499834,1.901294744289274,-0.761894795185434,-0.20760004360657663,0.17130783423670878,0.14126885894222604,1.5944181799419785,0.4515285650587999,-1.1053878545039955,-0.8808408828681271,-1.1948912530063363,0.33722807190991727,-0.01749171560687351,0
TCGA-3C-AALJ-01,13.249020489279138,0.7873463766486495,9.556317549190116,-1.6656645008384299,2.613166103480219,6.902045666939176,-11.022245694085296,11.993212340101227,2.0538103263266834,4.444512864696428,6.18785410047862,5.278584370713225,2.900119997085774,1.2474470278736995,3.660830611773003,-3.963704563316862,13.83249978523896,1.6746454160031785,-2.599576999631051,-2.6265515536267356,-3.779252992630604,0.2177149254634231,-3.842489645744597,0.61800719298662,-0.8742280908767457,-2.6318089392289647,-2.1702839607763673,0.1640699521702167,-0.48226384353204477,-0.32181434762847855,0.5254355132187326,1
TCGA-3C-AALK-01,26.500930180476328,2.5273630611128426,-0.37148762059825513,-8.522041282761299,3.066300699881132,0.65480243518356,1.052469570585272,-0.7741960019461478,1.891470439653195,-0.7236364082712893,3.719293434776012,-4.673331277106894,0.20072004131560647,6.6880632878427475,-2.5268689779633364,4.03670026113179,0.822979355349183,-0.38955877091730357,-0.4066514538122649,-0.05096512039506292,0.28183332571017783,-0.02454661646726483,-1.4485735699950226,-1.343921161803905,0.8513267010237165,-0.43563199530084873,0.01644441442556118,-0.8179652698075314,0.7453924162463433,-0.02247521793072528,0.04605521164150119,1
TCGA-4H-AAAK-01,12.71724099050868,4.741139750213182,3.550262796208813,-1.7579360638544765,6.163651529122293,1.9027409524830483,1.3167569036839888,0.04289619390022136,1.3572342754844997,0.2608807297093484,1.5305984039037634,0.4649131310091941,-1.0025494050412276,-0.8175115652179955,0.23862170012888978,-0.7738319970281194,-0.3810778512210015,0.34454593805238937,-0.4608064641691402,0.07304191610048816,-0.8620001698806552,0.23910618712404041,-0.055958316968400104,-0.2577171031342716,-0.08658293837904583,0.02694252810897839,0.32388222443042186,-0.18147375108119246,-0.04479092423306109,0.10533981013723316,0.3476250053498387,1
TCGA-5L-AAT0-01,-6.39533374098506,0.050879553197887215,2.6464580805251723,-5.785735085206009,2.2072510391910956,0.534604248871863,3.0460361323873584,0.5345355567133057,0.7193858415678477,-2.649988812591333,-0.06990419240475496,0.08667852511595465,-0.05300864607627267,-0.2132386870218758,-0.6996981858264012,-0.34500617823573704,0.25502433748038383,1.4515632310794995,0.7860821655808788,-1.2279795062423653,0.12248318419390736,-0.3224362887059301,0.5057667753745514,0.34746631202016476,-0.3813381577977099,-0.21392490665030076,-0.20449815367287857,0.1478213861957125,1.3211556254149395,0.7749384939828148,0.6159099699704775,1
TCGA-5L-AAT1-01,-4.5066822006712535,0.3528343436618695,1.2586667354810055,-5.870260819161263,2.432615900168037,0.5396017480425345,1.1595355959753035,0.30731570872260233,0.43456661435931776,-0.3477613813451433,0.43643503540188244,-0.7219547899426396,0.1561273968374521,-0.7416732030201503,-0.06802546699765015,-0.07431405385324129,-0.03655450082652506,-0.10969672568513793,-0.002111517970956981,0.09098129160474032,0.062134061497139924,0.0070013683872432175,0.0020565496462685504,-0.041105040598279644,-0.00750083706922058,-0.026952854154893516,0.040640710237018804,-0.12005659274298787,0.03408618575363237,-0.021562224095856945,0.03992530324981926,1
TCGA-5T-A9QA-01,14.334132069163806,-8.806348637844428,1.8042423065047384,4.774273888464441,5.319537413802248,-5.74773084457832,0.9668399193526663,3.8636403104125243,1.2134759699755195,0.7000599888985651,-0.9120389252911136,-0.05072591231616924,-3.269752172882405,0.27373002183458744,0.12947058715962767,-1.582866920993653,0.7575626965673,-0.2657457747893786,2.886282059535835,1.7108609452645258,-0.5622109828308223,-0.79074462508076,-0.5659048211116008,0.4242336870715463,0.6362086268625672,0.21726121680913318,2.332308783263286,1.7180181903244198,-0.0838360853743983,1.4703851920070374,-1.426398459223286,1
TCGA-A1-A0SB-01,-4.178646051743172,0.2144546673976438,1.4195691441450364,-3.082875101179537,-1.8618123098913446,0.3432556968684579,0.5827645464316981,0.6450154979206767,0.6052117204589961,-0.45975498584505203,0.411059557118189,-0.9412125029484356,0.23914683715654997,-0.8392751212384008,-0.16103126091918765,-0.03189276696398899,0.03370736019613047,-0.1148584363672194,0.004535389842643132,0.05037700904279501,0.05423261722880523,-0.05234383685634562,-0.010913247135513051,-0.012963474784228348,-0.016464364276108884,-0.017028250253902966,0.012477629391610486,-0.0883912621213129,0.005765906379258058,-0.027684728964956867,0.006020218147279305,1
TCGA-A1-A0SD-01,-4.208579219750486,0.19515018800404804,1.385326703711458,-5.267147371724353,2.4672435549617804,0.8152078914762293,1.0178542927534262,-0.48363679780884056,-4.5237846085996125,-0.3608415934687414,0.21576244283379395,0.9974436968723928,-0.48705810994757115,0.4307394381874313,0.6702438932225396,0.11525895277751516,-0.08322223596427654,0.6276838344533254,-0.36661857858219876,0.17955721233276364,-0.39396105847508733,0.18553880859086386,-0.35952387468054064,0.19016454442676503,0.012710363466775744,-0.1999699768431284,0.22741319721646083,-0.14331500986569398,-0.017581173554214263,0.07762683058694651,0.19270578237151853,1
