submitter_id.samples,wsi_vae_1,wsi_vae_2,wsi_vae_3,wsi_vae_4,wsi_vae_5,wsi_vae_6,wsi_vae_7,wsi_vae_8,wsi_vae_9,wsi_vae_10,wsi_vae_11,wsi_vae_12,wsi_vae_13,wsi_vae_14,wsi_vae_15,wsi_vae_16,wsi_vae_17,wsi_vae_18,wsi_vae_19,wsi_vae_20,wsi_vae_21,wsi_vae_22,wsi_vae_23,wsi_vae_24,wsi_vae_25,wsi_vae_26,wsi_vae_27,wsi_vae_28,wsi_vae_29,wsi_vae_30,wsi_vae_31,wsi_vae_32,label_wsi
TCGA-A8-A07I-01,-1.7527637,-0.0495851,1.4267557,0.2517719,-0.20324288,-0.01320745,0.9930193,-0.24522799,-1.3386233,0.42175558,-1.781532,0.4701745,0.07330361,-0.8733738,0.8392271,1.8628006,-0.24697393,0.13441417,-0.5121502,-0.5307165,2.0921578,-0.10097118,-0.70116526,-1.0283314,1.4196699,-0.69669247,1.028526,1.6594467,1.0776767,-1.23021,0.7214328,0.2559672,1
TCGA-A8-A07J-01,-1.876812,-2.0598123,1.0779003,-0.48895007,0.61455315,-0.3272873,-1.5466942,-0.83189636,-0.3372514,-0.62215626,0.08872956,0.9638447,0.14193024,-0.08685355,-0.5346699,-0.38590828,0.51158184,1.1818553,-0.06634457,-0.37695968,-0.64403754,-0.9792441,-1.6211432,-0.8384393,1.072605,-0.7093152,-2.3878322,-0.9423513,-0.5910971,0.083681114,0.5917505,1.214017,1
TCGA-A8-A07L-01,-1.6218469,0.37209842,-0.006353865,1.4123319,-0.092745416,0.26298547,-1.1082758,0.42680165,0.48996407,1.4613276,-0.17355768,0.040936835,0.47928944,-0.30924895,0.19335559,1.8611418,0.2509296,-0.3577718,-0.53239596,0.21415934,0.41853806,1.3482298,0.5862619,-0.7959148,0.6981087,-0.8097748,-0.6950663,-0.38609353,-0.22199842,0.41364858,-1.0084897,0.05028517,1
TCGA-A8-A07O-01,-0.682886,0.7630682,1.1559098,2.4405513,0.64427817,1.1542091,0.48705584,0.87787503,0.01887488,-1.6346442,-0.9018882,1.5554469,-1.649463,0.9497171,-0.11556658,2.1880887,-0.7072341,2.0824156,1.6236676,0.23945937,2.114507,-0.8107307,0.5780348,-1.3475785,-0.031216554,-0.9855831,-1.2448993,-0.09681727,-0.4772908,-0.0800396,-1.2729374,-1.0700547,1
TCGA-A8-A07P-01,-1.4512807,-1.2911099,-0.2550592,-1.197288,-0.37586078,-0.23363787,0.4882564,-1.232416,-0.61493593,-0.081839,1.298607,-0.1668005,-0.49900824,0.80024326,-0.005517541,-0.7151493,-1.3900738,1.0523175,1.5694038,1.0817161,-0.5968388,0.41306263,-0.11860747,-0.7537762,3.3274684,1.3101178,-0.25336754,0.57005614,-0.5243691,0.81029624,-0.49652097,-0.60561824,1
TCGA-A8-A07R-01,-0.4689056,2.7228844,2.174206,-0.55360806,-0.45588836,0.7256302,0.4521255,0.56564933,0.5932299,0.06964046,0.1954933,1.7453849,-1.4071568,-0.3579885,1.2070414,-0.022595268,-0.30477116,1.3405924,1.3801619,-0.25208887,0.20363626,-0.027855845,0.14579837,2.1631095,0.7768663,-0.023745917,-0.20649807,0.012045526,-0.41013774,0.22603075,0.426236,-1.447809,1
TCGA-A8-A07S-01,-1.7111442,0.63610995,-2.7171988,-0.88785815,0.33916286,-0.2043156,-0.5519057,-1.2559214,-0.03081217,0.4717542,-0.3296985,-0.9391822,0.19211465,-0.08336617,0.94141144,0.43606827,1.6551117,-0.1420856,0.16082817,-2.0518944,-0.94286865,0.2793938,-1.0424237,-0.31018603,-0.5402192,0.31408805,-0.9345394,-0.44253847,2.2087066,0.8144271,0.64612764,-0.34365997,1
TCGA-A8-A07U-01,0.66617864,-0.6739619,0.9207674,2.1892014,-0.56816494,-0.94822747,-0.27123737,-1.1494689,0.44748047,1.5806409,0.40413576,-0.27353904,-0.11672722,-0.7348207,1.4388914,-1.5204984,0.77383894,1.0362655,-1.0157864,0.104179345,-0.39021266,0.17290786,-0.9620942,0.73279124,1.0433869,-0.27340257,-2.6784382,-0.88645214,1.1478982,-0.4115973,0.34635377,0.7506199,1
TCGA-A8-A07W-01,-0.47438127,0.88911027,-0.68778783,0.32520387,-0.4171677,0.6152888,1.0670718,-0.48357776,-2.9236422,-0.29319647,1.1782755,-0.7087871,-0.38775218,1.2644242,1.0961744,-1.0709151,0.88937205,0.6374378,2.0928502,-0.69057727,-0.0012205425,0.2735081,-0.78230524,0.14074191,0.9573598,-1.979885,-0.273303,-1.1686506,-0.82056653,-0.5677828,0.37491155,1.084705,1
TCGA-A8-A07Z-01,-1.5516254,1.099813,-0.9375201,-1.7492385,-1.215644,-2.108022,-0.2720875,-0.31213322,-0.58500767,0.6372498,-2.4639761,-0.27416012,-0.71826005,-0.7514813,0.051554695,1.0438503,-0.2080298,-0.0035546613,-0.5672358,-0.1842837,-1.346111,0.0100775305,-1.554612,-0.3053935,0.18043157,0.40726894,0.12773979,0.5608657,0.24218643,-0.086639665,2.03376,0.95894116,1
TCGA-A8-A081-01,-1.4882145,-1.2326652,0.084981516,0.5275938,0.17729345,-0.52185756,-0.3786977,-0.5464072,0.1622272,-1.7090839,0.25266248,-0.80710036,0.61392105,-0.062082306,-4.036108,-1.4696338,1.140673,-0.5585744,-0.45423034,1.418259,-2.2021413,-0.54617316,-0.5610158,1.6700774,-1.7098191,-1.2177162,-0.4061573,-0.7266541,-0.7196703,-1.4089763,0.8862956,-0.4984664,1
TCGA-A8-A082-01,0.18887685,-0.39469713,-1.3651185,0.5267845,0.103825204,1.1139559,-0.7987564,-0.682244,-0.63357085,-1.6576556,-0.33339664,-1.4308993,-0.83322734,-0.8625948,-1.0863144,-0.29522306,0.7491619,0.2270756,0.046725336,-0.7509207,-1.2347429,-0.4529652,-0.70639116,-0.4428489,0.57586485,0.72821116,0.3772447,1.4850163,1.02427,1.5541435,-1.0238706,1.4118574,1
TCGA-A8-A083-01,0.37161395,0.41311124,0.45015225,-0.11094404,1.7396934,1.4731414,0.86634004,0.3209521,-0.9393956,1.5569528,1.4578043,-0.03366333,-1.2011906,-0.8349128,-0.60559016,0.7038463,0.08465266,1.0133567,1.0646547,-0.7292625,1.5897746,-0.04673782,-1.8938524,0.57178015,-1.1698625,0.12243609,0.96563506,-0.39318928,-0.057369865,0.8875436,-0.8319704,-1.1064194,1
TCGA-A8-A084-01,-0.14347409,0.10268031,1.0013825,-0.025165359,-0.7112804,0.66630745,-0.75211996,0.64925504,-0.18680476,-0.24700187,2.097952,1.2000687,1.4646401,-0.01806477,0.029127728,-0.41571537,0.31429803,-0.15597174,-0.066795826,-0.1565788,1.6810812,0.26641312,-1.4292195,-0.4989579,-1.7963207,0.16195859,-0.28155357,0.43874237,-0.7659537,1.7958459,-0.11869752,0.17794167,1
TCGA-A8-A086-01,0.8872226,-0.49502984,-0.35901877,-0.47954237,-0.38737455,-1.8323439,0.6530668,0.090566434,-1.8233104,-0.9005381,0.6132304,1.8498682,-0.051353708,-0.43171322,-1.211508,-0.27973717,0.217198,-0.67571753,-0.9308677,1.034786,-0.99941623,-0.15555781,1.255175,-0.07629136,-0.08662689,0.7516348,-1.3252747,1.4643185,0.7538841,0.1400573,0.19374423,-0.29602313,1
TCGA-A8-A08A-01,0.71437645,0.82071745,0.7459439,-1.522222,0.8431921,-0.9253201,0.4427548,0.51236117,1.0259343,0.29073232,0.41731274,0.14678666,-0.17785291,-1.0033722,0.72896814,0.63695127,-1.0807912,0.16246545,-0.96370023,0.8298102,-0.27133295,-0.14071694,2.1229937,-1.2283682,-0.76470816,-1.0268763,-0.35411677,-1.5445118,0.5151233,0.2207137,-1.2141848,0.54048127,1
TCGA-A8-A08B-01,-0.10844456,1.607268,0.3424373,-1.9821905,1.1632851,-1.41012,-0.50412464,-0.7347664,1.181656,-0.90347755,0.04025646,0.10001933,0.8481062,-0.46279338,-0.14553584,0.40202582,-0.40034586,-0.2553538,-0.0821407,0.8401123,-0.8164437,0.044629514,-0.72148603,-0.026643645,-1.0569884,0.09368876,0.107717834,1.0551658,0.08356567,0.790812,-0.32356298,0.27028412,1
TCGA-A8-A08C-01,0.47343507,0.5992839,0.3894943,-0.66610086,-0.18560377,1.0645835,0.15902431,-0.0755971,-1.6278325,-0.6803813,0.63829297,-0.74020815,-0.30012482,0.75222373,1.1018416,-0.037914075,0.4378105,-0.2701156,-2.5076628,0.41173938,-1.1176316,-0.6576661,1.3745741,0.8388425,-1.9532986,-0.033448715,1.2327911,-1.1887865,-0.7266446,0.83794284,1.0559396,-0.329299,1
TCGA-A8-A08F-01,0.5773608,-2.252759,-1.2181591,-0.1496796,0.5202593,-0.3590309,-1.240736,-1.2509665,-0.34408253,-1.14578,-0.058058586,0.8737722,-1.1067636,-1.052412,-0.86680853,-1.3701135,0.955034,2.0375178,-0.56268156,-0.79891634,-0.67232674,0.16354574,1.2886733,-0.7347141,0.03550836,-2.4125023,0.32519263,0.16860548,0.21518484,-0.7316763,0.37389,1.1903796,1
TCGA-A8-A08G-01,0.71344286,-1.342585,0.7516923,1.4911301,-0.7896366,0.42809492,-0.40443295,-0.64005333,-0.080212355,1.0399641,-1.9968178,1.0622476,0.65024555,1.9575679,0.1493646,-1.0459836,0.10443276,-1.6242313,-0.62103164,2.4771335,-0.6197637,-1.710088,1.633133,-0.43066323,0.9605921,-0.37889314,1.0065925,-0.44693995,0.35808092,2.3916814,0.8731473,-1.1772815,1
TCGA-A8-A08H-01,-0.44424507,-1.3579351,-0.20097566,-0.7012795,0.37849936,1.8745017,-0.21611667,-0.64925385,0.059129428,0.98317665,-1.6233786,-1.5602665,-0.2714762,-1.298466,1.1684812,-0.5282403,-0.3489511,0.43968254,0.23066261,-1.4407825,-2.011387,-0.39125577,0.54153776,1.7489413,-0.96215695,0.7199887,-0.70222783,0.14974467,1.2410884,0.067214966,-2.0631986,-0.9087612,1
TCGA-A8-A08I-01,-0.23673445,-0.7920567,-0.074763544,-2.2138112,1.6927764,-0.5780806,-1.3224899,-0.66875476,0.48743424,1.1180782,-1.9675465,0.9528474,0.60515076,-0.010301467,0.84324837,-0.35590637,1.0290368,1.384767,-1.4141266,0.39450943,-0.5984095,-1.5886468,0.3210016,-4.9571972e-05,0.0731304,-0.08118844,-1.0087572,0.19111395,-1.0840564,-1.7846104,0.0019126693,-1.2673824,1
TCGA-A8-A08J-01,0.8145383,0.15191843,1.1363652,0.4276429,0.14121373,1.1418436,0.4683928,1.5332795,1.269444,0.76406586,-0.038612645,-0.794479,0.79399097,0.025493097,0.23362707,0.57376254,-0.75980955,0.018504918,-1.3968407,0.7025927,-1.5854229,-0.1342327,1.3062072,-1.0352811,-1.3881682,-0.06441882,0.20845059,0.9703725,2.662528,1.4868802,-0.7029536,-0.3742879,1
TCGA-A8-A08L-01,0.502577,0.0073678326,0.8057467,1.0411044,-0.62261695,-0.87772644,0.69393593,-0.034114018,-1.2262113,-0.09960776,0.18346423,0.07450303,-0.024223264,-0.11662224,0.063288376,0.041914597,0.34059545,1.4767281,0.006981644,0.2594636,1.5693156,1.0673856,-2.893038,1.9084779,1.5689195,-0.5841553,-1.1092007,0.5934907,-0.93624324,-0.14699101,0.6679537,-0.062238954,1
TCGA-A8-A08O-01,0.4031664,0.7563422,0.0054593943,-0.7339872,-0.07864946,-0.55172575,-1.6253717,1.660938,1.5389789,-0.049022626,-0.85856223,0.91467005,-0.34942847,0.20135331,1.6095109,0.15226276,0.50308275,2.0595336,0.13534646,-0.27451044,-0.03185838,0.19599433,1.241602,1.4468012,0.5886164,0.07829481,-0.2894133,0.68728375,0.3718645,0.23844941,0.9220434,0.9954832,1
TCGA-A8-A08P-01,1.1205933,-1.1722094,-0.17169237,-0.79181033,0.10889799,0.8489862,-1.0918852,0.28299642,0.04144636,1.1745795,0.6787269,0.7827915,0.52508247,-0.8395673,-1.645545,1.1754183,0.33444646,-0.17675588,0.092056625,-1.7922273,-1.2256763,-0.16387111,0.08106533,-0.8539279,2.2620294,0.95644474,-0.47891483,-0.27557683,0.1446144,0.55043745,0.076993406,1.5598937,1
TCGA-A8-A08R-01,0.8890396,0.21218148,0.45013776,-1.1487199,0.90310353,-3.304796,-0.9703371,-2.0638058,0.2916166,2.201698,-0.08186968,0.29407734,-0.5546802,-1.070288,0.21258996,-1.5616848,0.7563096,-0.23616509,0.9397678,0.45155963,0.889328,-1.1845137,1.0935501,-0.833565,0.05928528,0.27536517,-1.5628276,0.1274352,1.2426659,-0.18621457,-0.37526736,-1.1428641,1
TCGA-A8-A08S-01,-0.49752206,1.2616385,0.5370843,-0.79822326,-1.9249645,2.4889846,-0.78177565,1.2604905,-0.6110378,-0.34747478,2.0116801,-1.0546526,-0.3750385,-0.25615364,-0.46728292,0.47690734,0.7530164,-2.1708884,-0.35746616,-0.7462273,1.0260994,-0.9008259,-2.1879141,-0.23932005,1.1989135,0.09284519,-0.5836093,0.13747187,-0.23147458,0.18849334,0.068995565,2.2357833,1
TCGA-A8-A08T-01,-0.6183347,-0.13898195,1.1257342,-0.46641895,-0.15171067,0.36898655,1.3835967,0.053535376,0.3225834,-0.750145,1.2192717,0.97744954,0.44035408,0.036096007,-0.8349927,-0.32372758,0.36991492,1.6258028,-1.3614781,-0.32906172,1.1338286,-0.6237628,-0.89681953,-0.21368021,1.2284558,-0.8773969,0.9046848,-0.9860866,0.056244306,-0.3297629,-0.09874953,-0.5658508,1
TCGA-A8-A08X-01,-0.61803377,-1.0723946,0.21680339,0.7133414,-1.5257435,-2.0003755,0.3325975,0.09526381,-0.28597757,-1.0027379,-0.29328158,0.35584947,0.38813385,-0.2794226,0.55998844,0.3781725,2.088329,1.492174,1.4707922,0.6668167,1.5664765,0.7147569,-1.8877391,0.59675884,0.4646872,0.35237598,0.82377833,-0.380299,0.3820108,0.28384584,0.5121832,1.832926,1
TCGA-A8-A08Z-01,2.743973,0.32046485,1.1920719,0.91723484,-1.4425215,0.20581315,0.5494452,1.3155957,0.38779312,-1.5153788,-1.8469425,-0.940585,-0.64199424,-0.3696968,-2.8494,-1.2329865,-1.67637,2.0783324,-0.25266537,-0.4880554,0.7475966,-0.074294165,1.636378,0.040054694,1.2420032,-1.3075877,1.2935046,-0.6090696,-1.2222193,1.2185935,1.4084399,-0.008047068,1
TCGA-A8-A090-01,-0.8688795,-1.1345094,-0.101352125,1.3353103,3.3136234,-1.3774952,-2.634905,-1.2274106,-0.5136402,-1.0033873,-0.33570534,1.964847,-1.4173832,0.39951953,0.8629218,-0.041709624,1.9150813,0.42929357,0.2698191,0.49185383,-0.36925322,0.45913318,1.3615289,-0.5721028,1.1801797,-2.3692682,1.3183994,-0.442384,-1.4702032,0.57231086,0.44748294,0.40679488,1
TCGA-A8-A091-01,1.7783582,1.1561179,-0.41720727,-1.0112212,0.981968,0.22185549,0.13401456,0.22713722,0.35213917,-0.13885777,-0.485737,0.44399205,0.7009853,1.1998425,0.09464015,-0.78737885,0.7745014,-0.8189137,-1.4901305,1.7002105,-1.3450879,0.028115213,0.41900358,-0.6128586,1.1899784,0.411467,0.5429426,0.540147,-0.47453102,-0.6666531,-1.9340602,0.27175957,1
TCGA-A8-A092-01,1.0576097,0.11100793,0.54194194,-0.5883228,-1.262737,-0.8324871,-1.1553502,0.7540667,-0.6385764,-1.4054266,0.22301857,0.2896152,0.18327416,0.93686825,1.0262054,-0.5834663,0.93209916,-0.08222312,1.15093,-0.21635857,0.35409808,-1.0796826,-1.074232,1.8909339,-0.03329436,-0.8942442,-1.4781632,-1.2036332,0.33039847,0.36312547,-1.2097591,0.07947667,1
TCGA-A8-A093-01,0.82240045,0.2526427,0.35296762,1.3638294,-1.6683066,1.7569233,-0.59939414,1.267212,0.17675443,0.6904288,1.2697822,1.0879978,1.0406797,1.3480204,0.12847544,0.027631242,0.5768283,0.50873184,-0.31649485,0.19789557,1.0178198,-0.9258766,-0.3334512,-1.2430317,0.15428802,0.89300627,0.16234252,1.5242224,-1.5264499,0.7436925,0.3377282,0.31032544,1
TCGA-A8-A094-01,-0.09370632,1.6654011,1.3848468,1.2700111,-0.708234,-0.38985714,1.2362196,-0.786071,-0.5251148,-1.7944617,0.99763143,-1.0045956,-1.2684555,-0.18684345,-0.5818583,0.06495917,1.2828476,-0.66815364,-1.1500278,0.69409215,-2.0905597,0.30953035,0.4790895,0.027907383,-1.2887336,-0.6846447,-1.7298591,-0.025622245,1.5927651,0.426727,-0.388514,1.6242098,1
TCGA-A8-A095-01,-1.9825344,1.197435,1.0026249,-0.033267427,0.05637853,-0.35741344,-2.992639,2.4647923,-1.1774498,1.4743224,-0.25120854,0.48999095,-0.18735039,-0.12602249,1.9029312,1.335226,1.3107018,1.0962939,-0.8774474,-0.95329475,0.87256044,2.2493918,0.019294232,-0.10690742,0.055539973,0.46389514,-2.1737657,-0.8822905,0.5138474,1.379113,-1.2458963,1.6088694,1
TCGA-A8-A096-01,-0.69711983,-0.690886,-0.29810935,0.10875456,1.4194798,-1.0365158,-0.3538751,-0.21482833,1.385098,0.86468023,1.096633,-0.14946117,0.25957888,-0.8784338,0.3143361,0.33999288,-0.8659119,0.10575782,-2.1262348,-0.48153582,-1.5900072,0.63323754,-0.63253164,-0.65435785,0.8715529,-0.6523411,-0.98942506,-0.45261717,0.79299057,0.4754392,-0.009551222,-2.4134963,1
TCGA-A8-A097-01,0.2196606,-0.14823227,0.02304703,0.7701978,0.91443485,1.5194587,0.17183597,0.052910578,0.85566694,-0.71816456,-0.08962341,-0.31723273,-1.4165981,0.4330846,0.81473786,-0.90218085,0.18272911,0.38639602,0.567763,1.0948894,0.4174369,-1.2185637,0.3709997,1.1516097,-1.4325403,-0.4846196,0.58135706,0.6707383,1.6019583,0.054885082,0.7111745,1.5808673,1
TCGA-A8-A099-01,-1.8669367,0.22829229,-0.6959698,1.8332163,-1.6783264,-1.0869036,-0.1842533,0.096075304,1.0132498,-0.4427824,-1.7971283,2.0364184,-0.9430497,-2.1053329,-0.89173084,0.8086739,-1.946009,-0.6116085,1.1261133,0.083538525,1.2023705,-1.3463585,-1.2668129,1.6994126,-0.7164408,-0.7738757,0.3964532,1.401665,-0.4287807,-0.4368626,-0.13608459,-1.6093653,1
TCGA-A8-A09A-01,-1.0970315,-0.04587427,-0.13306817,1.1461734,-0.9678149,0.89016104,-0.7822421,-0.13206284,-0.2830605,-0.27587095,2.4276402,0.07394582,2.7498333,-0.3193078,-1.1292597,-1.2280694,-0.2792469,0.85004324,-1.0135474,-0.08126378,0.64693284,0.80779845,-0.5103621,0.3599309,0.10515045,-0.83682853,-1.5571772,2.1134598,0.09819457,-1.2326059,-0.009753935,2.5305502,1
TCGA-A8-A09B-01,-0.34017333,-0.36430877,0.45615482,-1.2519057,-0.32935145,-0.21610698,-0.6454251,-0.16974653,0.8612076,-0.40742278,0.13911822,-0.90720105,0.63779837,-0.2979642,0.21991524,0.11941257,0.68583757,0.18739426,1.2891442,0.557918,0.36611634,-0.78923166,-0.8553888,0.09998919,0.28817007,-1.0512935,1.5187404,-0.83502966,-0.4116048,0.28469187,1.1172172,-0.2560239,1
TCGA-A8-A09C-01,0.29801896,-2.2200553,0.49729982,-0.81420434,-0.46907833,1.0480599,1.9506528,0.5415259,-0.39160183,-0.87634844,0.26364627,-2.0750098,-0.74433315,-0.36312672,-2.2649348,-1.716472,0.050386444,-0.8222775,0.23081483,-0.88488746,0.049801737,-0.27528214,-0.9925729,0.23239367,-0.9126394,0.44659466,-1.1934513,0.25295103,-0.3097334,0.01842102,0.9804746,-0.40614772,1
TCGA-A8-A09D-01,-1.1299491,-0.5987001,0.86823934,0.2921569,0.9716415,0.45472065,-2.3444955,0.35673717,-0.344657,0.013035057,-1.6776233,-1.3396212,-0.5704702,1.5389547,-1.8050483,-1.0631989,0.059195966,-0.9408003,-0.9873802,-1.0245959,-1.0274433,0.62043595,-0.43842387,-0.012668823,-0.5914577,1.7070967,0.73248607,2.3213062,-0.5786695,-0.9969289,0.7103496,-0.14516367,1
TCGA-A8-A09E-01,0.009883778,0.9235995,0.016129434,-0.10127146,0.8377648,0.654964,-0.9916473,-0.20160271,0.56541264,-2.3688333,-1.8098305,-0.53159827,0.5896459,-0.4211465,-0.7519839,0.03552547,-0.32671842,0.060518872,0.36926845,-1.1231242,-0.9288112,0.9103324,-1.2038976,-1.1588197,-0.028612876,-0.888269,-1.0531884,1.2850274,-1.2239476,-0.47185484,-0.16555023,0.7738475,1
TCGA-A8-A09G-01,-1.0325685,-1.3551577,-1.2986189,-1.5742425,-0.3329551,-0.21608953,0.60211587,0.91807306,-1.0060313,-0.5584545,1.4710426,-1.4395124,-0.47459826,0.5446886,-0.6830182,-1.6889834,0.00032496266,-1.8360083,0.46800962,-0.47656134,-0.32414523,0.26378343,-1.1858448,0.027570264,-0.32294938,-0.40601754,0.1941734,0.22216405,0.98483056,-1.8438593,0.32108605,1.4392282,1
TCGA-A8-A09I-01,-1.4644278,0.34990796,-0.634255,2.5626671,-0.373486,1.7042259,-1.3633566,2.1813443,0.0023089098,-0.18112455,0.041215286,-2.2537928,1.3511896,-0.5881219,-0.5954874,-1.293262,0.51534444,1.0343962,0.5980473,0.24688657,-1.0063857,1.3370539,-0.2346916,1.1562942,0.3081077,0.115312755,-0.08474058,0.1578391,-1.5669339,-0.46658927,1.8933028,1.3732573,1
TCGA-A8-A09K-01,1.0342134,1.3578076,0.05975196,-0.82894623,-0.4738056,-1.0948923,-1.1886948,1.1593076,-0.527715,2.3317056,-0.10863642,-0.06712169,0.39110368,-0.3356333,0.3688046,-0.0052368687,1.8373395,0.4166724,-0.42801732,0.056057554,-0.37069392,-1.16765,-0.05320224,-0.12018853,-0.4326515,-1.8761774,0.28189063,-0.24393329,1.8894175,1.9300369,-0.62078846,-0.016960058,1
TCGA-A8-A09M-01,-0.5686471,0.5312808,-0.6610276,-0.72108465,0.47990197,0.26655957,0.1433386,-1.7253662,-0.41926655,-0.16970153,0.692544,0.65793425,0.41794017,-1.9495561,0.23487093,-1.7026778,1.536066,-0.0060493313,-0.16454853,1.369456,-0.31605545,0.33023182,0.9548841,1.4483956,-1.2277718,-0.10796137,1.1693441,-1.2292793,1.2856727,1.0704441,-0.19413166,-0.85498625,1
TCGA-A8-A09N-01,0.97742754,1.3016497,-2.1621594,0.43308756,1.295618,0.7589519,0.54025495,-1.6647817,-1.3106698,1.4295084,0.39958176,-1.0416769,0.63459855,-1.3632994,0.48906034,-0.79982984,-0.13919373,-0.8022863,0.06611287,-1.3837129,0.81918675,-0.19138466,-3.8639224,0.50751156,1.6950587,-0.12324317,0.083158,0.8248088,0.7877011,1.2126876,0.27478302,0.8949867,1
TCGA-A8-A09Q-01,-0.72874135,-1.6037147,-1.1087372,0.58202523,-0.3658798,-0.14498347,-1.0586467,-0.9096537,1.6996369,0.6078649,0.69181836,-0.02680906,0.5536378,0.8548469,-2.1635115,0.084236786,-1.2235852,-0.25888613,-0.41593522,-0.19548212,-1.8898363,0.98484075,-1.0944443,-0.24500567,0.95358735,-0.4402457,0.9084609,-0.07348835,0.4228496,-1.2328349,0.047289826,0.9371625,1
TCGA-A8-A09R-01,0.37654775,-0.45379442,-0.8072228,0.16736665,0.03903135,-0.42567647,0.038107302,-1.3337531,1.0476013,0.43596312,-0.03169282,-0.54709995,0.552554,1.8269988,1.7322906,-1.7480236,1.0497079,0.11351855,1.553649,0.015782457,-1.5201303,0.42934772,0.5644753,-0.059752565,-0.91245794,-1.0075167,-0.3666157,1.0096822,1.5044531,1.1538296,2.653736,0.5084822,1
TCGA-A8-A09T-01,-1.8681673,0.16806076,-1.0595626,-0.24052988,-0.95253134,-0.014872991,0.1402261,0.32478955,-0.20514618,-1.3340207,-1.0342659,-0.34080085,1.4214147,1.2260361,0.78115374,-0.6363746,1.6314973,0.62511957,1.602332,1.2912452,-1.1211941,-0.4811241,-1.2340119,-1.3768739,0.48513076,0.7383301,-0.87730145,1.9227952,1.403643,-0.921729,0.26133516,0.42029953,1
TCGA-A8-A09V-01,-0.8684342,1.5407705,-2.4201493,0.81531197,-0.42579362,-0.29867187,-1.9480385,-0.5587061,-0.68852776,-1.2621148,-1.1822933,0.5300404,1.4193891,0.26286376,0.73205376,0.37716043,-0.3417305,-0.063489586,-0.9488186,1.0539719,1.4599096,2.039878,0.18978204,-1.0285269,1.1832943,0.5844487,-0.8968869,0.54656863,-0.40251732,-0.52043766,0.9935811,-1.7763433,1
TCGA-A8-A09W-01,0.43761408,1.168885,-0.73956084,0.0022752408,-0.7996241,1.3949144,-0.9689798,0.91906923,-0.29551953,-1.0118304,0.39878216,-0.6997018,-0.4425547,0.18837099,-0.017891783,0.91530144,-0.42396677,-0.27591032,0.18199995,-0.015041212,0.9822793,0.17633076,-0.8865812,-2.2085247,1.0605242,-1.2846806,-0.62244856,-0.10934158,0.84811467,-0.9689268,0.7508057,-0.61284393,1
TCGA-A8-A09X-01,-1.2961396,-1.6126148,-0.8753357,-0.08762864,-0.17209707,-0.13441652,-0.022548739,0.4011462,-0.3393053,-1.6688206,0.046080206,0.2289199,0.00624889,0.12402207,-1.4234129,-0.69883454,1.2908891,-0.70407903,-0.15107958,0.13197984,-0.5449786,-0.8886751,1.0543884,-0.066212095,-0.80130756,-0.37051016,-1.3308022,-0.2942815,0.3271155,0.49446443,0.2527366,-0.14832568,1
TCGA-A8-A09Z-01,-0.97761565,-0.5286477,-2.593391,0.19078532,-0.46558028,-0.18092683,0.8820418,2.216885,-0.49901798,-0.5771886,-0.7609307,0.590243,0.5806277,-0.43186864,-0.9090926,-0.07233705,2.1414971,-0.42286086,-2.4750957,1.3091649,-1.3284761,-0.048811186,-0.72066534,1.5970856,0.96564096,-0.37447828,1.249771,0.52506924,1.5619686,0.6850258,0.63211054,-1.2637277,1
TCGA-A8-A0A1-01,-1.6134988,-0.024385735,-0.82333463,-0.25937235,-0.27148885,1.0902318,0.17679876,0.62010163,1.2222853,-1.7577535,2.2427773,0.98634684,1.1212617,1.2837999,-0.35019985,-0.23839816,2.3138576,0.69834805,2.2262912,-0.47135833,0.12016785,0.12075186,-1.2076294,1.5009533,0.41704354,-0.15622967,-0.35751355,0.39543054,-0.72111607,0.29696813,1.8008906,0.7257905,1
TCGA-A8-A0A2-01,-0.12524697,0.6172845,-1.3485612,1.1144575,0.0055754334,-0.06099671,-0.97780746,1.3806151,0.07420465,0.09415513,-0.38408604,1.1065464,-1.2098105,-0.76938343,0.2321272,-0.43665454,0.3665887,0.6478268,-0.83895355,-0.15805726,0.30980626,-0.029393941,0.6793681,-0.2488661,0.6033752,-0.4216231,2.0152233,0.9587403,-1.8058804,-0.89114535,2.1976268,1.4322689,1
TCGA-A8-A0A4-01,-0.7642169,1.9281917,0.13668558,-0.28398764,0.97320133,-0.75922054,0.076046765,-0.88195765,-0.18147969,0.7246377,-0.008853629,-0.8274789,-1.9892995,-1.6219845,-0.4027602,2.4206643,-0.4059122,-1.1584558,-0.88441825,-0.6759085,-0.4679077,0.508924,-0.31531867,0.040640578,1.121811,-1.2541006,-0.8889167,2.1349196,0.31605557,0.45685363,-0.09766029,-0.6797791,1
TCGA-A8-A0A6-01,1.3911147,-0.09881487,0.572379,0.73594487,-0.41516852,-0.75326306,0.2561247,-0.8694232,-0.626927,0.5539358,-0.6362153,-0.5400996,0.6697665,-0.6638954,-0.54636323,0.67970526,0.82295954,1.97426,0.08917396,0.8594759,-0.8625519,1.012866,-0.015531359,-0.443513,-0.012574073,-0.7210356,1.2448459,-0.94891775,0.51493114,0.2863388,-1.3039068,-1.3657064,1
