submitter_id.samples,wsi_vae_1,wsi_vae_2,wsi_vae_3,wsi_vae_4,wsi_vae_5,wsi_vae_6,wsi_vae_7,wsi_vae_8,wsi_vae_9,wsi_vae_10,wsi_vae_11,wsi_vae_12,wsi_vae_13,wsi_vae_14,wsi_vae_15,wsi_vae_16,wsi_vae_17,wsi_vae_18,wsi_vae_19,wsi_vae_20,wsi_vae_21,wsi_vae_22,wsi_vae_23,wsi_vae_24,wsi_vae_25,wsi_vae_26,wsi_vae_27,wsi_vae_28,wsi_vae_29,wsi_vae_30,wsi_vae_31,wsi_vae_32,label_wsi
TCGA-B6-A0IC-01,-0.10589181,0.029381618,-0.52656037,-0.22587484,0.48006472,-1.0715963,-0.48258173,1.2751671,1.1455634,0.28061792,1.2280384,0.32925597,-0.40220484,-0.32839438,0.100642934,-0.6447126,-1.4409552,1.1789387,-0.76517487,0.33728912,-0.3387209,0.26011324,-1.0789301,0.1827842,-1.1991104,-0.97741574,-0.32807302,0.993024,-0.05841067,-1.4635322,0.07668442,-0.27990365,1
TCGA-B6-A0IE-01,-0.3103398,-0.54229385,0.43044218,0.38192078,0.6172759,-0.32831353,-0.07673072,-0.0062243724,-1.140873,0.9901244,0.2520511,-0.8731418,-0.9274466,0.7173339,0.69834703,-0.4893609,1.1336712,1.1422962,-1.0113617,1.1303072,-1.4251149,1.1815151,-1.0460197,0.27982786,1.3733598,-0.8783647,-3.0217865,-1.6041534,-1.7389171,0.6227311,-1.0424179,-1.0123,0
TCGA-B6-A0IG-01,-1.2052251,0.07162797,-1.763965,1.5917783,-0.2232591,0.46499953,1.7511795,0.19429691,-1.6233163,0.7328058,-0.005011204,1.0684794,-0.39960036,1.1131027,-0.39649022,-1.3843958,1.8070792,1.5494599,0.023463983,-0.7535984,0.07548869,-1.4803883,0.81747204,-0.9229863,-0.13565736,1.811139,0.012928967,0.514043,-2.268806,-0.5285943,0.042866863,1.3234721,0
TCGA-B6-A0IH-01,-1.4835293,-1.0366161,0.21258904,0.27578002,-1.3659381,0.49417764,0.26617813,-0.37894928,-0.5454316,0.32867128,1.2240696,-0.11476661,-0.28523862,0.41773802,-0.033288073,1.2757543,0.43198702,-0.0055944873,0.7353189,-1.6483301,-1.452606,0.3077745,-0.35362455,0.2814495,-1.8574072,-0.41131145,0.28010765,1.1149244,0.5087552,-1.0347346,0.76324254,-0.16535406,0
TCGA-B6-A0IJ-01,0.14366974,0.6216534,-0.9470114,0.32811388,-1.4340392,0.31548136,-0.8776419,0.13441181,-1.1187274,-0.6994376,-1.228295,-0.12699528,-0.6566775,1.3442098,-0.7830659,-2.6063957,0.94954884,0.6795273,0.38643268,-0.5940205,-0.63121045,-0.035018366,0.39568707,0.7514021,0.6847979,-0.6523984,1.032316,1.4672565,-0.6337886,0.099062264,0.5793459,1.3623489,0
TCGA-B6-A0IK-01,0.33623895,2.6824968,-0.16092628,-1.1322973,0.53451437,-2.1626668,-0.9331423,0.8380512,-0.5540094,-0.3152541,0.5089889,-0.3913967,0.25538206,-1.5130676,-0.71759135,0.2084738,0.49758017,0.1602819,-0.30893782,0.16842607,-0.1651244,-1.6189772,-1.5314876,-0.8871574,-0.22705673,0.26839828,1.4945314,0.20425467,0.78635234,1.5763267,0.2629037,-0.82959515,1
TCGA-B6-A0IM-01,-1.1342316,-1.050182,-0.16796745,-0.4693567,-0.18662193,-0.8500074,-0.22310045,0.09264154,0.24539787,-0.17528546,-0.3114224,-0.5140431,-0.64101994,-0.18777321,0.40154356,-0.2639698,-0.4079178,0.48940974,-0.5731819,-0.008238212,-1.2923583,0.2664097,0.13880391,-0.26883104,-0.15081544,-1.3243593,0.6483979,-0.8108071,0.43744907,0.79247165,-1.94934,0.7346188,0
TCGA-B6-A0IN-01,0.65311354,-0.6220565,0.8376399,0.61598307,-1.2920759,0.5965075,0.079378456,1.3739141,2.3405476,-1.0043604,0.13858317,1.145169,0.3967595,1.4150736,0.6130138,0.051460262,-0.27453768,-0.98917156,2.2060616,2.4591708,-2.7019744,0.02175916,-0.49536625,1.3572645,0.9461872,-1.5698832,-1.4314097,1.5514277,-0.7887235,1.2221143,0.39394495,-0.697473,0
TCGA-B6-A0IO-01,0.501163,1.1608964,0.40540928,-0.5642999,-0.98429507,1.5457137,0.48760283,0.101360075,0.5992065,0.45989332,-2.2405019,1.0176898,-0.2260017,-1.0020494,-0.00887944,0.14494205,-0.9948993,0.05028969,-0.8370677,-0.24245396,-0.049292743,-1.2701657,0.2548895,0.18549688,0.46178538,-1.1637275,-1.3364524,-0.045631997,-1.6437753,0.19996512,-1.5636183,0.7332557,0
TCGA-B6-A0IP-01,0.86921567,0.8119702,1.4325984,0.17184336,-1.1791635,0.03396579,1.1065534,-0.28116935,-1.0026902,1.2549835,0.7668065,0.23144966,0.43150136,-0.47350255,-0.97861254,-0.8139014,0.8522014,0.57423484,-0.74525905,-0.6984949,0.63974136,-1.225587,-0.9687645,-0.86594373,-0.7776039,-0.060228333,-0.7130827,-0.6356345,-1.0708091,-0.17311917,-0.9862932,1.0730529,0
TCGA-B6-A0IQ-01,-1.7124476,0.4394825,-1.82535,0.2986066,1.4959517,-0.89517456,-0.73283935,1.0282677,0.1367438,2.2411697,-0.79939026,-0.004451695,0.3292442,0.4078493,-0.6395349,-0.7658179,-0.16077273,1.3610896,0.892458,0.2222144,-0.18672447,-0.785136,0.51389414,0.66862,0.030515797,-0.6777946,0.30307323,-0.030511519,1.6158175,0.12432878,-0.2763259,0.30055574,0
TCGA-B6-A0RE-01,-0.55419177,1.1016518,-2.2677503,-0.95290494,0.6629907,0.5776366,-0.046852037,-0.777417,-1.7962526,-1.0338602,2.2890213,1.6965431,-0.118994266,-0.071838856,0.6264404,-0.38186914,0.6410137,0.69187963,-0.56028795,3.9671738,1.3713176,0.12596019,1.9204317,-1.002722,1.0612072,-0.90488553,-0.63293296,0.045254845,0.102873996,-0.22590512,1.3271415,-0.63943636,0
TCGA-B6-A0RG-01,-1.6944531,-0.5847434,-0.43787113,-0.30054712,1.1012946,0.21297373,-1.6154046,-0.47618186,1.5404575,-1.6956079,0.54950017,0.054255884,-0.20900522,-0.035332363,-0.28559616,-0.35459545,0.13084376,-0.36133134,-0.07066566,-1.5461581,0.45996723,0.86074144,2.2778783,-0.46538314,0.997452,0.118054934,0.058030248,-0.58769315,0.12879398,0.8861722,0.28330827,-1.2751358,0
TCGA-B6-A0RH-01,-0.08843021,1.1316671,-0.97017765,0.32572827,2.2291527,1.0849295,-2.4571476,-1.6260899,0.718377,-0.22215542,-0.39998782,0.06405343,0.16443415,0.6794433,0.035041623,0.69773173,-0.32580742,0.6824545,0.22163212,-0.1675033,1.0978658,0.22648153,1.5712651,-0.9120902,-1.0955622,0.8090455,-0.4770603,-0.330038,0.0946092,-0.22200026,-0.013422381,0.52869755,0
TCGA-B6-A0RI-01,-0.90578413,1.7593132,-0.8127974,0.47095022,-1.6098464,0.5299307,1.5138985,-0.5888874,-0.42797887,1.0030909,-0.99042594,-0.45226848,-1.4171402,0.15749334,-1.8263316,0.6902438,0.2034442,-1.7509682,0.16222453,-0.60945904,-1.0740623,-0.75107974,0.6223442,0.67900926,0.23242092,1.0563868,0.9398149,-0.047978766,-0.0072122198,0.10608361,-0.27958006,-1.1062618,0
TCGA-B6-A0RL-01,-2.2826838,-0.7885386,-0.7921131,0.00078756874,-0.51908916,-1.1196854,0.50749576,1.0176163,0.90571064,-0.14967093,0.8445182,0.014403597,-1.3412329,-0.71680087,0.63130355,-0.47417182,1.9978837,0.12232376,0.70352936,0.14583774,-0.256204,-0.5047447,-0.6226939,-0.5846192,-0.24408302,-0.28087503,1.8064857,-0.74272007,-1.750534,2.2317996,-0.2911382,0.27633137,0
TCGA-B6-A0RM-01,-0.048212122,0.99974495,0.19144042,-0.8076475,-0.27174845,-0.8522583,1.381123,2.690908,1.2118576,0.67039716,0.4042919,-0.28748778,0.22009912,-0.6905038,0.20501088,-0.44475034,-0.983884,-0.98754984,-1.4465188,0.8752669,0.042294506,-0.9858733,0.76490694,0.6796564,1.6653515,-0.47795302,0.52311695,0.60395217,1.9804054,-0.45566243,0.8313215,-0.56745297,0
TCGA-B6-A0RN-01,0.4708211,-0.049923062,-0.8519438,0.8708484,0.43165472,0.11419953,1.1754264,-0.09629464,0.68106407,-1.2869272,-2.808822,-1.1598473,-2.118901,-1.1496253,-1.3515328,0.33567575,0.074994326,-0.7918866,0.05658149,-1.0553367,-0.9748657,0.47802424,1.5062542,-1.0969117,2.176435,-0.5931949,-0.115634605,0.44018227,0.592136,-1.4976203,-0.021251127,1.097232,0
TCGA-B6-A0RO-01,0.13448921,1.3920847,-0.2598356,1.3618774,-0.26294872,-0.22520334,-0.63439727,0.91434246,-0.25038034,2.1414604,1.3405544,-0.20927717,-0.5845267,0.42250147,-0.11621452,0.0673821,-0.941748,-1.3003309,0.18511869,1.8955106,-0.43626794,-1.2716068,-0.15366168,-0.99149454,-0.29229945,0.001439508,-0.7484094,0.012693632,0.062157083,-0.5503819,2.4152803,0.1868905,0
TCGA-B6-A0RP-01,-0.5829741,0.65980816,-0.19139314,1.5985051,-0.4462978,-1.8076359,-1.5583591,-1.1479824,-0.26358572,0.24639834,0.82866377,1.1484774,0.25871617,0.632884,0.70178956,-1.075965,-0.04513993,-1.1867048,-0.86240155,0.27152365,0.30346888,1.5953302,-0.1781936,0.98523545,-0.023500934,-0.064944394,-0.07501347,0.092964955,0.24883309,-1.2748766,-0.5619148,0.31910896,0
TCGA-B6-A0RQ-01,-0.06817477,-0.8163563,1.6167474,0.105053395,1.7404438,-0.39235184,0.034380876,-0.58037955,-0.9642475,0.4200758,0.105980724,0.47595692,-0.45029023,-0.9910432,-0.13352564,1.0424858,-0.22712658,-0.15364836,-0.3848464,0.18708917,-0.84977794,-0.5532603,-0.07664298,0.5139331,-0.15830187,0.17580986,-2.5040686,0.5359528,-0.076891325,-0.07411958,-1.1306553,0.46204767,0
TCGA-B6-A0RS-01,-1.2581432,-0.21594447,-1.641777,0.004250427,0.61334175,-0.8541564,-1.3722739,-1.2339454,-0.23278485,-1.7563201,-2.3591654,0.69014484,-1.511404,0.764021,-0.44660097,-1.2265593,0.09976135,0.48160964,0.4860887,-1.7070022,-0.6412621,-1.5258194,-0.43209764,1.4440604,-0.58963406,1.691211,0.30097917,-0.21680072,-0.18410653,-1.331243,0.49461293,-0.5493,0
TCGA-B6-A0RT-01,0.31811714,0.3856509,-0.3211334,0.48005134,0.21908793,-0.61020017,-1.5787952,-1.3659163,-0.09315954,0.31659108,0.026523964,0.021827068,0.73583627,-0.15078126,-0.21987818,-0.005097905,0.70551366,-1.0017995,-0.4100562,0.04081437,-0.34139818,-1.0315043,0.29446504,0.38797966,-0.75182164,1.1905766,-0.17119041,1.1602682,1.235292,0.09240262,0.15650178,0.1735,0
TCGA-B6-A0RU-01,1.670642,-1.1809684,-0.88169646,-0.13463767,0.093357414,0.08658016,0.39323804,-0.5592548,-0.97123855,0.49368313,1.3706721,-0.7768809,-0.16183661,-1.6979988,1.1621814,1.7407387,-0.7309399,-1.5357684,-2.2450466,-0.23894326,0.72250485,-1.2307601,0.53618246,1.5215738,-0.28116474,-1.0118737,-1.565543,-0.37248272,0.7347537,0.40143412,-0.5249009,-1.3246312,0
TCGA-B6-A0RV-01,0.5884173,-1.9932123,1.3142534,-0.23008063,0.66596645,-1.1027792,-0.22111563,-1.6180346,-1.5783571,-3.2484813,1.6610262,0.40600768,-0.2586707,2.100545,0.02560563,-0.3635894,-0.8576838,-0.1955489,0.55655587,1.3055983,0.25853962,-0.17606294,-1.7639428,0.3572704,0.45672596,-0.6088384,-0.07077168,-0.06776152,-0.9773207,1.0197091,0.44663307,-1.4644558,0
TCGA-B6-A0WS-01,-0.17350441,0.4756843,0.35498896,-0.26216167,-2.2579458,-0.72969407,1.6725376,1.265745,-0.9244577,-0.06551827,1.0190682,-1.2366588,0.6194602,0.9325037,0.2000822,-1.2924627,-0.4350828,-0.042828087,0.37144452,-1.0313185,-0.014581109,-0.03799457,1.3223907,0.109562136,-0.42634535,-0.40293163,-0.13777308,-0.23833238,0.10937195,-0.14677519,1.6819814,0.2485705,0
TCGA-B6-A0WT-01,1.0032113,1.2932748,1.6624984,-0.20563594,1.0144812,-0.49876586,0.7289659,-0.71266085,-0.48068208,-1.7547615,0.4571294,1.4462216,-1.1243128,-0.24761507,-0.1484054,-1.1069877,-0.9026756,0.48063716,0.6919105,-0.46611452,0.03729371,-0.5434387,0.56134444,-0.86929566,-0.20159194,-1.1153355,0.9813036,-1.1164198,-0.39800373,-0.4409273,-0.8944445,2.0794547,0
TCGA-B6-A0WV-01,-1.175154,0.1214886,-2.6584556,0.16304533,0.17205875,-1.5583211,0.16687275,-0.14088,-0.10378152,-0.15347657,0.80678236,0.7905053,0.044451237,-0.44160944,0.33628398,-0.5471097,0.30781606,-1.2226974,1.4631819,1.2301002,0.37499923,0.20062992,0.7419631,-1.2371457,-0.1844353,1.0006555,-0.39333355,-0.29922226,0.09082136,-0.70034814,-0.44800764,0.3652266,0
TCGA-B6-A0WW-01,0.690957,1.1309576,-0.04856151,-0.47098887,0.9157716,0.21067438,-0.20219973,-0.3033207,1.0290031,-1.2663136,0.38168588,0.961169,-0.991926,1.7596855,-0.38392866,-0.26089367,0.55484736,-0.13455155,0.15062466,-0.7353763,0.6140199,-0.58042866,1.9039735,0.75402486,-0.2707874,-1.5768365,0.82320225,0.1947556,-0.48634964,-0.47218454,0.6109856,-0.3308097,1
TCGA-B6-A0WX-01,1.5235434,1.3994869,0.8600178,0.8459245,-0.058559615,-0.32107845,0.52813685,0.27035737,0.29442838,0.8780194,-0.7343392,1.2614783,1.0184454,0.12888665,-0.19291325,0.5395635,0.064488664,-0.011898135,0.0436606,0.6276483,-0.62867385,-0.8076001,0.049692243,0.34883422,-3.1194978,0.3811894,2.1992764,-0.81568617,0.06505344,-0.3790428,-0.13656013,1.0719869,1
TCGA-B6-A0WY-01,-0.4090561,0.014914274,-0.31040695,-1.3855064,0.09824052,1.0218062,-0.72122407,-1.6448627,0.71330327,0.022601943,-0.83883697,-0.5920514,-1.3740374,0.9202229,-0.00015138276,-1.1710224,-1.415885,0.3904618,1.3213785,-1.2602456,0.8732419,1.3269323,-0.24294727,1.1824546,0.54178214,-0.60991806,0.62853533,1.0616491,-1.2132273,0.952354,0.9701667,-1.0491775,0
TCGA-B6-A0WZ-01,-0.8093892,0.4580581,2.4310172,2.877485,-1.0349498,-2.0048294,0.17309006,0.9999353,-1.2230998,0.5760084,0.625363,1.6177846,0.4360143,-0.33792388,-0.698273,-0.11243278,0.7353206,0.3507148,-0.4332942,0.21091428,-1.0649805,-1.4090472,-0.39094737,0.088240035,0.88276976,0.5300483,-1.0386257,-0.15975963,1.5254054,0.21451937,0.19817635,-0.3131522,0
TCGA-B6-A0X0-01,-0.6273986,-1.1975771,0.95579386,-1.1308262,-2.0746613,-1.8830525,0.85597265,2.1893935,0.51705974,1.2193344,-0.13493839,0.07949771,-0.41079894,-0.7509115,-0.34246063,0.9349332,1.3025622,-0.685975,-0.6284011,0.9226226,-0.29310662,-0.52594364,0.04382868,-0.55626905,-0.4461381,-0.46010506,0.6175904,0.057693154,1.5196439,0.9359072,0.15297267,0.09822024,0
TCGA-B6-A0X1-01,-0.5814757,1.1222361,-0.8971859,0.47052363,-0.6910643,2.92862,-0.79945374,0.035960943,0.71862423,0.3673614,1.1191883,1.0092255,-0.49019814,1.2275109,-1.2668662,1.0001724,-1.0829704,-1.7055851,0.6197971,0.9913845,-0.865095,-0.33464664,2.0975964,0.27057755,-0.8379461,1.0674808,0.014865298,0.9786136,-0.23229718,-0.060300544,-0.7787312,1.2385842,0
TCGA-B6-A0X4-01,0.9900333,0.78402585,1.9755894,-0.56875217,-1.1734134,-0.9257713,0.008110009,-0.24428312,-0.71706903,0.4691568,-1.8426422,-0.47241583,-0.5841213,-1.1034458,0.87716496,0.6657497,-0.9310582,-1.7197455,2.376481,1.8287165,0.38917235,-0.9753802,-0.072900265,0.837486,-0.8175722,-1.76582,0.64741904,-0.21116984,0.54951227,1.4353613,-2.095226,0.56438065,1
TCGA-B6-A0X5-01,-0.9496006,-0.14418052,-1.396216,-0.86391234,-0.78762895,0.28249633,1.6931658,-0.6729229,0.27811608,-1.6634644,0.89573973,-0.8806569,0.2488633,0.4319508,0.083903685,0.6712251,0.11144055,-0.53751826,0.0030473731,-1.3595,-0.45046353,-0.85363734,-0.9959165,0.9367801,-0.2557834,0.32034338,-0.49871042,0.05150774,-0.61228126,-0.1789408,-1.050344,-0.37626436,0
TCGA-B6-A0X7-01,-0.62141633,0.835658,1.1679258,-2.1532094,-0.008327075,-0.43027967,0.5684369,-0.850979,-0.9893723,-1.494998,-0.9729536,-0.46677715,0.40247285,0.020084068,0.4849391,-0.59000343,1.4553969,-1.0464914,-0.3791521,-2.861564,1.2312783,1.4524055,-0.8781967,-2.028739,2.1857328,0.9699285,0.35243377,-1.9480015,-0.16522503,0.59903234,-1.0287541,1.5626142,1
TCGA-B6-A1KC-01,-0.23945256,0.07465016,-0.15605524,-1.0651778,-0.45557594,0.3713197,1.4342202,0.293446,1.5320005,-0.20888369,0.732547,0.08216258,0.039145418,1.0490592,0.12568699,-2.050057,-2.4669235,-0.0648082,-0.1247482,0.6466806,1.3163853,-0.09482432,-0.26505607,-0.23013225,-0.5338968,0.4982112,0.9961436,-0.0040607927,-1.7054096,1.1308442,0.7479556,-0.20767169,1
TCGA-B6-A1KF-01,0.41255066,-0.091215655,2.4162726,-0.51551473,-1.500705,-2.522274,0.012617387,-0.5201765,1.0647041,-1.4676447,0.31724814,0.010649485,-1.6393192,-0.73719656,0.056898043,0.0009513907,-0.34855577,-0.78141344,0.670651,0.5911424,0.8740911,1.280907,0.12651588,-0.6221,0.36609325,0.3685496,-0.67827743,-2.284912,-0.49361742,0.63016444,-1.1321777,0.25538787,0
TCGA-B6-A1KI-01,0.7737996,-0.009587195,-1.2255586,0.49944425,-1.596155,0.59007955,0.25644946,-1.4079759,1.840027,-0.10139531,-0.74163866,-1.0535669,1.3772033,-0.34277248,-0.3891894,1.2054875,1.4443581,-0.1268213,1.2619807,0.08530618,-0.7993289,-0.49060073,-0.002478622,-1.1382691,1.1339115,-0.8223164,-0.57629484,-0.105488114,0.3354309,1.1201456,-0.98327607,-0.18847984,0
TCGA-B6-A1KN-01,-0.20799953,0.34682536,-0.99175745,-0.11620721,2.3531046,-1.4926015,0.700828,0.1234539,0.6525613,-0.4802246,-0.39758235,1.2766203,-0.21522017,1.1199731,0.18819769,1.1127456,-0.16925846,0.11775746,0.7474793,0.92105937,-0.10940088,0.3635207,-0.79446083,1.7377056,1.1398771,-1.7140115,-1.1407117,-0.9643949,0.5900836,-1.2527643,-0.58388853,-0.864404,0
TCGA-B6-A2IU-01,-0.12188213,1.7167182,-0.7598335,-0.09404828,0.4713562,0.6111752,-0.98455584,-1.7065357,1.6499658,-1.3166555,-0.9180006,0.22956929,0.9515323,-0.33429992,-0.2901929,-0.78488463,-1.1819824,1.1887075,1.3006423,2.5336347,-0.2718301,0.17678595,-1.5550966,-0.3806362,2.1354365,1.238753,-0.5240106,-2.1988986,-0.9775028,0.48504755,-1.743185,-1.3750856,0
TCGA-B6-A3ZX-01,0.5627547,-1.316433,1.3049313,-0.20212302,-0.2539415,-1.4208308,-0.890785,0.77283144,0.37737677,-0.03699628,0.24228853,-1.8098719,1.791398,0.5535361,0.2867585,-1.0625585,-0.03359147,1.8534874,-0.7503766,-0.03786787,-0.34969628,-0.19003318,0.62902,-0.19134103,0.73597455,1.405631,0.5392589,-1.2907339,0.8072074,0.21637824,0.5543547,1.0868524,1
TCGA-B6-A400-01,0.27319127,-0.80757767,0.29809868,1.8391584,0.9193022,0.4133396,0.07112813,0.07964418,-0.96716213,-0.20547408,-0.29267758,-2.7621486,-0.52639174,0.067134075,1.1121026,1.8672496,-0.46959427,-0.7402993,-1.7782173,0.40433788,0.05650016,-2.5341158,0.8796987,0.7980941,0.29181173,-0.00146126,1.2279973,-0.032431006,-0.8212967,-0.2800335,-0.2418206,-0.009284735,1
TCGA-B6-A401-01,-1.8248899,-0.3540488,-0.40315196,-1.2849978,0.4195359,-0.0017946465,0.7277784,2.4222133,-1.1643864,-1.2823651,-0.32895583,0.41844568,-0.27828428,-0.48460704,-0.8807684,-2.082296,-0.44461238,1.2716018,-0.8621234,0.831348,0.7889321,0.31512386,0.6736868,-1.904578,-1.2979633,-0.18116952,-0.11726008,-0.4293797,0.4822345,1.4038944,-1.0882131,-0.60254276,0
TCGA-B6-A402-01,-0.24591152,-0.3064157,0.042834096,-0.31252265,0.522606,-0.42729822,-0.116872616,-0.40627974,2.2495174,-0.26483253,-1.4668584,-0.32170105,1.2197738,1.2387574,-0.23216635,-1.1446152,-1.7738452,1.5155535,0.4266358,0.56114393,0.8792042,-0.32903475,1.4589996,1.240559,-1.2108622,-0.40109217,-0.24070215,-0.3870244,-0.43318042,-0.17123033,0.25113615,-0.2294048,0
TCGA-B6-A408-01,0.8405432,0.6066468,-1.2184296,0.45658156,-1.576057,-0.11035081,2.4691994,-0.66798115,-0.25746337,-1.4789789,-0.080312856,0.84650177,-0.861554,-0.14634824,0.73372227,0.6368335,-0.4068924,0.98172355,0.109537356,0.81172913,0.150614,-0.38538033,-0.52203554,-0.3055751,0.11231314,-0.36347884,0.6702289,-0.9770175,-0.025297286,-0.97907823,-1.1219562,0.10805013,0
TCGA-B6-A409-01,1.012046,1.407778,1.4796442,-0.72663337,-1.2775468,-0.108491436,-0.1330966,0.8568147,-0.09391472,0.33021855,-0.3008729,0.330827,0.694407,-0.24443829,-0.5079837,0.043844,1.978788,-0.25020966,0.98332554,-0.06514855,1.2084036,0.6677713,-0.95079273,0.0024958993,0.35859662,-0.0044384208,-1.0810128,-0.5517949,1.3380085,-0.7231462,1.0622681,-1.6393131,1
TCGA-B6-A40B-01,0.51078266,-1.3085954,-0.0069509237,-1.3280373,-0.051458117,-1.2095522,0.16481067,0.49087715,1.9060525,-0.54156876,-0.08541345,-0.49048612,-0.35814852,0.27841887,0.54423386,-0.61031836,1.4901589,2.0741687,1.8597887,-0.24755368,1.6850549,-0.30010825,-1.3021226,-1.693094,0.89519846,0.003381852,-2.154359,0.084003046,-0.2017526,0.5869936,-1.0210615,-0.12130533,0
TCGA-B6-A40C-01,0.9737304,1.8622329,-0.88982534,-0.8448696,1.1996343,0.03086972,-1.1594176,-0.08650887,0.18124025,-1.0429984,-1.473392,-0.26033875,-0.85197926,0.61071205,0.18736659,0.2968256,2.3164184,0.9206388,0.9249488,0.24338587,-0.2818794,1.6398307,0.9962438,-1.2019958,1.8583379,-1.2739276,0.09777406,-1.5192417,-0.7406365,-3.3793736,-0.9780932,-0.9185723,0
TCGA-BH-A0AU-01,2.94581,0.40086275,0.8986309,0.8226189,-0.16435559,-0.18715172,-1.2187079,-0.17332406,-0.6059688,0.49581861,1.2962022,-0.4671688,0.38025913,0.13937,0.4111709,1.3015817,-0.14643753,0.36784708,-0.7095108,-0.2383833,1.2948843,0.3258737,2.0352879,0.7575656,-0.024574868,-0.19019385,-0.2516329,0.6370251,1.1524199,-0.1097279,-0.55876493,-0.46153075,0
TCGA-BH-A0AV-01,-0.25077653,-0.4409977,-1.277347,-0.14800254,0.02906518,-2.1308165,-1.6399052,0.90266067,-0.56278807,0.4584812,-0.074754044,-0.51615405,-0.745921,2.0701172,0.2307219,0.47678015,-0.85780984,-1.4773673,1.1423217,-0.7738422,1.7946883,0.6832858,1.4190044,-0.8978524,0.22364955,-0.45853424,-0.52245307,1.8142648,1.6740596,0.49312449,0.08044566,0.8748393,1
TCGA-BH-A0AW-01,0.09509938,1.3675591,0.14784956,-1.1057642,-0.5221726,-0.77114135,-0.25017965,-0.14466405,-0.56529725,0.7229194,0.31873915,-0.5052719,0.28806788,0.3627006,1.4237117,0.8857558,-1.35744,0.2965889,-0.4478541,-0.59219444,0.35797432,-0.7551806,-0.03455385,0.5891397,-0.666261,0.32275748,-1.5070673,-0.41770497,-1.4168416,0.31188378,-0.7821339,-0.6400709,1
TCGA-BH-A0AY-01,-0.6784388,0.40469414,1.6256588,0.17459153,-1.0457414,-0.4895101,-0.6564298,-0.52020305,0.19744216,0.10154566,-0.39636567,1.276728,-0.9340906,-1.369589,-0.39391553,-0.14844324,0.3333548,0.24772629,-1.253057,0.046353117,0.8816768,1.1764342,0.44050848,0.7176771,-0.26625296,-0.068396255,-0.72591126,0.7941898,-0.19416139,0.39117366,-0.2848055,0.077625565,1
TCGA-BH-A0AZ-01,0.4232628,1.3204882,0.09260103,-0.41790214,0.88721263,-0.76326585,0.35500568,0.029979937,0.200967,-0.7164111,-0.81259936,-0.5026917,0.35453093,-1.0772192,-0.72405654,-0.09969485,-0.4984071,-0.5312958,1.1155899,0.66669244,0.24470054,-0.024194147,-0.75620234,0.8077338,1.1693969,-0.84630895,-0.67684525,0.13725033,0.8429912,-0.38786113,-0.77028584,-0.33522025,0
TCGA-BH-A0B0-01,0.045241546,0.5560312,-0.06017943,-0.43533835,0.07933007,1.2455622,1.2582716,1.758951,-1.7638229,2.3154564,-0.6154496,-0.51831853,0.38328183,1.4669552,1.2751361,0.5794604,0.91035753,0.9902617,0.9054479,1.2463989,-0.22218071,0.39474568,-0.029084975,0.43398708,-1.1493026,1.1150548,0.6477003,0.15326706,0.98781115,-1.4201934,1.514794,0.25830314,0
TCGA-BH-A0B1-01,-1.651578,-0.63930213,-0.4888779,-0.7237326,-1.9930205,2.6647468,0.54754555,-2.0710313,0.022031471,0.44937348,0.52628964,2.4842892,-0.96393013,2.1477041,-1.6962562,-0.63840073,-1.0396663,-0.12645976,-0.34688708,-0.6904871,0.4418512,-0.5924844,0.53731585,0.6616911,1.4036919,0.5337736,1.6862757,0.7445074,0.19945356,0.87556726,1.1710551,0.24610297,1
TCGA-BH-A0B3-01,0.32993004,-0.09711771,-0.6301846,0.9290036,-0.21587305,-0.61578184,0.054560866,-0.23250936,-2.2339628,-0.64133596,-0.63794523,0.25995702,-2.522942,-0.012186876,0.5730702,0.63636506,-0.34662065,-0.16190013,1.2776355,0.769333,-1.0714102,0.34401688,0.4617698,-0.797573,-1.425777,-0.04077243,-0.96801984,-1.1490263,-2.0514312,-1.3142796,-0.2641754,-1.7158182,1
TCGA-BH-A0B5-01,2.8056865,0.26394182,0.15248612,-0.07688765,0.34689134,0.68399537,-1.0435878,-0.2875019,0.22936477,-0.7462366,-0.9386183,-1.0675813,-1.424461,-2.8965466,1.8653249,1.2834433,-0.718241,1.028014,0.5923894,-0.75896955,-1.3822678,0.77514553,1.4909353,1.0035926,-1.4502536,0.39892465,0.18204549,-0.21490249,0.8922524,0.5800066,-1.6264333,-1.8026433,0
TCGA-BH-A0B6-01,1.5332917,0.034746278,-0.21214233,-1.0119348,-0.6969328,-0.77123106,-0.1738904,-1.1370013,0.7845698,-2.0774844,-0.73737365,0.51948225,1.9991283,0.30458054,1.7299649,-0.8294717,0.35658658,-0.7653092,1.071984,0.8614488,0.9495518,0.058381353,0.669256,-1.9213194,0.8268413,1.4032593,-0.20501223,0.590633,0.7031833,0.39123496,-0.4880699,1.6519955,0
TCGA-BH-A0B7-01,-0.055926222,0.60700315,-0.47563398,0.5339099,0.71343565,0.5520303,-0.50165004,-0.7686115,-1.7511221,0.72559303,0.91859066,1.1749076,0.08206304,1.126412,1.9374973,-0.5402288,-1.1365514,-0.019543013,0.31524375,-0.6567037,-1.0434768,-0.13152792,0.14944868,-1.2406249,0.28919536,-0.081116624,-0.089426145,0.28830165,0.29911715,0.7155758,2.2378082,1.1374526,0
