submitter_id.samples,mrna_vae_1,mrna_vae_2,mrna_vae_3,mrna_vae_4,mrna_vae_5,mrna_vae_6,mrna_vae_7,mrna_vae_8,mrna_vae_9,mrna_vae_10,mrna_vae_11,mrna_vae_12,mrna_vae_13,mrna_vae_14,mrna_vae_15,mrna_vae_16,mrna_vae_17,mrna_vae_18,mrna_vae_19,mrna_vae_20,mrna_vae_21,mrna_vae_22,mrna_vae_23,mrna_vae_24,mrna_vae_25,mrna_vae_26,mrna_vae_27,mrna_vae_28,mrna_vae_29,mrna_vae_30,mrna_vae_31,mrna_vae_32,label_mrna
TCGA-3C-AAAU-01,-0.6901885,0.84856325,-0.12828128,0.8292976,1.6879742,-0.7787866,-0.63352054,-0.30119413,1.101201,-0.13487001,-0.3072396,0.78426635,0.4148241,-0.6102107,-0.012910123,-0.7000242,1.285516,-1.0600268,0.24976188,1.5694233,0.7274216,0.15107433,-0.34625915,-0.34028548,0.36976448,0.7453294,0.028880946,0.23566432,-0.7061758,-0.6182619,-0.3902456,-1.1456933,0
TCGA-3C-AALI-01,0.1565309,0.73630935,0.8813633,-1.5969925,-2.0715208,-0.13583158,0.7226581,1.8240842,-0.58391887,1.424011,0.0639149,-1.6976103,-0.36958176,0.15217383,-0.5881766,-1.0172081,0.8472608,-0.21075708,0.40532368,-1.8391002,1.3151029,-0.118225634,-0.783818,1.9959909,1.5539021,1.13917,-2.1937265,1.259246,-0.74650973,0.94777524,-0.3693164,0.006145939,0
TCGA-3C-AALJ-01,0.5211117,-0.8309558,1.0476702,2.9484937,-0.29124135,-0.068265095,-1.024782,-0.65545756,-1.2740841,-0.63413477,-0.20141648,-2.0026066,-0.315461,0.35941976,0.07181916,0.81573075,0.25258827,1.1851964,0.031669848,-0.8456008,0.9363878,-2.3109612,0.48446947,0.12987545,1.6414682,-1.2898816,0.4941123,-0.02459063,0.010611764,1.9263455,0.954195,2.646807,1
TCGA-3C-AALK-01,1.490309,1.1081128,1.7079817,-1.0875463,0.45348904,-0.7250275,-0.24507983,-1.3404937,-0.16822723,1.4152346,-0.3621499,-1.8631766,-1.9995294,1.4116585,-0.8955042,-0.09708148,1.0873432,-1.5730261,0.75241125,-0.9492978,-1.2749636,1.6265352,-1.6538796,0.4553069,0.20661405,-0.36456993,-1.3014956,-0.6030211,-0.25995436,-0.95900625,-2.727821,-0.7130922,1
TCGA-4H-AAAK-01,0.01481417,-1.5160984,0.3734859,1.7506669,0.19068936,1.524634,-1.4541498,-0.13485114,-0.036954135,-1.3690664,-0.39968234,0.478884,1.2824876,-1.1492755,-0.85408854,-0.26495492,-0.010821485,0.45778185,-2.0173912,-1.3007238,-0.3897319,0.9321599,-1.3163344,-1.4071481,0.67433465,0.4023878,-0.6763717,1.7765096,-0.9349515,-1.3434876,-1.5459905,0.69275916,1
TCGA-5L-AAT0-01,0.030340014,-1.8815039,-0.33841857,-0.55753887,0.0012847777,0.3860369,-0.9754113,-0.4997774,0.056557145,0.17860346,-0.8023922,0.36076048,-0.9622364,-1.1337285,0.48445886,0.7201571,-0.43841198,0.6682958,1.2224158,-0.18160985,1.6866313,0.8695347,2.8372712,-1.5228099,-0.65342957,0.6842132,-0.73799366,1.0187573,-2.0594962,0.22664022,-1.065996,0.000982932,1
TCGA-5L-AAT1-01,0.66878504,0.9394137,-0.320651,0.62821406,0.7862598,-0.9123989,-0.38110575,1.0950155,1.0968801,-0.19125351,1.2394755,-1.1989732,-1.2589447,1.1546335,-1.376733,-0.43671733,0.9019062,-0.932674,-0.23387563,0.8190877,-1.4342477,0.076757275,0.6426752,-0.32321987,1.339704,0.17099948,-0.35386002,-0.16082111,-1.6066018,0.6667239,-0.36776254,1.7982302,1
TCGA-5T-A9QA-01,0.9292854,-0.24270812,0.71798867,1.4875408,0.11876732,-0.5092436,-0.61948436,0.16501257,-1.0985553,1.0060424,-0.1521801,0.07692757,-0.038063277,-0.5441508,0.31786355,0.7490146,0.465421,-0.75549155,0.8854391,-0.025508638,-0.7581107,0.9236773,-0.28477865,-1.0790653,-0.5975642,-0.5429662,0.6035,1.0411602,-0.94866645,-0.21256998,0.20300537,-0.5172578,1
TCGA-A1-A0SB-01,-0.45916548,-0.34904924,0.22041942,-0.3101619,0.842343,2.2802234,0.5671665,-0.32320523,-0.428375,-0.014940787,-1.365383,-0.041891202,0.5427031,-0.46125025,-0.9414674,1.0488989,-1.214564,0.2829688,-1.0602674,0.52056026,2.6017313,-1.132709,-0.6905232,0.7543197,0.34228387,-1.0795912,-0.032304276,1.798182,-0.17112233,0.46918166,-1.1976987,0.89716166,1
TCGA-A1-A0SD-01,0.41236427,0.19771987,-0.55880284,-0.59837925,0.8640717,-0.04065742,0.48112217,-0.50707906,1.55195,-1.5678709,-0.0011478195,1.0525799,0.73110825,-0.78525287,-0.05723092,0.4335684,0.74988323,1.3655521,0.20690309,0.12533386,0.29608157,-0.657235,-1.7057462,-1.324834,-0.8125932,0.10971376,-0.04793697,-0.02657194,0.76020557,-0.3505828,-1.0173862,-0.13222145,1
TCGA-A1-A0SE-01,0.40084714,-0.5365298,0.209048,-0.107246615,1.9777061,0.6612725,1.8416318,0.3457089,-0.9266656,-0.96459967,-1.2573152,0.132677,1.5162662,0.62307876,-0.09153582,-0.5733623,-1.913673,-2.0021038,0.8102801,-0.3406765,-0.9210883,0.47856176,0.014427555,1.2112298,1.0359874,1.7838407,0.38266644,2.5357726,-1.0219483,0.28318998,0.08588022,-0.64323086,1
TCGA-A1-A0SF-01,-1.1211705,0.28325486,-1.4084969,-1.0679218,-0.38295293,-0.61411184,-0.32750815,0.9047972,0.14391711,0.3867881,0.08200532,1.0531325,0.2607241,0.77047557,-0.047266763,-0.3169506,1.0846616,-0.32501194,0.13526046,0.5512205,-1.4590112,1.0485315,-0.1807744,0.467334,0.20501935,0.17819856,-0.12501007,0.799624,0.61810905,1.5545298,-0.07851241,-0.9657795,1
TCGA-A1-A0SG-01,0.5487788,-0.7856125,0.81479084,0.23862968,0.47730318,-0.48463765,-0.04611622,-0.124081485,0.19070268,0.6211931,-1.3909866,0.004991659,1.0399586,-0.39838457,-0.38422734,-1.5403508,0.36629644,-0.9583037,-0.41189453,-0.12465526,-1.3169013,-2.4527633,1.0025481,-0.3392444,-0.500419,-0.28019723,0.4723743,1.8330352,-0.18029065,-0.43289253,-0.8765192,-0.58639973,1
TCGA-A1-A0SH-01,-0.05160196,-0.24729222,0.5556219,-0.5669536,0.10865256,0.8197685,-0.17829034,-1.2331693,-0.6236726,-1.2124827,0.1732785,0.1881729,-2.4962215,1.4254057,-0.7394065,-0.5858621,-0.43844402,2.0496018,0.56368333,0.054937847,0.59065896,0.65090704,1.075694,-0.12957329,-0.5892558,0.12677616,-0.28925455,2.743737,0.066668674,0.35759044,-0.27269614,0.519422,1
TCGA-A1-A0SI-01,-0.26023918,0.9360938,-0.5479799,-2.162829,0.009215227,0.34749764,-0.3188998,0.23370802,0.2641367,0.4506687,0.4415877,1.1642098,0.5020413,1.2818856,0.70091957,-0.6925492,-0.60478175,-0.74036,1.0178933,-0.7009449,1.4088272,-0.45167357,0.9360218,-1.492134,-0.27918285,-0.62970567,-1.3288985,-1.3884037,-0.6982978,-0.10357176,-1.430004,1.7413533,1
TCGA-A1-A0SJ-01,1.5221235,-1.4441704,0.40092918,1.4989516,-2.1283998,-0.9324655,-1.0599152,-2.1137226,-0.77240396,-0.93017125,0.19378486,-0.2615124,0.22634678,1.2564225,0.20111375,-0.16441645,-0.049671717,0.23540004,-1.2896664,-1.7820196,1.679929,-1.7467755,-0.3524171,-0.013983861,0.020161973,0.9096559,-1.72851,0.42327574,0.8509084,1.4992776,-0.3708754,-1.4766507,1
TCGA-A1-A0SK-01,-0.4027521,0.48727185,-0.43435442,-1.6537105,-0.21994114,-0.23580514,-1.7089982,-0.76893896,0.7235274,0.023258384,-0.1870553,0.53437024,1.069527,-0.57490396,0.07233706,-0.42821386,-1.7492827,1.3777255,-1.2435333,1.6577781,-0.95949686,-1.5374658,-0.18210696,0.7046497,-0.9009241,0.31471604,0.75309026,1.2037095,0.94769037,-0.013787517,-0.24192844,-0.51580024,1
TCGA-A1-A0SM-01,0.6920727,-1.3749151,-0.95456034,2.135576,-0.922747,-2.4870157,0.80338603,-1.4395918,0.45923412,-0.14186324,0.22464909,-1.1505228,-1.3170646,-1.4840199,-1.3888845,-0.56722426,1.0396388,0.021983655,-0.17924991,0.4380122,0.70758814,-0.2978553,-1.0575005,0.16829996,0.7281494,-0.08370748,-2.3324857,-1.1862092,0.74931175,-0.6571992,0.3326883,-0.274161,1
TCGA-A1-A0SN-01,-0.76108354,-1.0420067,0.5181337,-1.9491674,-1.130844,0.571234,0.75467354,-0.7868042,-0.33117253,2.078696,-0.4525094,-0.62048584,-0.0709217,-1.0726316,-0.0555857,-0.20225017,-0.05093971,-1.3159417,0.6560134,-0.09549819,-0.304499,-1.0469519,0.9814889,-1.6293031,-1.1009843,-1.3715833,0.08566743,1.2497269,2.2268703,0.79063267,-0.9909813,-0.24915464,1
TCGA-A1-A0SO-01,-0.68574154,-0.9483814,0.2888033,-0.46259308,-0.62735105,-2.1858506,-0.17871231,-0.94857776,1.777304,0.29539245,-1.7242444,0.32444346,0.5912616,-0.79784155,1.8740596,0.52881014,0.12212865,-1.8845565,-1.0841863,0.31413674,2.5819292,0.9180749,0.70455664,0.9808131,-1.1184316,-0.2556797,-0.37085462,-0.6876859,-0.64786905,0.12644115,-1.153675,-0.6649273,1
TCGA-A1-A0SP-01,2.1081872,-0.30037054,0.053628933,2.3927085,0.9376224,-2.557323,2.1524904,-3.2580156,-0.81537974,0.83310074,-0.070153676,1.3552682,1.0604086,-0.99275565,-1.5509197,0.87479746,0.31595674,-1.3802792,-0.35348153,0.33739504,-0.3462376,-0.7428208,1.3408324,0.26391384,0.40741962,0.50916296,0.34207222,1.0108056,1.2946047,1.0095806,0.6131923,0.2005232,1
TCGA-A1-A0SQ-01,-1.2906799,0.77317405,-0.14194883,0.032260545,0.53049695,-1.5376956,0.45390147,-0.13794121,0.4006842,-0.04014778,-1.741311,-0.21215612,-0.26692852,-0.46376604,-1.0927194,0.75018877,-1.7879983,0.06877922,-0.8135847,2.4392397,2.0387552,0.18176353,-0.2163488,0.024946906,-0.3446801,-1.4606936,-1.1137186,1.0262165,0.38330695,-0.32272372,-1.8314477,-0.45698327,1
TCGA-A2-A04N-01,0.011623513,-1.0242623,0.22287911,-0.252641,-0.536987,-0.27779153,0.78640705,1.2052945,1.2657801,0.51806355,-0.6376658,1.2393222,-0.5101585,1.6287041,0.012159482,1.1883427,0.83368164,0.3520078,-0.059058867,0.52283895,0.8126542,1.3784232,0.415733,1.1750901,-0.15743436,0.27541915,1.494396,-1.2462116,-1.5399944,-0.8001209,1.781692,1.7429947,0
TCGA-A2-A04P-01,1.0105891,0.2728311,0.81271446,0.18413903,0.7078806,1.3994884,-2.1118612,-0.28916317,0.56228375,1.5498059,0.83776015,0.4797573,0.4584507,0.64288414,-0.18282816,-0.3436089,0.8433898,-0.39267433,0.5360436,0.036240928,-4.0586143,-1.8939342,-1.0883389,-0.9319696,-1.7001964,-0.87387353,0.5504206,0.4755314,-0.30447045,2.2407877,0.30948207,1.1303197,1
TCGA-A2-A04Q-01,-0.7762022,0.04873256,-0.2984699,-1.583618,-1.3732027,0.681445,0.37617287,-1.1708333,0.43840867,-0.66818035,0.80938566,0.6793304,1.2848591,-0.7545127,-0.482559,-0.7563371,0.9618504,0.59630513,-1.3585844,0.2032515,-0.42407066,0.46892223,0.08759534,0.6181667,0.92792743,0.14377631,1.3520166,-1.543857,-0.42016926,-0.5970747,0.74596155,0.34549478,0
TCGA-A2-A04R-01,-1.0983037,0.8438404,1.7486824,0.8245237,-0.5837408,-0.03716767,-0.8310966,-0.21829526,1.2020549,-0.6646467,-0.9606839,0.7770593,1.3778523,-0.61057955,-0.008997799,0.38898993,-1.1896145,-0.2707597,-1.1771059,-1.1422876,1.7062683,1.6270975,0.06332662,-0.63435566,0.51461935,2.1180341,0.33487737,-0.868411,-1.5629286,0.82377875,1.9830005,-1.2059854,0
TCGA-A2-A04T-01,1.027747,1.8744118,1.1422292,0.48142684,-1.6226373,0.20526603,0.2335488,2.2840319,-0.64327693,-0.08578243,-1.6547681,-0.22596794,-0.31392655,-2.5884547,0.76428765,-1.2932848,0.68020684,0.31676614,0.73631585,-0.68794626,1.1264105,1.5106349,0.22715005,-0.40863556,-0.2853231,0.008481331,1.2467315,-0.013916047,2.978873,-0.12993942,-1.1262584,-0.77480155,0
TCGA-A2-A04U-01,1.1621518,0.5897038,1.1498529,1.1143376,1.226238,1.1661419,0.7766691,-0.042239573,-0.48977962,0.5297787,0.415045,0.75091255,-0.9780494,-0.24374007,0.19932795,0.6266065,-0.86870164,0.33197516,-0.33221042,0.63725877,1.289609,0.22356029,-0.5243894,0.18085681,-0.36799285,-2.6204073,1.7263979,-0.29082173,-0.37918466,-0.95364755,2.1777723,0.44206327,0
TCGA-A2-A04V-01,0.458892,1.8004445,-1.1117681,-1.170527,-1.3545141,-0.62206745,-0.6099601,2.3827631,-0.7092699,-0.569679,-0.17185257,-0.20467164,-0.7205925,0.8471235,-0.63822764,-0.62663555,-0.70800453,0.20864943,-2.2988899,-0.9174808,-0.19546162,-0.90277183,-0.6267968,-1.1384034,-0.22530068,-0.6783289,-2.137193,-0.04113747,-0.11657491,-0.32875416,0.71153855,-1.6285653,0
TCGA-A2-A04W-01,-1.1773475,-0.08665566,0.60991585,-0.097476624,-0.7153853,1.2600764,0.5216542,-1.7025672,1.7136004,-1.126423,-0.10025846,0.9547826,-0.020083418,-0.50881976,-1.8548719,-0.14393024,-1.3656511,-0.26170558,-1.4818854,-1.0843503,0.5969928,-1.2211729,0.06628401,-0.17138265,-0.078190126,0.2851477,0.40396976,-0.9453963,0.45318234,1.8549852,0.3754397,1.8295963,0
TCGA-A2-A04X-01,1.4118729,0.24522156,-0.1995401,-1.1462281,0.49416426,1.5283962,0.4494724,-0.261741,-1.5204167,1.2076365,-0.834004,-2.7117057,-0.430603,0.065120414,0.23578852,-1.057439,0.6437039,0.28651014,0.15768012,-0.9481369,1.496898,-0.5703866,-1.3140486,-1.033834,0.50634634,-0.9310815,0.43755025,0.8472331,-0.058837008,-0.6208062,0.108168416,-0.9730311,1
TCGA-A2-A04Y-01,-0.18997946,0.48794103,-0.47671112,0.51368564,-0.3196845,-2.7709658,-0.4495132,2.2019129,-2.0612068,1.0142874,0.19660012,0.76267797,0.3832925,2.1042612,-0.08376355,0.75806135,-0.16795737,-0.25066027,0.73448473,0.7070482,-0.3787372,-1.0305984,0.15369354,-0.5986086,1.2998521,0.6199799,1.0986809,-2.1836517,1.0245297,-1.2010969,-0.06410481,0.26603547,1
TCGA-A2-A0CK-01,1.1536677,-0.30749288,0.32022935,-0.9562425,-1.1074528,0.14295597,-1.5550284,0.9462606,-0.42675337,-1.3671205,-0.56224865,1.5959994,-0.9734899,-0.37703234,-0.47107464,1.5638292,0.21988627,-1.1531975,-0.4935819,0.2052182,-0.62128145,-0.05557808,-0.59803545,-1.3392868,0.63522714,-0.18517447,-0.77790844,0.06063334,-0.6109541,0.90088797,0.15696967,2.4845076,0
TCGA-A2-A0CL-01,-1.076671,-0.64601237,-0.7364564,-0.40929365,-1.3956162,0.2972261,-1.8389808,0.67869467,1.9360268,-0.56370234,0.47450712,-0.920825,-0.6398343,0.7926005,-2.1019049,1.0388117,-0.13384241,-0.38551062,1.0741795,1.3053864,1.8698568,-0.022895703,0.46454465,1.0414219,0.35070696,-0.39719245,1.3783191,1.8731195,0.56864417,-0.02962906,2.1136236,0.25380394,0
TCGA-A2-A0CM-01,0.20648292,-0.54132575,0.16753243,-1.4122307,1.5542477,1.2449216,1.5116668,0.3913819,0.47368556,0.3959673,-1.1874353,-0.568395,0.0630681,-1.123979,-0.4756828,-1.5213858,0.81944716,-1.2121605,-0.5698983,-0.5138174,-1.9681158,-1.1099792,-0.28442565,-0.3622106,-2.1092012,-1.2505655,1.2304921,-0.96316546,1.2318219,-0.28288043,0.28850102,-0.34299627,1
TCGA-A2-A0CO-01,1.2736514,-0.31127924,-0.29563186,1.5713944,-0.5914772,1.556672,-0.58103335,-1.3666068,0.06561949,-0.373151,-1.1179324,0.16444424,-0.92730576,0.30233264,0.1635186,-1.637921,1.4635204,0.6126981,-1.6444669,-0.034479566,-0.6006849,-0.006747732,0.77855426,0.16205831,1.6698167,2.37461,-1.0776649,0.49853855,-0.04936682,0.4997868,-0.08371414,0.3848991,0
TCGA-A2-A0CP-01,0.27128488,0.17857619,-0.88000053,-1.285768,-1.0899934,0.7276807,0.8737409,-0.666074,1.72771,1.5594113,0.3017233,0.55755913,-0.4824562,0.8909715,0.9055121,-1.0553868,0.8409329,-1.0100822,0.78302026,-0.068133354,-1.4022676,-1.483279,0.98758394,0.75219893,0.7991636,0.7881066,-0.9911344,1.1785873,-1.043915,-1.9915712,-0.99418217,0.25575837,0
TCGA-A2-A0CQ-01,-1.1905974,-1.0620271,0.2908584,-0.911579,-1.0181749,0.07232497,0.035523567,0.21069084,-0.27043027,-1.6108476,0.46052825,0.66531754,0.10053557,-0.55216616,-2.1385694,-0.32720676,-0.878385,0.7968442,-0.44037363,0.043265935,0.18074752,0.4044528,0.6236325,1.2602568,0.49757546,0.08161976,-0.64227635,1.7964144,-0.3009225,2.4754825,-1.1750976,-0.52684045,0
TCGA-A2-A0CR-01,0.78074265,-1.2869785,-2.8243072,-1.5577995,0.54259616,-1.8726757,-0.076244116,0.007963442,1.2390622,0.07593001,-0.48706093,1.0747402,-0.97993684,2.1208947,-0.6977341,-0.86704,1.783086,0.18394803,0.33117494,0.16229942,-2.0947518,2.2943277,0.53130734,2.1326165,1.0123044,-0.48768875,0.38658157,-1.1842642,-0.40172306,-0.010908407,-1.6234523,0.16012928,0
TCGA-A2-A0CS-01,0.529875,1.4330976,-1.1611595,-1.6711679,-1.9535079,-1.6746159,-1.5235482,-1.7506641,0.5433912,0.06031643,-0.16926114,-0.18541361,-0.8813913,0.60858274,-0.6115364,-0.06514769,0.4452567,-0.8333469,0.088537335,1.1641077,0.79068923,-0.17443305,-0.16291188,2.2791383,-2.1584601,1.7689762,-0.93702406,0.797987,-0.03494408,0.16858307,0.41854206,-0.6425165,0
TCGA-A2-A0CT-01,-1.6801764,0.6859533,0.6483966,0.15102395,-1.6325228,-1.4804732,-0.7239458,-0.56290156,0.8556238,0.52518904,0.39492184,-0.10565789,0.10837997,0.6449492,0.6013875,-0.4772167,-1.2967268,-0.37895516,-0.07476693,-0.22560033,-0.95194113,-0.33130893,-1.6539536,0.17945483,1.7068871,0.18300533,-0.81697303,-1.7709292,0.21866134,0.5189769,-0.72350943,-1.8776337,0
TCGA-A2-A0CU-01,0.8064774,-0.58019084,0.15932167,1.7771918,0.24681565,0.19788116,-0.39495498,0.13762163,-1.0861791,0.7844307,-0.057622753,-0.8086347,-0.88100845,-2.000412,0.08154749,-0.18432714,1.8753388,-1.0150871,1.0654624,-0.7400192,2.7778397,-0.8969608,1.3068616,1.7211546,-0.92143655,-0.19491751,0.590348,-1.2793932,-0.3163389,0.20344572,-1.790119,-0.57891315,1
TCGA-A2-A0CV-01,1.4260772,-0.09847431,0.292505,1.228996,0.70929956,0.22161135,0.7577589,0.43930474,0.0015975285,0.20816447,0.5325239,-0.16838251,-1.9172071,-1.0442156,-1.4944618,0.6553699,0.081781626,0.743572,-0.024829142,-1.963796,0.7485112,-1.4271531,0.45526078,1.2714044,-0.7870306,-0.47063938,-0.78990126,0.62512076,-0.6421406,0.64918286,0.52193666,1.0531143,0
TCGA-A2-A0CW-01,-0.040088695,0.8064652,0.97258586,-2.246428,-1.0806471,1.1565549,1.1778531,0.30409265,-2.166393,1.1929204,1.125641,0.5043415,-0.6688998,0.03503145,0.048975833,0.31180748,-0.60661656,1.254901,0.47602648,-0.4260754,-0.09366213,0.77971405,-1.8714131,1.6507344,-0.020695977,0.62178224,0.027880806,-0.49128038,-0.2574614,-1.059894,-0.6493142,0.8584717,0
TCGA-A2-A0CX-01,-0.8446773,-1.0438764,-0.89823,-0.5505212,-0.4582611,-0.38688457,-0.78060234,1.0456612,-0.82781583,-0.49410224,-1.5434376,-2.256085,0.62000376,0.024496425,0.3100981,0.08272688,-0.39475098,0.0852138,0.2129174,-0.90392584,-0.22457156,0.91541123,0.8506531,-0.011799096,-0.9642127,0.27819633,0.15998888,0.5633845,0.34694564,-1.0764617,0.20519254,-0.20395657,1
TCGA-A2-A0CY-01,-0.014651918,-0.06343438,0.86067,-0.44507578,0.09001952,0.50481665,-1.4577128,-0.23762201,1.608019,0.9181823,1.14642,-0.82745546,0.67888415,1.28602,0.40104368,0.19094357,0.6997223,-0.12031185,1.5522915,0.005495849,0.16036892,-0.16222076,0.6922936,-0.999022,-0.082065314,0.66718847,-0.67920375,0.6544849,0.3209501,-2.0347793,0.27538222,0.28015885,1
TCGA-A2-A0CZ-01,-0.28633785,0.78414035,0.89073247,-0.5281661,0.19395714,-0.7097169,-0.1655551,1.2182682,0.07067716,-0.022499692,-0.2827059,-1.5438777,-1.3618832,0.7214314,0.69332886,-0.4543286,-0.6473904,-0.53662556,0.42422312,0.995984,1.442073,0.80290866,0.30461782,0.21933696,-0.9427164,0.5594734,1.2764002,0.140424,-1.1894499,0.1845238,0.22953528,0.76583827,1
TCGA-A2-A0D0-01,0.9999228,-2.4039242,0.27168295,-0.42492715,-0.37320268,1.1393849,-2.8421876,1.4792408,-0.84548575,0.73514915,0.35290277,-0.6892227,-0.36855584,-0.946943,0.14172128,1.1454651,-1.7056891,-0.6731045,0.16769019,-1.0649915,-3.4332194,-0.949207,-0.89736843,0.6189782,0.7106695,-1.6711028,-0.21909189,-1.4709228,0.34444422,1.3854212,-0.6538057,0.6627347,0
TCGA-A2-A0D1-01,-1.2583786,-0.46707666,-1.5681227,0.86446995,-0.17057838,0.14579082,-0.29268122,0.24439357,-1.1290778,-1.451044,1.4368551,-1.3404021,-0.21385136,-0.69086236,-0.5965234,0.77819645,2.6580992,-0.3713282,-0.4859183,2.4775238,0.5657634,0.72994274,0.655608,-0.31830388,-0.5856814,-1.4644184,0.9510877,-0.8256383,0.9807703,-0.014298433,-0.36391845,1.491974,1
TCGA-A2-A0D2-01,-0.66291654,0.7242713,1.0790026,-0.56000876,0.25738215,1.9370881,-2.0684855,0.60134155,0.019349193,-1.3188856,0.57907444,0.46916136,0.15376686,-0.19209187,0.048404604,0.40951353,1.2813798,-0.79431957,0.4090835,1.189814,0.5081063,-0.92300117,0.6187493,0.8445462,-0.019529095,0.8721346,-0.09207739,0.3130506,-0.50445503,0.33066326,0.8649409,0.34186423,1
TCGA-A2-A0D3-01,0.046537142,0.17974274,-0.5085613,-0.22527328,-1.2602675,-0.970991,0.47102785,-1.2503293,1.1354367,0.6734295,-0.6846227,-1.7280486,-0.37971345,-0.92043376,-0.18446761,0.9869405,-0.15003389,-0.0845598,1.6631061,0.3677491,-0.53176624,0.6041428,-0.46846443,-0.16782242,-0.5686224,0.20024481,0.32906514,0.2676557,-1.5729414,0.29067346,-0.33097214,0.03692564,0
TCGA-A2-A0D4-01,-1.117008,0.32612693,3.0432956,0.4776022,0.4924188,0.26612937,1.4914078,-1.4640669,0.0409671,0.8304619,1.511697,-0.09073464,0.41056505,0.75796765,0.384361,0.0830819,1.2722762,-0.39326772,0.26202914,1.3801728,0.23264444,-0.5082589,-1.9106072,0.21579674,0.37866238,-2.1187599,1.6177089,0.019786198,0.33192852,0.33777973,0.104571715,-0.38233012,1
TCGA-A2-A0EM-01,0.95782995,-0.41037473,-0.5029681,-0.7555135,1.7843113,-0.9200843,-0.39930037,0.6402809,-0.65797204,1.1562605,0.72975796,-0.41146982,-0.8132859,-0.9296333,0.8140661,0.5244705,1.3812268,0.5871111,0.4833819,-0.5945047,-1.1396999,0.521174,0.6217818,-0.09700853,-0.15985551,0.095291756,0.5345669,-0.8959523,-1.6747137,-0.87743443,-1.5427934,-0.7796111,0
TCGA-A2-A0EN-01,0.15404385,0.5412403,-0.28988117,-0.18786654,-0.42295417,-1.0012232,-0.9787264,-1.3107035,0.7184098,0.925448,1.3765072,1.0344551,0.8074873,1.077761,0.017553417,-0.6425127,0.9971586,-0.029742772,-0.55313116,0.08185409,1.3287157,-0.42632285,-1.321791,0.6555595,0.26124784,-0.6140942,0.3163546,-0.8048265,1.8479338,0.96593076,-1.0575055,0.3178864,0
TCGA-A2-A0EO-01,-0.20022766,-0.89528483,0.9663016,0.67989624,0.18450828,1.3195632,-1.8222848,-0.1445725,0.06059932,0.07808285,0.5035338,-0.8016765,-0.67777604,1.0277493,-0.62821364,-1.0052767,-0.869061,-1.2596104,0.92189735,-2.5455654,0.47717288,-1.4750187,0.13693163,-0.21029836,1.1616263,-0.5217383,0.15239835,1.0937489,-0.060698118,0.64929825,-0.056701887,-0.7776218,0
TCGA-A2-A0EP-01,-0.005727984,-0.6291143,-1.3317721,-1.2053953,-0.33905503,0.7786132,-0.9574918,-1.2469387,0.7010108,-0.35191703,0.7136213,-0.74506927,0.8286789,1.7790701,-0.46259525,0.89054173,1.7259796,1.6725439,-0.6322917,1.4388288,-0.35970783,0.10375012,1.3570907,-0.5612339,-0.88593715,-0.47909364,0.041806854,0.67819214,-0.44881052,1.5138689,0.7028632,1.1093453,0
TCGA-A2-A0EQ-01,0.53921413,0.72023195,0.39063987,-0.8323686,1.2427413,-1.1039331,-1.4173889,0.4808909,0.16825853,1.6380153,-0.99895585,1.4715488,-0.5172875,-0.36483312,-0.7494561,-2.1063735,-0.7577124,0.69007826,1.4807206,-0.7808926,-1.6454464,0.5782626,0.19157575,0.071488485,-0.5284095,0.5111544,1.1061891,-1.6126969,0.3788083,0.61239624,0.13711701,-0.7623546,0
TCGA-A2-A0ER-01,-1.014698,-1.2464464,1.4502941,0.29579517,1.6408501,-0.6893298,0.08155786,-0.6003281,0.04162422,-0.29885054,0.18134727,0.054962937,0.7036907,0.6398999,-1.3665437,-1.1793091,1.3353417,-2.111964,-0.26679888,-0.510083,0.1744947,-1.27449,-0.8905744,1.6783634,1.997847,0.16350168,-1.3149033,-0.35924453,-0.12197517,2.1663396,-0.21604739,-1.4274905,0
TCGA-A2-A0ES-01,0.6714441,-0.8253686,0.47585192,-0.9588211,0.545772,1.6631585,1.8367635,-1.6675992,-0.014799921,0.4730441,-0.5995227,0.46939182,0.64919335,1.2297162,-0.88322556,0.021764776,-0.344793,1.0567875,-1.0234131,0.014203703,0.7695551,-0.3287344,-0.07309276,-0.764958,-0.4560923,-0.42526257,-1.4311874,-1.8022137,-0.48460382,-1.1574298,-0.32087177,-0.9706217,0
TCGA-A2-A0ET-01,1.8407618,1.3467275,-0.35806343,0.33940813,-0.47433734,-1.1073399,0.2865086,-0.99450845,0.99539804,-0.4811352,-1.1022184,1.1116799,-0.85208756,-0.5396437,0.44222263,0.74156773,0.7456484,0.09419112,0.50388676,0.8706309,-2.2017334,-0.3957432,0.6403412,1.1285598,-0.109418474,0.074962236,-0.18520749,-0.2267705,-1.2072474,0.48498732,-2.131898,0.7034677,1
TCGA-A2-A0EU-01,-0.14512552,-1.1756645,-1.1075039,-1.3931259,-0.1574381,1.5098817,0.012028545,0.46631792,-0.59844595,1.41139,-1.3363467,-0.9610671,0.54552037,-0.3521452,0.20087671,0.14139827,2.0134537,-2.2251008,-0.7865308,0.04992304,-0.43585968,-0.66845095,-0.18384433,0.22642633,-0.12923516,2.5629485,0.04571213,0.60313874,-1.6781029,0.14197797,0.08940418,-0.24921758,1
