submitter_id.samples,mrna_vae_1,mrna_vae_2,mrna_vae_3,mrna_vae_4,mrna_vae_5,mrna_vae_6,mrna_vae_7,mrna_vae_8,mrna_vae_9,mrna_vae_10,mrna_vae_11,mrna_vae_12,mrna_vae_13,mrna_vae_14,mrna_vae_15,mrna_vae_16,mrna_vae_17,mrna_vae_18,mrna_vae_19,mrna_vae_20,mrna_vae_21,mrna_vae_22,mrna_vae_23,mrna_vae_24,mrna_vae_25,mrna_vae_26,mrna_vae_27,mrna_vae_28,mrna_vae_29,mrna_vae_30,mrna_vae_31,mrna_vae_32,label_mrna
TCGA-A8-A09B-01,-0.122325756,-0.13588883,1.3857472,0.8795503,0.27793115,0.04972464,0.26251748,-0.8846169,-1.243311,-0.6678507,-0.7887844,0.57339776,-0.07474146,-0.1113005,0.33814788,-0.16789044,1.4925362,-1.0166583,1.2036968,1.10507,1.0905012,0.15108702,0.47459042,0.28922105,-2.1044297,-0.7754527,-0.4418138,-1.0999335,1.5171266,0.38966778,-0.33711642,-0.826932,1
TCGA-A8-A09C-01,0.6624804,-1.5315801,1.0672328,-0.01853096,0.76008314,-1.5270414,0.16909385,-3.3320622,0.23855653,1.7460546,-1.2107911,-0.3197471,-0.5292361,0.88430935,0.385762,-0.54902595,-0.028493486,0.85315967,0.12773122,0.21479926,1.4620571,0.70501417,-0.8384024,1.0989764,-0.44719547,2.4573367,-2.417517,-1.141806,0.3194529,1.1252927,-0.9270444,0.4602305,1
TCGA-A8-A09D-01,-0.6341169,-2.4508934,-0.21485902,-0.5522429,-1.5257392,-0.9485563,0.38434157,-2.0065835,2.1692288,-0.29685736,-1.2176337,-0.40561682,0.8328193,-0.4978565,-0.8726452,-0.14725222,0.7424049,-0.2878293,0.47794253,-0.915506,-0.2551872,-0.324427,-0.02654139,0.17510253,-0.1828495,0.6373162,1.7032939,0.26034537,-0.90481347,0.098501384,0.4001775,-1.7089776,1
TCGA-A8-A09E-01,-0.32982457,-0.43934986,-0.63195205,0.66113603,-0.77517563,0.6760593,0.4103059,0.29128796,1.6243659,1.3369814,-1.1065565,-1.1198812,-2.6823916,0.15227455,-1.7046913,0.14750233,-0.22181046,0.3215081,0.993732,-1.4785335,1.6491274,-0.009230744,-0.24655244,0.46547738,-0.32477894,-1.1626393,0.032536585,1.2930342,-0.7022919,-0.6681931,-0.5096246,-0.15236978,1
TCGA-A8-A09G-01,0.7247001,-0.91762495,0.9085749,2.2680697,0.21592824,0.8884176,-0.81269336,-0.9343772,-1.0235088,-2.2324705,-1.4313936,-1.3339531,0.75701267,-2.1438007,0.41318035,0.28444895,-0.5132614,-0.6882673,-0.31082153,-0.5542733,-0.45746666,-0.5687743,2.3604448,0.097181946,0.26311025,-1.2645327,-0.637372,-0.15927315,0.9386204,-0.08667326,1.2045116,0.11347442,1
TCGA-A8-A09I-01,0.33249938,1.3558129,1.5827745,-0.64894867,0.9557843,0.79241645,-0.87273145,1.0565419,-0.64213115,0.6030878,0.5412719,0.19551603,-1.8383319,-0.66291595,0.3725633,1.0735354,-1.5523691,-0.13792837,-0.27302277,0.55203176,1.2257642,-0.05143886,1.4831688,-2.0047567,-0.83597577,1.4773854,-1.7106811,-0.33661443,0.5914514,0.36023977,-0.7477008,-0.49525702,1
TCGA-A8-A09K-01,1.7822617,-0.09587552,-1.3086523,-0.08589346,-0.82336354,0.56496197,0.5275368,1.2053461,-0.48981127,1.3656912,-1.3778973,0.46502173,-0.60435605,-1.1184047,-0.14628568,0.1409838,-0.7399979,2.4140172,0.6211817,0.9800743,-0.092135936,-0.79819536,-0.45999435,0.8304389,-0.9514608,-0.33275387,-1.4174722,0.25354028,0.6251705,0.47943655,-0.6616824,-0.5371052,1
TCGA-A8-A09M-01,0.15541549,0.7090105,1.4501698,1.3842416,-1.214662,0.50847924,0.1898537,-1.1203398,1.1248183,0.3748658,0.72088766,1.9996264,-0.31140795,-0.41385806,-0.609882,0.5685175,1.4694046,0.51201445,1.0341401,-1.6474719,1.3400203,0.4782192,-1.3811171,1.3440647,-0.393978,0.43907556,0.8822069,-1.21849,-0.6412094,2.2254717,-0.42281413,1.052312,1
TCGA-A8-A09N-01,-1.1500559,0.35113734,-0.6457121,1.2137102,0.71934706,-1.629398,0.035992347,-0.065333225,-0.061730243,-0.24354325,-1.0824434,1.2132086,0.07145212,0.41749316,0.18519466,0.79406834,0.5234489,-1.4581198,-0.13945127,0.5586102,-1.1200196,0.87983865,0.4490456,0.0879862,1.4094857,-0.70692396,0.86352324,-0.8185391,1.2481289,-1.1306577,-2.3986814,2.024578,1
TCGA-A8-A09Q-01,0.21888061,-0.038922384,-1.2697194,-0.0023257057,1.663421,-0.28763416,-0.48542336,-0.0052593946,-1.4610659,0.6587989,-0.89182836,0.8698779,-0.62143064,-1.2611136,0.468347,-0.0010719309,0.6942196,-1.545264,-1.057467,-0.719795,0.67256665,-0.5938827,1.3383375,-0.7781019,-1.1977723,0.87117416,-1.2850862,1.7165513,0.18165246,0.64218086,-1.9016439,0.46203738,1
TCGA-A8-A09R-01,-0.54899496,-0.2621093,0.4357934,-1.4617844,0.31523857,-0.102788135,-0.033266705,0.5387588,0.5579832,-2.0508106,-2.2501857,1.3781178,-1.6550096,-0.87429774,0.38069725,1.7480029,-1.5305561,-0.23296212,0.100287,0.67260396,-0.24291842,0.17616352,-1.0142307,-1.7304972,1.6291434,-0.3670343,0.22207198,1.0594002,1.1830088,0.072482616,1.2427619,-1.4341162,1
TCGA-A8-A09T-01,0.12531516,-0.030896489,1.1705595,-1.0305966,0.3034115,0.4995318,-0.056842264,-0.29047155,0.072253615,-0.36684886,0.36841467,1.4892026,-0.38459542,-0.52111167,0.38681912,-1.5673885,0.13741516,1.0444459,0.98074496,1.2333788,-1.6133902,-1.0904453,0.35555485,-0.8346709,-0.55185103,-1.5037806,2.0796509,1.2191342,-1.3345966,-0.8581025,-0.18022025,0.7604346,1
TCGA-A8-A09V-01,2.1303475,0.45798278,0.89158416,-1.0335506,-0.95034355,0.27764136,-0.30652657,-0.81120634,-0.29322225,0.5991635,1.3125107,0.14279304,-0.29780412,-0.81277317,-0.1890158,1.0848222,0.23886636,-0.1510367,0.3015678,-1.2153938,-0.57611704,-2.359699,0.027401056,-0.59145296,-0.35852066,-0.19433495,0.9757893,1.408854,0.06424286,-1.531162,0.6934587,-0.5108893,1
TCGA-A8-A09W-01,0.71532637,0.700845,-1.7574384,1.8295262,0.050937355,-0.78540385,-1.5894513,-0.43386206,0.5169837,-1.0038675,-0.5983706,-0.0033485042,0.031040939,-0.3982126,-1.3918107,1.1159773,-0.2337936,0.4997269,-0.17807816,2.0207496,0.062462684,-0.0020795297,-0.24018878,-0.4921665,0.14467359,-0.7229755,0.11861882,0.42378086,0.22645532,2.192222,0.14730434,0.4155464,1
TCGA-A8-A09X-01,-0.16830009,-0.3896009,0.107062906,-0.76518446,0.83585495,1.2478795,0.7571439,1.7311269,0.28881422,0.55325365,-0.45990318,1.0884941,0.09755866,-0.7448695,-0.12879932,-1.1481161,-1.8639528,0.8845993,-0.83477175,-1.563506,-1.0547951,0.3690327,0.37597162,-1.2123891,1.7312679,-1.3990009,2.027612,-0.12037149,-1.6880476,-1.3820361,0.18302736,0.52411336,1
TCGA-A8-A09Z-01,0.373751,-0.67708844,-0.27083322,-0.37884793,0.52238905,0.2571478,-1.0946901,0.9720657,0.4497478,-0.09054002,0.011885654,0.3331603,-1.1035609,0.28337538,-1.29529,-0.82799137,0.24369432,0.5359966,-0.26811594,1.1166238,0.014276193,-0.27048752,-1.32825,-1.9792948,1.6086419,0.7955395,-0.3515394,-0.22340713,0.5483788,-0.73033583,-0.28916463,1.0929297,1
TCGA-A8-A0A1-01,-0.38236296,-0.7035262,1.5157099,-0.15561461,0.34151375,0.24145696,-0.116125844,0.3347281,1.3542451,0.20391828,-0.5929409,0.3493981,0.086244576,0.31161427,1.1507186,-0.15753713,0.92841583,0.6599087,1.8334161,1.2564064,0.8620793,-1.8007514,1.0371283,-0.10679311,0.8289296,-0.27268842,-1.0806152,0.0854885,-0.22756445,-0.8080873,-0.7087665,0.47943595,1
TCGA-A8-A0A2-01,0.48472798,0.04078839,0.11815723,-0.90350586,-0.23734392,0.07464714,0.6340513,0.9881154,1.3580658,-1.6354069,0.77234894,1.1910038,1.0544223,-0.57242,1.791766,-1.0557138,-1.4014407,-0.43904328,-1.1057113,-1.9190538,1.2306381,0.9787335,0.69834226,0.31348768,-2.5999415,-0.67186457,-1.4792799,1.6804245,-1.1495651,0.60361713,-0.18687904,2.122505,1
TCGA-A8-A0A4-01,-0.5736071,1.7455726,1.6035645,0.20569682,-0.850244,-0.32803553,-0.06576834,-1.2556981,-1.6293368,-1.230239,-0.4596614,0.040974572,-0.18774393,-3.096565,0.045615636,-1.2209922,0.21864781,-1.3272743,0.39538148,0.7495399,0.089225404,-0.48255676,-0.76677895,1.0206984,-0.5563369,-0.71496344,0.59195215,-1.8305299,-0.6395593,0.1773113,2.3320138,0.71317524,1
TCGA-A8-A0A6-01,0.29750392,-0.0862968,1.8232965,0.62758845,-1.0197917,-1.1951655,-0.44773024,-0.37875307,0.048438877,-1.5994754,0.031120423,0.56188244,0.16874792,0.5718181,0.24251817,0.7717034,1.6746399,-0.40103063,-1.747456,0.58567166,0.32589337,0.09420659,0.8817806,-1.3725108,2.3884199,-1.4691746,0.56675,0.85203034,-1.8000326,0.05143317,0.498706,-0.5515974,1
TCGA-A8-A0A7-01,0.69408244,-0.7739341,0.9318325,0.19028609,2.940259,-0.9035632,1.1544995,1.2951623,0.26996055,-0.64402205,-0.100948855,0.87118745,0.8865166,-0.7459319,2.322654,-2.1122339,-0.28158256,-0.59438956,-1.1864823,-0.62474877,-0.6474907,-1.3827066,-0.77185506,0.4401763,0.023481842,-0.15094143,0.46934474,0.26954985,0.6169657,-1.0667037,0.42909113,1.703137,1
TCGA-A8-A0A9-01,-0.0776071,0.2024775,0.21769615,-0.44561243,0.37849718,-0.026225565,-0.6538263,0.24359967,0.6636536,-1.0037916,-0.23602326,-0.26353967,0.52063715,0.03133835,0.07355294,1.8929898,0.9674413,0.056066494,-0.9865814,-0.5591326,0.45820114,-0.00905031,-0.71245295,1.7504178,0.6086845,2.4769483,-2.307974,1.0071713,1.0815763,-0.8971204,-1.3913617,0.5203252,1
TCGA-A8-A0AB-01,-0.07194225,-0.066231534,0.55237836,-0.14757107,1.4348971,1.5447444,0.42177972,-0.0005646455,-1.3691593,-0.86227244,1.1841435,0.6954658,-0.06314929,0.31412393,0.1449745,0.6100279,-0.6724828,1.1256288,-0.7588973,-1.5279133,1.8156694,-0.66550726,-0.48213,-0.9484922,-0.4229207,0.5879671,-0.8101896,0.79087996,0.22075772,0.55492604,1.2905052,-0.7619833,1
TCGA-A8-A0AD-01,0.37465638,1.9942871,-2.284484,-0.54683626,0.40619153,-0.8310539,-0.24437903,0.061889317,-0.23318456,1.1633706,1.1131538,-0.39949733,-0.31340063,-0.23501877,0.62038404,0.23474902,0.047342464,0.87275815,-0.51630867,-0.6934163,-0.8117487,-1.0535752,0.7648415,-0.33933148,-0.7107078,1.3719027,-1.3651979,1.1310698,-1.5820009,0.0038571912,-0.043381643,-1.206091,1
TCGA-AC-A23C-01,-0.5972579,-0.80641377,-0.12726481,-0.031144865,-0.20637561,-1.2029727,-1.6760252,-0.38872004,0.6115467,-0.6549137,0.25997803,-0.25180623,-0.32741794,1.8881179,0.4482051,1.0613499,-0.8234536,0.52213436,-1.0695453,0.52186376,-0.10778249,-0.43947044,-0.06593768,0.08843357,-0.12731768,0.34869257,1.0170163,-0.31328872,0.860217,0.7023647,1.1775224,0.14738768,1
TCGA-AC-A23E-01,-0.46148664,-0.67291874,-2.1259427,1.6169727,-0.23891743,-1.1790998,3.2143443,0.26639652,-0.9581736,-1.6641517,-0.043180674,2.6729794,-0.50692487,0.032058205,1.047156,0.15578955,0.23109758,1.2911041,-0.12319828,-0.41197905,-0.14209293,-0.6156831,1.701695,-1.5499002,0.33618295,0.3679462,0.9371502,0.5171926,0.24055602,-0.11047579,1.1896597,-0.8501462,1
TCGA-AC-A23G-01,0.5482107,1.6947615,-0.99243975,0.20835704,-0.25068697,-0.57742155,0.60020405,0.6686622,-0.4779306,-0.98977596,0.73352253,0.5591787,-0.4695617,0.8030287,1.4133878,-1.1426615,-1.1589981,-0.4206633,0.18784246,-2.109755,-0.5226802,0.95761067,-1.0907484,-0.0347641,0.24324608,0.23495966,0.4117954,-0.66103595,0.94043833,-0.46352506,0.79703146,-0.031585123,0
TCGA-AC-A23H-01,0.70218635,-0.108130485,1.032983,-1.5621667,-1.9241536,-1.1317163,-0.2794,0.33376372,0.16589966,-2.0308948,0.3885674,-0.21315818,2.394691,-0.29835594,0.16854455,-0.48378187,-0.5203532,-0.10134921,-0.32058334,-0.9037548,1.1027479,-1.4824044,-1.0503441,-0.12460096,1.0058453,0.70006967,0.15219426,-1.887998,0.1772599,0.018749904,-0.72645795,-2.950491,1
TCGA-AC-A23H-11,0.41220176,0.72604823,-1.1021787,0.35432038,-2.4391308,-0.7175888,-1.4317495,1.2230005,0.88357055,-0.09495779,-0.63957894,0.12697396,-1.6278996,1.2106326,-0.16479447,-1.0710487,-0.5973268,0.8130727,-0.03661313,-0.62292606,-0.4734634,0.28498897,0.34071165,1.3347944,-0.15606186,-0.15101139,2.4205787,0.8440682,-0.2735851,1.0779138,0.68814737,-0.022365501,1
TCGA-AC-A2B8-01,-0.43714312,-1.5649657,-0.112870626,0.47294998,-0.102805,-0.4028286,0.41250166,0.42498216,0.041831713,-0.70032686,0.47388119,0.53316885,0.038435344,1.7392374,1.1740931,0.8983618,1.3566658,2.128427,0.32964253,1.0014389,0.20149088,0.164742,0.25862667,0.47455192,0.03554339,-1.8555313,-0.118559726,-0.5692691,1.0302527,-0.12784979,0.07979071,-0.7881162,1
TCGA-AC-A2BK-01,-0.31938076,-1.2347642,-1.5747242,-1.3685746,-0.7331113,0.010587908,1.3325574,1.6128097,0.28974092,-0.19941992,0.74402267,0.7206643,1.14936,-0.2683798,0.848107,1.8356304,-0.45906574,0.8332143,-2.3095517,0.64409155,-0.48530665,0.89828867,-0.4439899,-0.13016324,-0.41848013,0.10283608,0.34510374,0.16251132,0.017270569,-0.56346524,-1.5016195,0.4450822,0
TCGA-AC-A2BM-01,-1.1209705,0.5782675,0.8284323,-0.42047113,1.0520657,-0.32194585,-0.58834195,1.486981,-1.3275285,0.6928243,0.45190656,1.1659083,-0.637939,-0.42191392,-0.43844125,2.5508778,-0.20396751,1.2813033,-1.8132362,0.20138906,-1.1980157,0.27180278,-0.72717714,-0.17760628,-1.0677587,0.2237662,0.5513511,-0.83094466,-0.55470675,-0.2548946,0.79862237,0.078602254,0
TCGA-AC-A2FB-01,1.060857,-0.5565704,0.9856525,-0.10352236,0.18661523,1.0950495,-0.20434463,1.1205747,0.6652582,0.9395782,-0.7490728,-0.9954028,0.44508994,-1.8882357,0.44319284,-0.4872841,-0.55715954,0.3102427,-0.684734,-1.1563823,-0.7323199,1.8071451,0.22564378,-0.4028843,-1.2689003,-0.76134557,-0.09590483,0.50275105,0.34245625,-1.2887377,-0.7526265,-1.7050601,1
TCGA-AC-A2FB-11,0.3801786,0.3970153,-0.8857276,0.15779255,0.9206265,-0.82398653,-0.19710726,0.50775915,0.32299784,0.6659311,-0.16458656,-0.37641072,1.592019,-0.6935105,0.20681146,0.64841044,-0.02424006,0.46894196,-0.3393309,-0.53863686,0.15590443,0.95552045,1.1532902,0.41579658,-0.94976795,-0.33847797,-0.80912185,0.075055346,-0.49781007,-0.86611944,0.84281564,1.6624737,1
TCGA-AC-A2FE-01,-0.24617353,1.4130065,-0.62737143,-0.5045639,1.0309771,0.21567982,1.7933017,0.7866239,-1.3726773,-1.2715039,2.1454651,0.83354545,0.5586015,2.1724377,-0.24292642,-0.7776662,0.089440286,-0.13656732,1.2123042,1.0449692,-1.3317473,-0.59143645,1.064905,0.78866065,0.2624413,-0.42335638,-0.9017192,-0.75889903,-0.532448,0.7034712,-0.48754185,-0.5189741,0
TCGA-AC-A2FF-01,-0.2839132,1.242852,0.6642529,-1.2730721,-0.50150454,0.35301134,-0.095614895,-0.4316527,-0.17934078,1.014272,-0.39181232,-1.5810703,-0.11913101,-0.5900818,-0.9534697,1.0570906,0.37117216,-0.6482506,-0.98348564,0.6297955,-1.5535719,-1.352294,0.021123745,0.5865936,-0.28479514,1.15538,1.003411,0.007925852,0.96075827,1.5829121,-0.96262515,0.4309949,0
TCGA-AC-A2FF-11,-1.1085002,-0.21817414,-0.42774737,-1.1910348,-0.6197835,-0.54505837,-0.5677864,-1.3654647,-0.29456693,0.85324657,1.681758,-1.029103,-0.68404824,-0.92637867,-0.67260593,0.065160446,1.2966621,-0.95881623,-2.5173275,-0.87557226,1.1099572,1.1883879,-0.87747985,0.91293985,-0.005644432,0.12678403,-0.47935438,-1.464651,0.07268746,-1.0327423,0.4267119,0.6134462,0
TCGA-AC-A2FG-01,-2.3846345,0.942075,-0.1723838,-1.4177862,-0.9235566,1.5653889,-1.541142,-0.18750148,-0.25441992,-0.7141742,1.200884,-0.68495554,0.90660495,-1.7397572,1.1608622,-0.16482562,-0.3809636,2.1843395,-1.693639,1.2781249,0.31273282,-0.5562091,0.914086,-0.02528279,0.11037432,-0.1368712,0.6880394,0.30387703,-0.034873255,-0.27271777,0.8291275,0.69588125,0
TCGA-AC-A2FK-01,0.3514577,-0.54814506,-1.4691277,-1.3566988,0.16077961,-0.5441399,-0.35741827,0.5362828,-1.0034307,-0.5478607,0.45925233,-0.17166406,-0.33349514,0.37943482,-1.1948851,-0.52880424,0.37290362,-1.2826746,1.3515453,0.8983714,-0.3173676,0.6200237,0.0019490814,-1.24309,0.5401677,0.07621382,0.845305,-1.3785884,-0.1975601,-0.41450587,0.104917526,-0.26715264,0
TCGA-AC-A2FM-01,0.51378495,-1.0983678,-0.02799199,-0.14916246,0.30584717,-0.8708772,1.4080706,1.0805013,0.62497103,0.021462005,0.13377103,0.8439016,-0.6160319,1.8585869,0.49199924,-0.90603477,0.9096997,-0.81692904,-0.1288262,0.21033013,-2.11968,-0.5045005,0.2178088,-0.37796792,0.75760746,0.90351516,-0.5773756,-1.0790442,-1.1480094,2.284594,-0.5348534,-1.1476792,1
TCGA-AC-A2FM-11,2.0195923,0.93739974,1.7836972,1.2034131,1.2670964,0.89230573,-0.37463108,-1.61154,1.7665647,1.1673435,-2.128077,0.3601406,-1.6202905,0.74896693,-0.9256107,0.81806797,-0.8993783,-0.8462054,0.38167387,-0.128017,0.75946295,-0.86536294,-0.19960146,-0.6415631,-1.5836222,0.7920111,0.4530279,0.9681158,-0.6895564,-1.6635821,0.11094451,2.158197,1
TCGA-AC-A2FO-01,0.6401207,0.6602726,2.155067,-0.38188264,1.1435407,-0.39377427,0.101902165,0.15571341,-1.1860754,1.3240608,2.142687,0.68671787,-0.8861407,-0.4283226,-2.5042202,-0.17391294,0.93272865,0.68640536,-0.15551558,-0.5023252,-0.43234476,0.4129752,-0.991483,-0.75432736,2.4130852,-0.83958095,-0.23636994,-1.3597703,-0.5465277,-0.22262195,-1.6188828,-1.3353679,0
TCGA-AC-A2QH-01,-0.1875446,0.20909517,1.0607743,-1.4157869,-0.5599538,2.1838162,-1.2637085,0.2583414,1.0287452,-0.21329203,0.63822335,-1.1309468,-0.6568393,-0.9745324,-0.31943437,0.2418973,1.5577697,-0.38409904,-0.6451728,0.13842654,-0.73419833,-0.12752719,-0.6778763,-1.8586316,-2.3546972,-1.2960796,-2.093794,0.6535463,-1.6091195,-1.2991973,-0.20699728,0.41735676,1
TCGA-AC-A2QI-01,-0.31821552,1.5235535,1.1865234,0.16971111,0.99451,1.2340097,1.7762903,1.1785811,-0.16074567,1.03259,1.3725036,0.7654216,1.0892006,0.7712352,1.3598424,1.4527338,-0.6747052,0.913158,1.7212745,0.1919543,0.7587505,0.5747895,-0.5979563,-0.62739515,0.4245386,0.6899879,0.44075683,1.8479415,0.50298166,0.13701464,1.4228148,-0.15610255,1
TCGA-AC-A2QJ-01,-1.1173561,0.52191657,0.77399355,2.1710014,-0.1434041,0.52340686,0.110226944,1.029662,0.63427484,0.3425783,0.33137146,-0.45202732,-0.61235315,1.0607163,1.7156818,0.23408732,1.8427898,-1.1043695,-0.25925002,0.9639743,0.70373076,-1.7430191,0.34515357,-0.58485234,0.7421976,-1.0918667,1.5843885,0.31056464,-0.23113638,0.0056670564,0.21456994,0.50155526,1
TCGA-AC-A3BB-01,-0.66132015,1.5934966,0.0918847,1.7107296,0.78701234,-0.02053517,-0.072688654,-0.32320032,-0.89605284,0.8455079,0.533947,-1.0142933,-1.3943514,1.1346908,1.9255099,0.51858026,1.0328848,-0.47024915,-1.0542701,-1.9080958,0.6321541,1.6388705,0.5170491,-1.7258016,-0.1626395,1.0773172,0.48477995,1.187332,-0.23808955,0.385039,-0.3826661,0.7676604,1
TCGA-AC-A3EH-01,0.04843579,0.6271103,-0.17185642,-1.4384972,1.7812877,-0.39572585,0.15726687,-1.1167047,-1.0228637,-1.0355468,0.34574497,0.7417815,-1.9422857,0.8452792,1.0409093,-0.010824988,-0.7459326,-2.6495407,-1.4857785,1.8533202,0.5389046,0.13942286,0.32006943,0.69662166,0.4062101,-0.036855835,-0.75420827,-0.022727044,-1.48954,-0.78534555,-0.45661446,-1.7234728,1
TCGA-AC-A3HN-01,-0.8921493,0.44292033,0.23806047,-1.8200997,1.2630973,-0.10370354,-0.58798945,0.29003048,-1.5151546,-0.80625457,0.25215125,-0.33353502,1.1029155,-0.1966637,0.95088303,0.42390355,0.3509253,0.98363477,-0.043731052,1.0215071,0.81302035,-0.04963691,-0.19727981,-0.3288467,1.2348304,1.1485988,0.5169082,0.74677914,1.8543634,-1.3756894,-0.036729086,0.051431082,1
TCGA-AC-A3OD-01,0.4807538,-1.0780768,-1.6957457,-1.5167887,-0.98366606,-0.45174494,-0.67966896,1.2463897,-0.9034875,-0.38339296,-0.67383134,-0.3781021,-0.5893904,-0.4447224,-0.23300056,-0.31228212,-0.69564426,-1.9655762,0.80337465,-0.20470862,-1.6851735,1.1044614,-1.8337606,-0.4101806,0.4841243,0.14023986,-0.29763007,-1.414351,-0.32260367,-0.72916466,-0.5040257,0.57332873,1
TCGA-AC-A3QP-01,-0.3107289,0.58968544,0.750445,-0.39069122,-1.7367145,-0.37903658,0.36282277,-0.45384273,-0.4413309,0.37862003,-0.20629223,0.9541988,-0.49978977,1.5436159,0.74146795,-1.1250243,-0.114038154,-0.3897217,-1.3108824,0.2827166,-0.37349424,-3.3826632,1.2064753,-0.3086464,-0.021831142,0.6278024,-1.5320681,1.2451582,-0.7154339,-0.7021885,0.2953368,-2.159189,1
TCGA-AC-A3QQ-01,-0.6616552,-0.1519025,0.1802938,0.4382736,0.13984261,1.0020418,-0.44076154,-0.28550145,2.182428,0.81136525,0.51801735,-0.065557525,0.42694104,0.1403647,-0.1382025,-0.9962279,0.1676515,-0.84861094,-0.5600408,-0.1401,0.9232015,-1.5277064,2.2481906,0.23034266,-1.4055221,-1.3521338,0.9176472,0.60237634,-0.25335482,-0.38058245,0.73352206,1.6331851,1
TCGA-AC-A3TM-01,0.40368477,-0.27584988,-0.12979986,-0.6386399,-1.6602947,-0.70204675,0.09834743,-0.6215967,-2.329813,0.3751399,-0.59717035,0.60309035,-1.3514535,0.123457,1.2595989,-0.49844867,0.5054189,1.2600731,-0.10571791,-0.52908784,0.492798,0.4463893,0.32213902,1.0975324,2.1860192,0.30804744,1.9674851,0.7802685,0.78772014,-0.02014399,0.69713104,2.1694162,1
TCGA-AC-A3TN-01,0.4917449,-1.2672418,-2.1088817,-0.9500913,0.7843781,-0.17037894,-0.75511736,-0.4890145,0.74128133,-2.3669758,0.4732533,0.52130634,-1.2055987,1.1343479,0.08477301,0.45638683,1.3493453,-1.4874771,-0.1983421,-1.7343243,-0.056882538,0.16431779,-0.027805664,1.4535575,0.006532182,-1.1143785,0.07725166,1.6454836,0.74979925,-0.50545913,2.8276925,0.8984417,1
TCGA-AC-A3W5-01,-0.12348291,1.6561897,-0.71231353,-0.20139965,-0.8728002,0.46459204,-0.52038795,-0.6970154,-1.0109011,0.32350582,1.358503,1.0805544,2.7710211,1.019045,0.2934298,1.1807705,0.9965996,2.5017126,-0.804076,0.74078393,0.17594704,1.3104072,0.66074187,1.1351938,-1.1044804,0.060664997,-0.17210463,1.8226486,0.8106702,-0.5654077,-0.2715402,1.3492125,1
TCGA-AC-A3W6-01,1.9188329,-0.66616404,1.1518149,1.3060905,-0.59893334,1.756501,-1.32036,0.3888069,-0.25175574,-0.1411811,0.3870074,2.5451448,-0.65163505,-0.4299819,0.32550037,-1.0493529,-0.9085202,-0.30161947,-0.28014016,-0.18281074,0.026757991,1.7179251,0.19780172,0.75827473,-0.4049187,0.48385787,-1.3889028,0.6893072,1.2171178,0.21893106,0.2592859,-0.6300824,1
TCGA-AC-A3W7-01,0.94101256,-0.5163331,-0.4132467,-0.14516333,0.38885316,-0.4694301,-0.9079683,-1.9460014,0.730053,-1.2205598,-0.92777383,-1.332967,1.5591363,-1.8236626,-0.08415389,0.6221006,0.1019293,-0.9025321,-0.737132,2.1715684,0.41447765,-0.14579974,0.4577001,-1.7894967,-2.2952518,0.6193577,0.59810823,0.86719936,0.52527803,-1.3071699,0.48473638,1.5734859,1
TCGA-AC-A3YI-01,-0.80359507,-0.508842,0.39365354,1.4206139,0.069426976,0.45882264,0.45771727,-0.22684267,1.6799681,-1.5365816,0.29190844,0.4315416,-2.4010842,-0.26201922,0.014071181,-3.277888,-1.980427,-0.7105338,0.94346124,-0.32819256,-0.044648636,-0.9551744,0.029342804,-1.1433408,-1.7285875,-0.6264592,0.35881132,1.2746409,-0.23275705,1.8930081,1.6353574,0.28854772,1
TCGA-AC-A3YJ-01,0.0687709,-0.43614262,-0.90182006,-1.1155899,-0.64824283,-0.62164134,-1.0471289,0.91406196,0.78406215,0.65246844,-0.30102676,-1.4655607,0.12539878,-0.40342468,-1.1877041,-0.2257729,-0.29513234,0.014929541,-1.6925635,-0.09716722,1.5861603,-0.95392936,-1.3309402,-0.28293467,-0.8236285,1.1701778,-0.53213036,0.14266479,1.6117706,1.1750561,-0.11108074,-0.79743767,1
TCGA-AC-A4ZE-01,0.09241598,0.6296585,0.3120614,0.8384986,-0.26364666,-0.44700155,-0.54104304,-0.7022218,0.8010406,-0.85893625,2.6660974,-0.66378975,0.3266576,0.28809297,2.2304516,-0.90564513,0.42996418,-0.2811072,0.8652831,-1.131507,-0.50364405,-0.48941788,-0.9499868,-0.7884766,0.33502796,0.9235816,0.8568881,0.16287409,-2.306075,0.0199278,0.09739375,-1.119251,1
TCGA-AC-A5EH-01,0.45370376,1.6273932,-0.21993864,-1.0254399,0.84845746,1.684172,0.01018374,-0.31071374,-0.98771024,-1.3088368,-0.20750432,0.49305972,0.20674215,1.1991916,-0.8559372,0.5840338,-0.8458522,1.1351533,2.5227504,0.026989052,-1.7728624,-0.77378094,0.9104335,0.33409023,-0.79249066,0.3171243,0.6042537,-0.30992246,0.1261424,-0.8424659,-0.09536955,-1.7621155,1
TCGA-AC-A5XS-01,-0.11992585,0.035532434,-0.655256,-0.7696873,-2.3786733,-0.8754202,-0.22724912,0.7631254,-2.005809,-0.6253775,-0.8693722,-1.112123,0.057764806,2.5894608,0.4492409,0.82408804,0.10762361,1.4736253,-1.5291475,0.31468758,-0.27163,0.23578736,0.34129092,1.0504335,-1.6537808,-0.81910074,-0.9477326,-0.17416565,-0.6283815,0.035169397,-0.43735993,0.6701035,1
