submitter_id.samples,cnv_vae_1,cnv_vae_2,cnv_vae_3,cnv_vae_4,cnv_vae_5,cnv_vae_6,cnv_vae_7,cnv_vae_8,cnv_vae_9,cnv_vae_10,cnv_vae_11,cnv_vae_12,cnv_vae_13,cnv_vae_14,cnv_vae_15,cnv_vae_16,cnv_vae_17,cnv_vae_18,cnv_vae_19,cnv_vae_20,cnv_vae_21,cnv_vae_22,cnv_vae_23,cnv_vae_24,cnv_vae_25,cnv_vae_26,cnv_vae_27,cnv_vae_28,cnv_vae_29,cnv_vae_30,cnv_vae_31,cnv_vae_32,label_cnv
TCGA-A8-A07U-01,1.8171415,-0.26365608,-1.9274368,-0.048616216,0.6540219,-1.0171431,-1.767046,1.2947475,-0.89540386,-0.5842573,1.6023062,0.95014614,-0.15090643,-0.24196102,-0.57156736,0.03306531,-1.2299352,-0.52364874,0.3137343,-1.7956306,-0.3034479,-0.8319302,3.333173,-2.5259576,1.294584,0.13146804,0.57916856,0.5828049,-0.73903877,-2.0746243,0.17377324,1.437924,1
TCGA-A8-A07W-01,-0.71343255,-0.44175637,-0.70266366,0.25038773,0.34589857,-0.07260356,-0.1544423,-0.676682,-0.06041706,-0.25341836,0.4302552,1.842421,-0.17327848,1.9025364,0.25522774,-1.0116106,0.09422174,0.48331845,-0.22492985,-0.07169078,1.3455855,1.2457473,-1.2034522,0.94292045,-0.056489233,1.9076308,1.4678507,0.781674,0.64221585,-1.8392607,-0.7372642,0.47360793,1
TCGA-A8-A07Z-01,1.2413554,1.1146815,-1.0633951,0.16504307,-0.5893638,-0.86496615,-0.35252196,0.1926541,0.7460247,0.41822445,-0.022368975,-0.16494118,-0.7445741,-0.7772899,1.4616175,2.1109328,0.81167156,1.8474973,-0.47871742,-0.115373485,-0.4136309,1.1297401,-0.5933093,1.3259456,-1.0560277,0.5774729,0.45593017,1.1949824,-0.44293275,0.67044914,-0.45025033,0.82789016,1
TCGA-A8-A081-01,0.75400496,-0.8209345,1.326942,-1.3838565,0.086465284,-0.08709246,0.5461468,-0.7569277,0.6766907,0.36067823,-0.47296134,-0.21078835,-2.0577943,-1.4574097,0.840865,0.33222488,0.2917557,-1.0902263,0.4909371,-1.3915113,0.13261001,1.5680889,-0.5462537,0.65084887,0.2315715,0.8373664,1.1684618,-1.4219301,0.19969702,-0.28058994,-1.5435454,0.50061697,1
TCGA-A8-A082-01,1.1079003,0.18922915,-0.11148909,-0.9516319,-0.88012123,-0.91230196,1.0097965,-1.1911266,0.39289284,-0.38201034,-0.3018653,-0.037740894,-0.65015656,0.19756395,0.38733065,0.7465079,-1.5890198,-0.61837137,1.3357301,1.2002739,-0.0012068115,-0.7614393,-1.5722823,0.15193546,0.0502809,0.48608664,0.11910671,0.142416,0.51607925,-1.156799,1.1534256,-0.8395107,1
TCGA-A8-A083-01,0.48730555,0.6686208,-0.39692172,-0.29840392,0.37046227,-0.23985882,-0.9610609,-0.21032922,-0.9547205,-2.7997983,1.5447116,0.3071739,-0.8078211,-1.5068892,-0.61673653,1.804541,-2.1931572,-0.28171867,-0.13517097,-0.6590375,-1.1581395,0.0065688207,-0.11629808,-1.4675848,-1.3309815,-0.38101465,-0.6261504,2.719699,0.51957506,0.41986397,0.83906114,1.5016605,1
TCGA-A8-A084-01,1.3974952,0.33663183,-2.3214684,-0.28509647,-0.54015213,-0.2234194,-1.3677199,1.5897291,1.5620934,-1.946279,1.0912023,2.5912986,-0.09047976,1.0933175,-0.5754272,-0.7842816,0.17223293,1.1683053,-0.60214084,-0.37767345,0.30042428,-0.3116217,0.2680897,-0.053267956,-0.6145116,0.75342363,-1.1554235,-0.34922588,0.5408958,0.47366297,0.08638272,0.528524,1
TCGA-A8-A085-01,0.34125352,1.1686491,-0.60201067,-0.63716364,-0.22549443,1.110938,0.71941024,0.5694701,0.035761304,0.33711568,-2.551244,-1.0597132,0.1490693,-0.76181245,1.0211678,-1.2732009,1.0046164,-0.92959523,0.72307014,-0.4373096,0.42266285,0.9105383,0.69779885,-1.3730726,2.9470725,1.8819039,0.5216222,-0.5396719,-0.27395028,-0.16482165,0.5560257,-0.32899418,1
TCGA-A8-A086-01,0.56748044,2.078088,0.112927034,1.285637,0.4953925,0.020041978,0.11717242,0.15115157,-1.2797446,-0.32789594,0.6033355,0.6678394,-0.9101618,-0.99825335,-0.3637688,-0.34323025,-0.7618385,1.0682502,-0.13458367,-0.53142107,-0.006788105,0.007065975,0.03154893,-1.3499753,-0.5400736,1.6102424,0.4908961,-0.17063937,-0.39755276,-0.5009333,1.7042863,1.6388239,1
TCGA-A8-A08A-01,-0.45020992,0.9287046,0.032878973,-0.14700082,-0.8494051,-1.9404298,-0.613596,1.3408444,0.98902404,-1.1146702,0.25541207,-0.97460943,-0.49816242,0.13545638,1.3903563,0.11914397,-0.28971082,-0.3286417,0.07198498,1.0279589,-0.15442854,-0.38848308,-1.2278795,-0.9470161,-0.0920646,-0.28527087,-0.020250738,-0.90144056,-0.3945758,-0.6477278,0.93496406,1.196813,1
TCGA-A8-A08B-01,-2.0786476,0.609247,1.4111944,0.4804768,0.35722208,0.48074028,-0.82966363,0.07261962,1.4340107,0.40108865,-1.4550188,1.2851493,-0.0043613594,-0.5565263,0.37043977,1.7786884,-1.9718127,1.5714953,0.017483085,-0.71793914,-1.3806254,0.7999603,-0.450182,-0.26296178,-0.13712363,-0.5778809,-1.1527317,1.1310256,0.49744615,-0.6822204,0.9091387,1.4289707,1
TCGA-A8-A08C-01,-0.015195698,-1.3226122,-0.6319061,0.2631513,0.091765046,1.0698622,1.1510221,1.129189,0.6268149,-0.7074568,-1.8852217,-0.8692529,-2.0709589,-1.066914,0.39687213,0.3312764,-0.84048635,0.63296044,0.44217512,-0.07479533,-0.25551444,0.41971108,0.06545,1.6002698,-1.278752,-1.0979414,-0.9660778,0.09449135,1.2442465,0.0916857,0.15247244,-0.40731508,1
TCGA-A8-A08F-01,0.73615664,0.04795617,0.8434909,-0.32453915,0.14747626,-0.18712683,-0.9298177,2.7045062,-1.6486989,2.6896105,-0.3145222,0.25496212,-1.4895796,-0.1277441,1.1653419,-0.29228467,0.11218053,-0.67746085,2.4817927,-0.70366144,-0.83789325,-0.118864805,0.44680923,-0.47649887,-0.59517986,0.37161326,1.7015806,0.07753054,0.937695,-1.8576993,1.3191271,-0.38351625,1
TCGA-A8-A08G-01,-0.074823484,-1.7289312,0.20911948,0.6049799,-0.8234777,0.6216888,-0.18373705,0.47057223,1.0047835,-1.6496261,-0.4548422,-1.7073714,0.70901793,-0.6403391,-0.043344587,-2.287175,-1.6631941,-1.9391983,0.5156891,0.7004891,-0.68544674,0.34115157,-1.1276643,1.0886075,1.9454932,0.7611795,0.7399257,1.1448642,0.9763901,-0.14797667,-0.7274964,1.4675756,1
TCGA-A8-A08H-01,-1.1258569,-0.62420726,1.0766693,-0.033191696,0.034745764,-0.41435644,0.28682768,1.3962631,-0.80273527,-1.0054247,0.5742179,-0.43964633,1.1845343,-0.16367245,1.6442028,-0.17357928,-0.08031519,0.9722019,0.06600535,0.010801371,-1.6810379,-0.57152176,0.77862483,0.2713119,0.007072978,-0.12599535,-0.86584747,0.4508524,-0.52841264,0.21706416,-2.8116856,1.4192,1
TCGA-A8-A08I-01,0.8049088,0.49253267,-1.1395454,0.52910244,-1.803681,0.21034124,-0.88476366,-0.116894215,-1.3758775,0.24377158,-0.5096018,0.48796687,-2.2714496,-1.347618,-1.2549087,-0.78128904,0.9180139,-0.64501333,-0.032407776,-2.2404346,-0.37933552,-1.3747311,1.2252784,0.2794307,-0.967453,1.1566236,-0.76739514,1.4260578,0.5530961,0.8447214,-1.4434974,-1.5685828,1
TCGA-A8-A08J-01,-1.1987132,0.2474409,0.1619637,-0.5209768,1.6725786,-1.3271856,1.030001,0.23665826,0.12535852,-0.2405568,0.35400844,-0.0749417,-0.5230231,0.32423365,1.3984325,0.8894702,-0.38722152,0.18541457,1.2823478,-1.348704,0.7871404,0.10810908,-1.521763,-2.192057,0.45736724,0.26619548,0.9935577,-0.285973,-0.54530364,-0.8541752,-0.21183944,0.0874161,1
TCGA-A8-A08L-01,0.22947213,-0.30809936,-0.5292012,-1.0896115,1.053473,-1.29718,-0.51145923,-1.9663286,0.38720578,-0.1437219,-1.2157626,-0.79991335,1.0569419,0.19242847,-0.41393968,0.9633586,-1.117853,1.6769025,-1.1201029,-0.20154911,-0.8869133,1.2677298,-1.957654,1.2623476,-0.031026617,0.22178505,0.7315352,-2.5472226,-1.1797402,2.260705,0.41806236,-0.3589402,1
TCGA-A8-A08O-01,-0.54402494,1.7031306,-0.14649837,-0.19536816,-1.6073583,0.109676465,0.4142975,1.9875516,0.66678846,1.2853209,0.63121945,-1.1493391,0.6568183,-0.25920922,0.892317,-0.48110202,-1.1997331,0.28790113,0.4929572,0.10222472,0.16901273,1.1570885,-1.2651777,0.18421629,0.0015908778,-0.04975576,1.2298791,-1.2619644,-0.07999081,0.015382224,1.8877556,0.69046074,1
TCGA-A8-A08P-01,1.045231,0.0426704,-0.577648,2.1822848,-0.44498816,-0.32665548,-0.041538976,-0.9936471,0.6710618,-0.58670866,0.20030585,0.98841727,-0.51578575,-0.13674547,1.39298,1.66266,0.6504453,1.410252,1.3461573,0.076075494,0.02410053,1.6820875,0.03437161,0.28117663,0.45454466,1.8191601,1.2217085,-0.2148273,-2.5424309,-0.21868886,-0.06987806,1.1019653,1
TCGA-A8-A08R-01,0.43474713,-2.4002259,0.07810497,0.1543497,1.004368,2.5397131,0.42455193,0.07648876,0.082714796,-0.76572925,-1.1958749,-0.3217328,-1.4759188,1.290353,0.56167114,0.7704687,1.5840842,0.14085737,-1.2801743,-1.4324834,0.115941465,-1.1280723,-0.6431852,1.3680539,0.9638591,-1.7525138,2.0111518,0.49718016,0.7791952,0.020171324,-1.4960005,-0.1705605,1
TCGA-A8-A08S-01,0.8828367,0.8191358,0.5351357,2.1761765,-0.16377766,0.6231001,-2.7125504,1.6679424,1.2076952,1.3654538,1.7026768,2.449115,-0.64964813,0.18583432,0.012094291,-1.0881535,0.21617176,-0.3692144,1.1130555,-0.026111096,-0.33019245,-1.2373087,0.6525304,0.6526275,-1.918727,-0.20716886,1.103233,-0.410689,-1.6998342,-0.08718751,-0.85538036,-0.051962625,1
TCGA-A8-A08T-01,-0.6547769,0.31200606,1.5063477,-0.35041365,2.0923853,0.167115,-0.25054932,2.0459237,0.28849572,-0.1155103,0.34029263,1.166064,0.13578935,0.49532136,-0.87650347,-0.42751893,-2.5726578,0.617126,-0.22742109,-0.14166999,-0.6170797,0.9152896,0.5395704,0.5067927,-0.6896789,-1.0781262,-1.1062429,-0.33683893,0.77409387,-1.0068007,1.5683595,0.30888003,0
TCGA-A8-A08X-01,0.5222379,-0.86574304,0.53699714,0.7464686,1.8706875,1.208489,-0.035613004,-0.31426144,-1.7186671,1.2351888,-0.1474302,-0.40928227,1.2325171,-0.12747693,-0.65547043,1.0768764,-0.5820497,0.27498958,0.7383126,-0.034230918,-0.09579247,0.083436444,-0.28475925,-1.2129856,-0.4896357,2.266757,-0.33917162,-1.0343984,-0.6021549,-0.1731402,-0.39786375,0.77229244,1
TCGA-A8-A08Z-01,1.3334684,-0.13827042,-2.264098,-0.5751999,-0.40601078,0.8735287,1.0169874,-0.16488498,-0.61531925,-1.2380733,0.13351071,-0.3745507,-1.5042291,0.41789666,-0.26742682,-0.13020486,0.8551583,-0.8192466,0.8029627,-1.1669983,0.65866476,1.8390464,0.6989289,-1.8075671,0.8495029,-0.75146425,-1.1617863,1.2094799,0.6919084,0.8681545,0.24400888,1.7813116,1
TCGA-A8-A090-01,-0.4089052,-0.6803607,-0.12003058,0.03188929,-0.6747163,0.38049868,0.8036816,0.18011816,-0.017397238,-0.5889499,-0.87271035,0.13798675,-1.1426762,-1.1185539,0.37862685,-0.3542245,-0.4397723,0.568369,-0.90615964,0.107093744,-3.0704713,-1.729265,-0.329808,0.93640685,0.93775195,-0.8001697,0.22498953,-0.69954705,0.6897061,-1.326243,-0.085353464,-1.6133828,1
TCGA-A8-A091-01,-0.091435745,2.0029554,0.7646696,0.50176287,0.024445008,-0.54110295,-1.4031084,-0.6827693,0.36796758,0.6583624,-0.5568649,1.4252163,-1.5423076,-0.923021,-0.7955405,-0.93496084,0.42664698,2.45207,0.14873773,0.110930584,-0.5106003,-2.4529822,0.20568621,0.75084996,0.9929008,-1.5520368,-0.20528197,-1.590547,1.9016553,0.03418897,-0.58055735,0.17069598,1
TCGA-A8-A092-01,2.1039872,-1.5847927,-1.5450597,1.4964775,-1.8744065,-0.43405744,1.6462383,-0.0041832943,0.71936643,0.15221375,-0.67198455,0.9293811,-1.2983679,-1.042387,0.443258,0.34128913,0.7297984,-0.25504002,0.20383771,0.3608187,-1.0491002,-0.87676746,0.87513125,-1.3635563,0.2321625,1.2237251,1.6448725,-1.0157022,1.2037057,0.6356608,-0.7157936,0.31527182,1
TCGA-A8-A093-01,1.0341763,0.36658782,-0.21946919,-0.6412619,-0.841558,0.5055087,0.80294067,-0.054024823,0.33202305,-0.24202716,-0.394558,0.39823437,1.0114219,0.044919346,-0.5667821,1.5245337,0.55024713,-0.3923029,0.89165425,-2.202863,0.8345213,-1.2770823,-0.13061483,0.88982415,1.1851184,0.7357416,2.0464988,0.14855964,1.5947312,1.3436084,-0.31003335,-0.3831021,1
TCGA-A8-A094-01,-1.0122938,-0.78204906,0.07913296,-0.19146666,-1.163357,-0.022086298,0.8260288,0.15710574,-1.0292045,-0.039552305,-0.15252554,2.0069516,0.99980336,0.11751242,0.5239904,-1.4116817,-0.5188124,1.2118108,-0.6905038,0.3149327,1.0826241,-0.79135656,0.6371534,0.2890412,1.7886534,0.65882695,-0.6917874,-0.09638585,1.2315562,-1.4047394,0.021145308,-0.8571009,1
TCGA-A8-A095-01,-1.8404602,-1.4621629,0.19720642,0.36046487,-1.1110407,1.2660263,-1.4753839,-0.22174713,-0.9320174,1.216303,0.4185581,-0.022728365,-0.43630168,0.20302564,-0.11292264,0.87747127,0.626577,-0.77343047,0.2994362,-0.33605984,-0.7570307,-0.2618606,-1.4172685,1.6198173,-0.3468606,-0.05630968,-0.10574508,1.9830873,0.35436556,0.18431073,-0.51420593,-1.4944117,1
TCGA-A8-A096-01,0.26238248,-0.7027011,0.596762,-0.6029923,0.4174367,0.75880945,0.16398706,-0.45193475,-0.34885713,0.58741987,-1.3586998,-2.0468752,0.018051084,-0.65187883,1.6417065,-0.094250776,-0.3958545,-0.26137143,0.5133327,0.725507,-0.57513934,-0.7602478,-0.08867364,-0.5889982,-0.10141524,-0.5625609,-0.26086876,-0.6155438,-0.09881358,0.8431391,0.2988797,-0.44251278,1
TCGA-A8-A097-01,0.44543305,-0.49972087,-0.5737865,0.16894469,-0.5193816,0.8730109,-0.24819763,-0.8042959,0.58644056,-0.40169242,-0.25721022,0.08484958,-0.6986744,-1.522193,1.2036066,0.99963486,0.49180892,0.48168588,0.14367765,1.6555934,-0.07024091,-2.5168383,0.6264004,-0.3701219,0.75227976,0.9804212,1.4214085,-0.033331364,1.1604655,0.76871365,-1.2587733,-0.061436396,1
TCGA-A8-A099-01,-0.4944663,0.7453148,-2.4079275,-2.3147774,-1.2034773,1.2578257,-1.0644754,0.9140566,1.4833744,-1.620156,0.7736911,-1.206994,-0.96946144,0.99487466,-1.4255056,0.8619226,0.46768922,0.5552933,0.89216363,-0.05171764,-0.5190484,-0.19850963,-0.20237517,1.0345385,-1.8846476,0.087694295,0.9373029,-2.168854,0.5376531,-0.13892744,-0.36881137,1.3030235,1
TCGA-A8-A09A-01,-0.42305458,-0.9299107,-0.5457876,-1.0174865,0.54776096,-0.3764371,-1.448937,1.1752741,-0.29516903,1.0615363,0.36640275,1.1007679,0.5672421,-2.1569567,-0.7681278,0.66371614,0.077674344,-0.61214364,1.1282511,1.1788979,-0.8532938,1.4921526,-0.20718837,0.5128113,1.1094868,1.3832624,1.2419399,0.25218529,-1.3363905,-0.6724015,-0.7304681,0.36844033,1
TCGA-A8-A09B-01,1.6282676,-1.1012081,0.5787348,0.7185535,-0.03706873,0.52649605,-0.28407186,-0.18032736,-0.4896186,0.06626262,0.8187953,1.3729398,-1.197047,0.8411808,-0.041813046,0.93867034,0.4693929,0.53544915,-0.46216965,-0.29707745,0.8245399,-0.4567723,-2.7249124,2.5790455,1.7229527,-1.5159175,2.0810325,0.81763154,-1.8185229,-0.5317276,-0.4725628,1.9391799,1
TCGA-A8-A09C-01,0.92009145,-0.5006668,0.4513185,1.0263194,0.19138014,0.19424221,-1.2078215,0.7407804,0.8111102,1.215273,0.51230025,0.12499256,1.7532206,0.01887045,1.6704408,0.57507336,0.14009951,0.44912848,-0.9895455,-1.1948873,1.3269119,1.1595405,-0.7137123,-0.17172277,1.1059288,0.05805233,-0.054522637,0.043218397,-0.22688931,-0.6846235,-0.8916736,-0.62288684,1
TCGA-A8-A09D-01,-1.8281162,1.3667006,-0.26199386,-0.18934727,0.343453,-0.15286374,0.50263536,0.8063385,-1.1176718,0.8013326,-0.75481355,-0.3544646,-1.0192816,-1.1350367,-1.3485113,2.5015242,-1.9142228,-0.15578257,0.90827894,-0.39745706,1.572358,-0.121967725,-0.74324226,0.95689964,1.4617121,-0.9520588,0.59842825,-1.1593664,1.5120239,-0.36821532,0.48293498,1.3661915,1
TCGA-A8-A09E-01,-0.8081583,-0.5450161,-0.041073985,0.658472,-0.07470651,0.90933985,-1.2071285,-0.156974,-0.7892458,-0.3760497,0.25899833,-1.5562392,-0.2379391,0.20036192,1.9919453,-0.042512007,0.86354834,0.2164698,-0.22965907,0.3751934,-0.39298022,-0.57873935,-0.44947407,-1.5468254,0.9757506,-1.2714607,0.90860456,0.25012094,0.32280046,-0.8089787,1.1049733,-0.35198608,1
TCGA-A8-A09G-01,0.09482038,-0.84324545,-1.2535448,-0.38817647,-0.99950796,-0.7294039,-0.29264456,-0.46211052,0.5452053,-0.57190824,0.5251906,-0.6845171,0.5524732,2.053815,-1.5279387,1.4012053,0.09369215,1.2226539,0.65442204,0.07868064,-1.122499,-1.349054,-0.999508,-0.29563087,-0.44327503,-1.0688303,-0.040952504,-1.4770441,-0.97072834,0.49431586,0.6236757,-1.291108,1
TCGA-A8-A09I-01,1.6688079,-0.9787639,1.0581986,-2.5739958,0.21854134,-1.2145439,0.88030124,-0.3089522,0.6060606,-0.72773784,1.6378374,1.3659928,-1.0001476,-1.6402622,0.64487743,1.2223257,-0.57954043,1.1067785,-0.34749416,-0.9755918,0.27268574,-0.7211168,-1.1262468,0.41875452,0.71970206,0.5790941,0.66004074,-0.6368862,-1.0371069,-2.0317621,0.6187387,-0.24665526,1
TCGA-A8-A09K-01,-0.8808777,-0.4766739,0.27443403,0.4013923,0.21432474,-0.27153444,-0.3725984,0.5472709,-0.79889995,-1.1255507,2.790222,0.7431562,-0.13404666,-0.37793133,-0.06544606,-0.47039276,0.09521961,1.1137933,0.849678,-0.61596334,-0.8472616,-0.09808124,-1.5766075,-1.3487464,0.8460759,0.36787736,-0.07079613,0.34675267,0.11129472,-0.13791727,-0.7924893,1.2474121,1
TCGA-A8-A09M-01,0.050127186,-0.18174684,0.107651874,-0.26259944,-0.61027783,-1.1532861,1.7859738,0.2346797,1.2446265,0.36974847,0.4630649,1.1147102,-0.58954257,0.41043627,3.278511,0.12828168,0.18449765,-0.08127177,-0.2044849,1.0741683,1.3002623,-1.3955091,2.5427227,-1.4631526,0.2559266,0.36118472,1.5400301,-1.3326106,-1.6878452,1.7948663,-0.44327405,0.59499836,1
TCGA-A8-A09N-01,0.30135226,0.21375969,-0.26671302,0.19479404,2.2895076,-0.4594502,-1.2295238,1.3774582,0.024208749,0.8457433,-0.23877218,-0.02424189,0.50944215,-0.57749057,-0.2974242,1.8538392,0.8378215,-0.40179315,-0.26208308,-1.1475629,-2.3187969,0.27011633,2.061318,0.2950624,-0.47572982,-1.5566405,-1.2556844,-0.20922121,-0.7399276,0.9021553,-1.878988,0.48143739,1
TCGA-A8-A09Q-01,-0.60895354,0.24581873,0.8930934,0.28349856,2.1412852,-0.7877423,1.6080952,0.6035394,-1.2931714,-0.0044007897,0.007742785,-1.1129061,-0.32259995,0.16447291,-0.19668752,-0.38604328,2.0529864,0.1925334,0.39797354,0.21069142,0.407115,-0.2985693,0.563249,0.34772128,0.2510567,1.7099868,1.2497497,-0.9830709,-0.222092,0.3675406,0.7252169,-0.03577944,1
TCGA-A8-A09R-01,0.28491816,0.055248946,-0.5918758,-0.3522195,0.046090547,0.91367084,0.14808354,-0.5927569,0.7726072,-0.8307603,-1.1681839,0.40642494,-0.8360404,0.28413647,-0.30187142,0.1187501,0.34629294,0.32069683,-0.58841175,-0.09931854,-0.9155773,0.27082926,-1.0890306,-0.30992424,-0.7292395,-0.44725096,0.18954468,-1.3860894,-0.6635047,1.1345026,-0.7007556,-0.35463846,1
TCGA-A8-A09T-01,2.2833452,-1.1777565,0.22998422,-1.4394808,-2.3078353,0.36839917,1.365761,0.86575764,-0.59470093,-0.3019672,-1.5255029,-0.56837004,0.6572995,-1.0793144,0.25005296,-0.80838126,-1.5160341,1.9198785,-0.5628192,1.6299294,0.8844633,0.48411548,-0.21810573,1.1661258,-2.6994255,0.8717513,-0.056108743,-1.1620628,0.052594896,2.2315807,0.06480302,1.387038,1
TCGA-A8-A09V-01,0.5097512,-2.112654,-2.0541048,-0.7109318,1.762512,-0.25283134,0.85572517,-1.610857,0.47996628,0.17842229,1.4249554,-0.14585234,-0.4059658,1.4825978,1.3905209,0.40340987,1.237929,-0.7808675,-0.14340879,-0.0949832,-0.71924514,0.7919613,-0.081083074,1.1533895,-0.32622617,-0.80923754,-1.5233159,0.013011608,-1.6436818,0.7149892,-0.20551364,-0.019053195,1
TCGA-A8-A09W-01,-1.5799539,0.4013401,-0.0026620924,-2.272818,-0.103776276,2.7738717,0.6106634,0.42337096,-0.17804775,0.07612549,-0.8518994,-0.19436118,1.1449612,0.36691585,-0.988443,-0.31882584,-0.25168404,0.7447413,-0.3638209,0.5935306,-0.86543715,0.2779268,-0.68434644,-2.7398322,0.38192856,0.7579893,1.2855257,-1.0021555,1.519766,-0.29579753,0.264151,-0.37474328,1
TCGA-A8-A09X-01,1.3536333,1.1295484,-0.21184884,1.4468023,-0.3335878,-2.0079713,0.47760004,-0.023009317,0.8824604,1.7920299,1.5040705,-0.12469761,-0.4799694,1.2907933,-0.19618821,0.5158551,0.6397345,-0.18202499,-0.62859267,1.1605235,1.0752178,0.41803518,0.7429716,0.5047082,1.2419977,1.7351042,0.08147787,0.33599198,0.64394677,-0.5767382,0.10895089,0.91399854,1
TCGA-A8-A09Z-01,1.928461,0.485925,0.54550844,1.2271168,-0.0070445854,0.9853842,-1.6667931,0.41510564,-0.10852119,0.43476042,-0.61839384,0.51241887,-0.66930634,-0.8009354,-0.110149354,-0.3124602,0.18296447,-0.8931143,-1.5051932,-1.4897838,-0.62891185,1.1611552,0.55900395,-0.5112912,0.76886356,-0.33480966,-0.54022604,0.95913774,0.4872108,0.5264095,-0.794026,-0.63757396,1
TCGA-A8-A0A1-01,0.17497046,-0.2814909,-0.58937,-2.5165977,-0.028819747,1.4674982,0.5097369,1.0563517,1.1086895,-0.63876086,-2.3750656,-1.2903464,1.4395458,-0.3797477,-0.044260986,-1.3521346,0.73340666,1.3877857,-0.40496925,1.1565927,0.39348328,-0.8728822,-1.4028528,-0.39276636,-0.50651073,-0.5016735,-0.71858364,0.65615124,0.30477384,0.28943652,0.93197054,-1.1352218,1
TCGA-A8-A0A2-01,0.8795597,-0.3521487,0.27280495,-1.9356852,2.3577697,0.3465284,-1.7397513,0.8798658,-0.9991398,-0.6779393,-0.16908693,-1.4194181,1.0163687,-0.39718416,0.04202597,0.34566683,-1.3852695,0.7106018,-0.75573367,0.13242197,-0.16198598,0.4380547,-0.06691591,-2.3229263,-1.0693989,-0.28184134,-0.7723019,-1.1125407,0.9810884,-1.1720455,-0.39602178,0.64392406,1
TCGA-A8-A0A4-01,0.8273129,0.122654125,0.9616769,1.3571612,2.28037,-0.81735903,0.2581214,-0.60047245,0.43064183,-1.0602094,1.0327302,0.10074233,-0.7881859,0.52517366,-0.27756014,-0.15071008,-1.2511998,1.2672098,-0.49953932,-1.6878277,-1.1328663,-0.37379423,1.680715,-1.8624481,-0.23498861,-1.3183748,-0.25215346,0.43413278,-0.8783945,-0.83534795,-0.38102373,0.6559277,1
TCGA-A8-A0A6-01,-0.44974804,1.8039834,-0.11010136,0.22246756,0.56999147,0.817555,-2.1783445,1.0641823,-1.4079994,0.118091956,0.28174093,0.77055365,-0.4706779,2.5080802,-0.85089993,0.60826796,-0.2155537,0.29703647,1.2813811,1.1475066,1.1665866,1.6838715,-0.01863219,-1.4420769,-0.3012907,0.5870437,-0.78303397,-0.49511337,-1.5969667,-1.3673202,0.46700513,-0.47736114,1
TCGA-A8-A0A7-01,-1.0803703,-0.5601847,0.31331038,-0.48450825,-0.6867801,-1.2249372,0.70158285,0.06925429,-1.5758893,0.0066648396,0.07233596,-0.85501045,-1.4340209,0.37060502,-0.38494143,-0.6533184,-0.44093153,-1.8113124,-0.10709326,1.020014,-0.31843534,0.8460897,-1.8178576,-1.01583,0.9120531,1.2492627,0.59288967,1.0874044,0.35601452,0.28891414,-0.05285978,-0.59681934,1
TCGA-A8-A0A9-01,-0.84158367,0.38930434,1.8537389,0.05302546,-0.073889196,-1.0675752,1.8883632,-0.26251704,1.5409998,1.1295768,0.45420304,-0.39317593,0.12627438,-0.80986,-1.5830733,-0.6930695,1.0117556,0.76279026,1.0802836,1.3580688,1.6521391,-0.49386612,-0.11823742,-2.3991668,0.5003727,-0.5940299,-0.7845705,-0.27659225,-0.65204805,0.31562567,1.3745397,0.5803519,1
TCGA-A8-A0AB-01,0.08693671,0.772839,0.70489144,-0.76688534,-0.62917155,-0.9550693,-0.32765597,2.0534863,1.1562399,-0.22121075,-1.0374075,0.100127645,1.34738,0.04671403,0.7801585,-1.340749,-0.1434713,-0.20299512,-0.20667897,0.82538605,1.0964885,-0.064206176,-0.23905821,-0.3741488,0.49757013,0.34080648,0.9258478,-0.027437478,-1.8931447,1.7062751,-1.1590183,-0.04326297,1
TCGA-A8-A0AD-01,0.6524378,-0.76507026,1.9177105,1.250953,0.84935546,0.2825982,1.111898,-1.3097839,-0.89008737,-1.6176559,1.8280536,-1.2887174,-0.33578703,0.9288674,1.086732,-1.9700036,-0.09426351,-0.36845493,0.86779684,0.07581441,0.3316031,-0.27817357,-0.8105422,0.82861894,-0.23321137,-0.034605354,0.0034024715,-1.3204707,0.20029667,0.67017096,0.16101658,0.4426837,1
TCGA-AC-A23C-01,-0.2419016,0.31143793,1.0649055,0.2803782,0.4973143,-1.445371,0.7103295,0.2692999,-0.6207079,0.073470466,-1.0665718,0.5696728,-0.8483132,-0.8284104,-0.31479847,-0.20710354,0.9103914,0.53393316,-0.5698936,-0.7925374,-0.09414992,-0.5132803,0.5016605,-0.25893477,0.9060957,0.7301505,0.7791743,-0.49971122,-0.494026,0.035565242,-0.3806371,0.9451188,1
TCGA-AC-A23E-01,0.60978127,-0.5324312,0.012147918,-0.39314055,-1.0605413,-1.0105933,0.19678128,1.0693599,-0.9945006,1.2566392,-0.17642647,-0.7878291,-0.8629479,1.5478054,-0.36643586,-1.2322005,0.34136203,0.0733996,-0.17785509,-0.97319514,-0.43038058,1.6646659,-1.413621,1.1013657,-0.5401088,1.6084998,-1.430459,0.79440176,0.96914864,0.6259377,0.24491309,-0.2316496,1
