submitter_id.samples,cnv_vae_1,cnv_vae_2,cnv_vae_3,cnv_vae_4,cnv_vae_5,cnv_vae_6,cnv_vae_7,cnv_vae_8,cnv_vae_9,cnv_vae_10,cnv_vae_11,cnv_vae_12,cnv_vae_13,cnv_vae_14,cnv_vae_15,cnv_vae_16,cnv_vae_17,cnv_vae_18,cnv_vae_19,cnv_vae_20,cnv_vae_21,cnv_vae_22,cnv_vae_23,cnv_vae_24,cnv_vae_25,cnv_vae_26,cnv_vae_27,cnv_vae_28,cnv_vae_29,cnv_vae_30,cnv_vae_31,cnv_vae_32,label_cnv
TCGA-B6-A0RE-01,1.1184038,-0.3893984,1.8461419,1.4421566,-0.114981934,-1.7762626,-0.50590587,-0.77316844,0.26507288,-0.9893414,-2.1157978,0.030053169,1.2031795,-0.6225262,1.3031003,-0.049229562,1.3489066,-0.4232053,-0.8649946,1.2214996,1.030252,0.06596923,0.40101936,-1.7435653,0.15380682,0.31348777,0.37131956,0.12278114,-1.8550024,-1.5063248,-0.5545532,-0.54475534,0
TCGA-B6-A0RG-01,0.48005867,-0.9800945,1.2657963,-0.6130801,-1.1441277,-0.06099262,-1.51398,-1.4433304,1.0196924,-0.119276345,0.1378345,-0.71726495,-0.22211446,-1.3721669,-0.11852226,-0.7262225,-0.011134442,0.13479021,0.17701852,-1.2359089,-1.0544173,-0.9054928,-0.21402383,0.61292994,-0.5023707,-0.50527865,1.1054342,-0.7537817,-0.67702067,0.55336064,-1.4500015,-0.010037262,0
TCGA-B6-A0RH-01,-0.6828189,-0.4569324,-1.3249531,-0.78695935,-0.06108729,-0.14646,-0.4134172,0.29237527,0.31251577,-0.26516402,-0.52236354,0.7913862,-0.64692414,0.34279794,0.54265434,1.0576922,0.7953999,-0.59902585,-0.56357604,-0.16388193,0.23496772,-0.59011966,0.5045912,-0.88562685,0.26398176,0.29623067,0.81004715,-0.90990543,-1.2101464,-0.8950624,0.33786348,0.4770741,0
TCGA-B6-A0RI-01,0.8997872,-1.7127042,-1.755801,-1.4889611,-0.29527134,-0.8737511,0.6404835,-0.29304567,-1.0601636,0.4366544,1.3742466,0.7947505,-0.7997068,-1.3070755,0.9228389,-0.3094319,0.15648036,-0.97042346,1.5166314,-0.2449742,-0.697386,-0.16658503,-0.3961366,2.481467,1.3339766,0.36432242,-1.2727908,-0.13253433,-0.7008181,-1.0782865,0.15490575,0.8705162,0
TCGA-B6-A0RL-01,0.40924814,-0.2059436,-1.6715183,1.062012,0.46299025,-0.74974275,1.1733509,-2.550094,0.29669225,-1.3872727,1.4748684,-0.5262552,-0.3885808,0.37196478,-0.8856476,-1.669977,1.3014452,-0.23824921,-1.0088803,-0.09942947,-0.24455504,-0.38176006,0.5537213,-0.039092857,-0.32073677,0.37169003,-0.84537065,-0.6564707,-1.3164237,-0.8457212,0.048327435,1.0476904,0
TCGA-B6-A0RM-01,-2.1351604,1.293643,-0.36855933,0.40897357,-1.5171549,0.35544726,0.37952936,-0.08551952,0.74460363,-1.6499424,-0.83589375,0.29880872,0.8926711,0.0037013344,0.677842,0.96871275,-0.4429004,-0.0006451402,-0.41010737,1.5555707,-0.845174,-0.8295884,0.31687757,-0.30350184,0.6450319,0.933956,-0.38921005,1.0426447,-0.008092932,0.7648366,1.2479433,1.5658059,0
TCGA-B6-A0RN-01,1.6032166,-0.11079365,2.3286734,-1.464659,-0.72190285,-0.06543998,0.16321468,-0.14425595,-0.569655,-2.1224253,0.570894,-2.4290028,0.011550013,0.7104727,0.05678525,0.69185054,0.2838219,-0.23970303,0.11805205,1.3651809,-0.2162714,2.4979532,-0.60042477,-1.2539082,-0.05497175,-0.5849291,-0.39681256,-1.9252423,0.083342865,-0.5619269,-0.0606757,-1.0546943,0
TCGA-B6-A0RO-01,0.29676333,0.7050686,-1.2688768,-0.8668886,0.014320415,1.5231209,0.2981944,0.7218031,-1.2839948,-1.3171645,0.97749555,0.56448865,-0.694246,-0.6707483,-0.80313396,0.88677764,0.2156322,0.8562698,0.034819413,-0.31704754,-0.14494592,-0.63091713,-0.15261963,1.6348517,-0.21035983,-2.5334985,-0.58583313,0.4555213,-0.33282778,-0.2609948,-0.6841308,-0.17242458,0
TCGA-B6-A0RP-01,-0.5294024,0.24539913,0.8277933,0.5306163,-0.27440667,0.34323618,-1.1898671,-0.2666039,-2.0583546,-0.7257999,-1.2002544,0.47370273,-0.49184284,-0.43434092,0.72260076,0.31628478,-0.6392359,-1.4131955,0.7121096,0.49877378,-1.0562508,-1.6142778,0.6032431,1.3290077,-1.2481959,-1.4520239,-0.023911476,0.7987623,-0.037332863,1.3069307,0.324957,-0.5543164,0
TCGA-B6-A0RQ-01,1.3127182,-0.33399588,0.88286823,0.1968414,-1.4959966,-0.6186557,1.2753663,0.8300973,-0.72730064,0.1922017,-0.5538907,1.1552345,-1.8156794,0.44296557,1.1962242,0.485613,1.0149591,-1.3242419,0.26738784,-0.6893674,0.27851462,-0.37049887,-1.20449,2.1352654,0.9723887,-0.94790727,-1.4730563,-1.6279343,0.36469692,0.50464356,0.43835953,0.3769628,0
TCGA-B6-A0RS-01,-0.8162857,1.5673288,-0.6042826,-0.2385248,-0.6311616,-1.6280109,-0.26933306,0.075535364,-0.33294195,-1.3223426,1.1145278,-1.1084257,2.2062368,1.1898186,-0.21355681,-1.0883024,0.5435827,0.07121627,-0.28846857,0.55822146,1.4152642,-1.3939153,0.7151482,2.3024843,-1.7490816,-0.24736656,0.9545721,-2.8745604,-0.72621953,-1.5169259,-1.7650137,0.9694731,0
TCGA-B6-A0RT-01,0.40752825,2.2262256,1.2199254,0.32386544,0.859988,0.21378,-2.048186,0.16715118,-0.09096168,-0.48583716,-1.4683163,-0.7956827,0.98717266,-0.6190242,0.52916914,-0.085281014,-0.482426,0.49721873,1.261916,0.6628866,-0.7738565,-0.11819924,0.34171775,0.5821155,3.1469288,-1.8803592,-0.62542033,0.838612,0.2898836,0.7323835,0.751554,0.020479765,0
TCGA-B6-A0RU-01,-1.433035,-0.5901928,1.1503571,-0.9738238,1.0817297,-2.1247258,0.6242769,1.2183677,-0.27238145,0.674396,0.43689266,0.81949186,-1.0918883,0.2956125,-1.022222,-0.554739,-0.4029647,-0.4502326,-0.50442475,-0.14967155,-2.4455016,-0.92968357,-0.5672523,-1.286317,-0.06913555,-0.10386509,-1.1082993,-1.3841499,-1.5896842,-0.661109,-1.009357,-0.30822927,0
TCGA-B6-A0RV-01,0.053191517,-0.16039541,0.5878316,0.38366514,-0.5650016,1.2279482,0.7932742,0.8822188,-0.14997026,-0.81982386,0.76698565,0.26871976,0.34276915,0.463325,-0.5130076,0.14758457,0.46260425,0.079613425,-2.1609125,-0.05492132,-0.05055696,-1.1049998,1.2536775,0.7995124,-0.7270256,-0.38448456,-0.43643618,0.5445824,1.9795868,0.5428861,-1.9477118,0.44368285,0
TCGA-B6-A0WS-01,-0.9832079,0.43724015,-1.45725,0.4805321,-1.3265477,0.21998523,-1.5024976,1.5080775,-0.6675916,-0.11892101,0.112835355,1.5591339,-1.7732333,0.22135389,0.061775573,0.38039035,-0.35159415,-0.34153834,1.0566323,-0.37036297,0.7883828,0.32390335,-0.111118175,-1.5162017,-0.32560205,-1.2998247,0.14092582,-0.8669899,0.4248802,-0.22254585,-0.1650362,-0.2438562,0
TCGA-B6-A0WT-01,-0.42061633,-1.2825627,0.068343334,0.30047306,1.2772088,0.46050218,-0.5205392,1.3821733,-0.7862625,-1.1952771,-1.6442719,0.15402463,-0.113634415,0.0172748,-1.2970649,-0.47203702,2.6313417,0.8919036,-1.4432812,-1.0046016,0.5814389,-0.5801982,-0.1184455,-0.50147843,-0.0654436,0.5292289,0.2693196,-0.33562365,1.2826306,-0.09998812,-0.16869552,-2.2434502,0
TCGA-B6-A0WV-01,0.8625251,-0.44695362,-1.06748,1.2297021,0.1311674,-0.10183009,0.17445844,0.098663285,-0.20402344,-0.48012748,-0.23496984,0.094000526,1.1677071,-1.206119,-0.7329642,-0.07945633,-1.1134698,0.11802629,-0.35611862,-0.33205417,0.8224532,-0.53397775,-0.3654274,-0.101598695,1.551531,1.8704139,0.5501764,-0.29888085,-1.0378217,1.21697,-0.098223105,-0.2404554,0
TCGA-B6-A0WW-01,-0.11356433,-0.48990512,0.4138618,-1.2447052,-0.57398367,0.7755647,0.022500355,-0.97810197,-0.32729253,1.2342838,0.26512238,0.70922506,-1.2117777,0.57929283,1.0415474,-1.5791109,0.3060293,-1.2721877,0.6585278,1.2811216,0.23951888,-1.3817511,-1.7578425,-0.16360348,0.28210306,0.8278798,-0.56804144,-0.68863034,0.178019,-0.34659207,1.1505251,0.2907424,1
TCGA-B6-A0WX-01,-0.5934424,-1.0160241,0.5680779,-2.2445395,-0.8684756,2.9573793,-0.10626261,1.1033013,0.3734197,-1.5499892,1.3879606,0.6528885,-0.7561778,-0.09679945,-1.9484698,0.93177956,0.44802713,-0.13383803,0.6950158,0.84642076,-0.696802,0.7929795,0.6735344,0.7652022,0.114134274,-0.3732229,0.26131344,1.6989815,0.96955615,-0.18604925,0.26476902,0.37901068,1
TCGA-B6-A0WY-01,0.7830057,0.049153123,0.17631163,-0.075016215,0.90450656,-1.2710661,0.19034784,-0.19571434,-0.37986344,-0.46881476,-0.108745545,0.6582177,-0.65045774,-1.2012153,-0.028377915,-0.19339286,0.7271731,1.308686,1.19861,0.40333593,0.4274693,-0.31743613,-1.3629467,0.6215963,1.2411722,0.3283527,1.6672047,0.68466705,-0.6401516,-0.44812262,1.5814675,-0.67290276,0
TCGA-B6-A0WZ-01,1.211872,1.0035126,1.5667058,-0.53276145,0.2545031,0.0845965,0.5188539,0.40481442,-0.940826,-2.0856564,1.101311,-0.093944475,0.07525513,0.058908403,1.4428811,-1.3405614,-1.2444047,-0.092292964,-0.13632898,-0.114877924,0.04805527,-0.43976972,1.1707548,0.44193512,-0.05279092,1.9225216,-1.7069793,0.70567125,-1.6204022,0.4157892,1.2212626,1.815629,0
TCGA-B6-A0X0-01,-1.2573255,-0.78572744,1.7071325,0.0158914,-1.1409395,0.4899783,1.1202388,1.4604533,1.2630368,0.4226644,0.19955134,0.9441169,-1.0023123,0.1666643,-0.90460145,0.4709869,1.0000237,-1.2604072,1.1621615,1.396011,-1.7701001,-0.69037855,-1.3003839,-2.1595576,-0.17885485,0.87681466,-0.10810423,0.030524107,-1.4318526,-1.5321988,0.6322921,0.8530722,0
TCGA-B6-A0X1-01,0.53050375,0.38667062,1.5464363,0.2847375,0.051786773,-0.28645203,0.57936865,-1.9187131,1.3002042,1.5686448,1.9969144,-0.124002285,-0.58657795,1.5445476,-0.547015,-0.15483005,-0.16717234,-1.5940077,1.0647929,0.785693,-0.19599968,0.013110301,-1.5715379,-0.3469969,-0.17318164,0.23366429,1.0383397,1.8704351,0.78978956,0.039556794,0.112673655,0.32732204,0
TCGA-B6-A0X4-01,-2.7312305,-0.2685101,2.0756476,-1.5228428,1.5939218,-0.20013174,1.3184241,1.5513688,0.551738,0.8059448,-0.19919498,0.5915173,-0.4858826,-0.48258245,-0.635757,-0.5212574,1.3082622,-0.33656812,-0.26782095,-0.38119185,0.27674046,1.4403266,-0.16241108,-1.0245742,1.0883315,0.58559054,-0.3399873,0.0009768745,0.09849484,-0.8923719,1.6997361,0.9760918,1
TCGA-B6-A0X5-01,0.019364016,-0.28310367,-0.20882048,1.6686603,1.1244622,0.00042593107,-1.8520731,-0.28660452,-0.2801905,1.0290505,0.28837016,0.68253505,-1.475768,0.14751442,0.69315916,0.97262824,0.49000812,0.601293,-0.70202696,-0.48244953,-0.89568913,-0.8038836,-0.13375175,-1.0718967,-0.7602031,0.04375855,0.08433968,-2.1800053,0.33689395,-1.2070515,-0.05151039,1.9819529,0
TCGA-B6-A0X7-01,1.8930434,0.015410224,-1.1677787,-1.4348866,2.3070612,-0.89992326,-0.39269343,0.9931618,0.74485826,-0.19848414,-1.6376224,0.29906777,1.1750336,-0.6478122,0.39236403,-0.029499045,-0.17037779,0.059973087,-1.0630357,-0.13513355,-0.8612667,0.44930315,1.31678,-0.42214915,0.3617162,-0.497008,-0.56801856,-0.71416676,1.048065,1.4373852,0.77947253,-0.1818506,1
TCGA-B6-A1KC-01,0.40663236,0.12614152,-1.3741266,-0.61746603,1.156783,-2.0244672,-0.297129,-0.77200055,-0.51354367,0.7227514,0.47669658,1.0772048,0.6947835,-0.29298666,-1.3959583,-0.6255163,-0.7123077,-0.39278737,-0.17870785,-0.38104117,-2.0088217,-1.4593489,-0.3907076,-0.05551265,-0.030234564,0.27399927,1.8143432,0.99617743,-1.2489014,-0.33406514,0.40953848,1.5150934,1
TCGA-B6-A1KF-01,-0.6583024,0.24508032,-0.61275864,-1.7387241,0.8304735,0.67650133,0.7020474,-0.00066359853,-0.9383408,1.6173961,-0.23305526,2.0350204,1.266811,-1.5875483,-1.5911324,-0.19984475,-1.3056293,-0.6847707,-0.64195615,1.0745655,0.9160433,0.30204228,1.2837788,2.3250434,-0.2868374,-0.5558123,-1.0475516,0.6536289,-0.9189847,1.727441,-0.027105581,-2.1105678,0
TCGA-B6-A1KI-01,-0.93668234,-0.37054536,0.6508768,0.6420143,-1.5158832,1.4942075,0.78790206,1.1755058,-0.5709237,1.777472,-1.0764412,1.31393,-0.31455392,-0.13582207,-2.179489,1.6189628,2.579686,0.30361372,-0.03230132,0.16027614,0.5345504,-0.28959978,1.0116442,-1.9289132,-0.44696787,-0.52813476,0.46455032,-0.53586763,-0.27210963,0.9126638,-1.6927571,-0.34344742,0
TCGA-B6-A1KN-01,-0.30798605,-0.4844042,-0.75875324,-0.5155002,-0.8875761,0.2615936,1.1475421,-1.4715062,0.09342396,0.70570207,0.004483726,0.19458008,0.9925382,-0.4045606,-0.41496283,0.33332685,1.1418357,1.0578593,1.1275896,0.57761866,2.849739,0.68648803,0.3304016,0.9869976,0.79748964,-0.4830249,-0.8730551,-1.7160351,0.22885242,-0.10255654,-0.88927704,-1.8847191,0
TCGA-B6-A2IU-01,0.23408888,-1.9417135,-1.7267333,1.0984228,-0.00040940102,0.20473705,0.5384574,-1.2411951,-1.3591648,0.18856075,0.3804454,1.6358367,0.097109556,-1.2821623,-0.5427481,-0.40297997,-0.38198858,1.2865304,-0.08752656,-1.3168299,-0.6041407,-0.05023508,0.16658299,-0.20718685,0.3671632,-1.5537715,0.4364292,0.58753705,-1.8214203,1.7719352,0.90263695,-0.22636062,0
TCGA-B6-A3ZX-01,1.4282649,1.0720375,-0.49167362,-1.7352612,2.515105,-1.0982773,0.2478803,1.1311806,0.30714753,0.6534275,0.2596614,0.5864098,-0.010234922,-0.6768411,-1.3561405,0.8386926,2.0070493,-0.25025588,0.09505209,-0.3012146,-0.8207169,-1.7964491,-1.4734466,0.46570992,-0.8271698,1.0883859,1.2892929,1.3548292,1.4710181,-1.6151386,-0.17484501,2.31403,1
TCGA-B6-A400-01,1.5664426,-1.7398382,1.375702,0.13420323,0.15303338,-0.893953,-1.0780028,-2.4389918,0.009017892,1.3781593,0.27975133,-0.6250225,-1.4601336,0.040518,2.111771,0.821734,-1.1455203,-0.06889421,0.11030045,-0.49413487,2.1352243,0.31649113,-0.2119346,-1.8234502,-0.2410682,0.6382135,1.1196625,2.6758466,0.15548828,0.8915953,0.06118873,0.64031845,1
TCGA-B6-A401-01,0.08449602,-0.41061324,0.21735056,-0.061865777,-0.4300735,-0.8032358,0.17095445,-0.47685367,-0.94727486,-1.0426688,-0.14276785,0.761985,0.25238764,-0.752143,-0.8043561,1.0162568,-0.008329716,0.38945925,1.7333317,0.25857073,0.34179634,-2.0037735,-0.013868741,-0.42383084,0.6318005,0.1478271,1.521547,-1.1682715,0.45471206,2.1264918,-0.63996696,0.27469733,0
TCGA-B6-A402-01,-0.09881811,0.11770107,0.1292932,-1.1336795,0.10259612,1.7789131,1.0059925,0.41170168,-1.3680701,-0.6511779,1.9244084,-1.5265445,-0.4870067,1.8199923,-0.44178846,0.4930461,-0.8279024,0.20844676,-0.58766586,-0.67638046,1.2676896,-0.081719406,1.402764,0.7028421,0.47443923,-0.6778281,0.8164418,-1.5613557,-0.6700451,0.6684367,-0.15875293,-1.0926735,0
TCGA-B6-A408-01,-1.215177,-1.2001559,0.2880493,1.1506917,-0.4115084,-0.95534915,-0.9046568,-2.509838,-1.1820118,0.09778773,0.06547274,-0.5577006,-2.0428722,-0.4602127,0.40494037,-0.62003183,1.2767822,-0.4169983,-0.14185505,0.26699737,0.76505166,0.62308484,0.49683324,-1.4076875,0.15905634,0.57789266,-1.3377066,0.17183238,1.1903014,-0.2579265,1.7904785,-1.1022633,0
TCGA-B6-A409-01,1.4132781,0.7989577,1.8806744,-0.25064903,-1.848544,-0.6589034,-0.8415713,-0.35840905,1.6352158,0.5689343,0.060113214,-1.3038523,-1.4182662,-1.206237,0.2004863,-1.5159945,0.8392726,-0.3232477,1.7646334,-0.31218284,0.26397184,-0.7750352,0.50554246,-0.7931781,1.8488187,-0.25693178,-1.220665,0.79429394,-1.1659908,1.3165379,-1.2510456,1.5765089,1
TCGA-B6-A40B-01,-0.5649046,0.89327663,-1.4849355,-0.30085033,-2.1288795,-1.1122853,-0.52678347,1.3755183,1.2747676,-0.47567096,-2.8860943,1.2875477,-0.8272747,0.86898106,0.45448145,0.50675404,-0.07447362,0.4483836,-0.22604342,-0.7694359,-2.25646,-0.48311147,-0.3792242,0.60410607,-0.6576563,-0.4915495,-0.81499195,-0.4404073,1.6959978,0.1656391,-0.53229725,-0.30389217,0
TCGA-B6-A40C-01,-0.33878958,-1.0714656,0.2656668,0.15652163,0.31502873,1.4701049,-1.3694917,0.25951296,1.1339567,-1.2012303,0.8155774,-0.9810021,-2.0726614,0.63670963,0.5577695,1.5543318,-0.80172634,0.35941458,-1.174846,0.5491746,1.0119617,0.7974337,1.0885026,-0.16237687,-0.5286783,0.6384501,-1.6146003,-0.31814623,1.1832191,0.9755239,0.22701347,0.058095016,0
TCGA-BH-A0AU-01,-0.8444563,1.7137853,0.5644846,-0.032845963,-0.20470572,-1.781205,-0.047693327,-1.5290296,0.16966815,-0.25827813,-1.083841,2.646341,-0.07691873,-0.5534075,-0.62374765,-0.043585464,-0.59589374,0.5610001,0.36653385,0.20362125,0.031217653,1.234872,-1.565682,0.85265946,0.60734266,-1.4202007,1.9487548,1.4978786,-0.56698585,0.046046548,0.8396381,0.8513116,0
TCGA-BH-A0AV-01,-0.30695307,0.20608121,-1.4062434,1.9657108,0.6772487,-0.2099907,0.032083757,-0.043584175,0.8824492,-0.37812805,0.48344967,0.16362864,1.1647105,-0.47421724,1.5710235,-1.0849963,-1.0654039,-0.792909,1.555112,0.041734427,0.1483782,1.0813508,1.698517,-0.6648139,-0.43588495,-0.24925575,0.33103943,0.7569163,0.58230764,-0.48008585,-0.9095014,1.8923953,1
TCGA-BH-A0AW-01,1.1112363,0.6888781,0.20636852,0.6832849,-0.2719663,-1.6902982,-1.4523585,1.1308535,-0.5679475,-1.3853083,-0.5301157,0.15365075,0.31680784,1.170875,0.75303125,-0.017834911,0.24412528,0.67256767,-1.2819835,0.09054191,-0.96580184,1.3101013,-1.0792624,1.2745943,-0.5832835,-0.33968323,1.2219815,0.78100157,0.99162626,-0.8787964,-0.83305013,0.91061795,1
TCGA-BH-A0AY-01,-0.7116157,-1.3783447,-1.7550784,0.35253316,0.12701976,1.3452393,1.1676638,0.6334104,1.4522452,-0.4401082,-0.5120334,0.45277345,-0.86396706,-0.96050453,-0.49370039,-0.06321773,0.82593334,-0.7889486,0.5122929,0.29680327,1.1961893,0.94040936,0.53928083,-1.1458797,0.3856038,-0.19960225,-0.042372882,-0.56821144,-1.1346878,-0.62181973,0.6818636,0.61754715,1
TCGA-BH-A0AZ-01,-0.5818453,2.2771175,-0.075415775,-1.0430602,0.94357353,-1.2290049,1.1820322,-0.35875726,-1.3020004,-2.3282611,1.28265,1.8710766,-0.3822233,-0.07795218,-0.84375286,-0.47925314,-0.20195332,-1.2416683,0.069288224,0.06898056,0.5425337,1.2156818,0.7550814,0.68517053,-0.051965497,1.3429822,1.0521795,-0.0815,-0.69884914,-0.4367659,0.05149925,-1.1175547,0
TCGA-BH-A0B0-01,1.717466,-0.20853716,-0.26653627,1.2863954,-0.23858275,0.5480795,1.1489975,-0.5514961,1.2044947,1.8260715,-0.10510193,2.2247236,-0.28167447,0.24327596,-0.010202194,-2.0468793,1.3699334,0.6939055,0.013076794,-0.004348483,1.1719697,-1.2119784,-0.29806775,-2.1786475,-0.25204483,0.28873962,-0.68519294,-0.19723684,-0.05561944,-0.4973197,-1.2509718,-0.7505542,0
TCGA-BH-A0B3-01,0.8140805,0.5608347,0.06609075,-0.39617303,1.4779912,-1.9532491,-0.13399203,0.12753527,1.2727637,1.4118499,1.498196,-0.6743456,-0.57168716,-0.50707895,-1.6592661,0.100981385,-0.13166024,0.6321559,0.0059660617,0.07986605,-0.30191645,1.7199327,-0.034371264,-0.011655045,-0.38919342,-0.16647919,-0.52806664,0.3086662,0.07302728,-0.22951043,2.2287674,1.6244787,1
TCGA-BH-A0B4-01,1.6009401,-0.11806336,0.55417895,-1.4432926,0.90287966,-0.8979417,-0.18758258,1.0219307,1.506314,-0.8229103,0.28680766,-0.634876,0.8944193,0.42789096,-0.025374055,-0.18105839,-0.0538066,-1.4392309,0.57750803,-0.29666778,0.17603672,1.233049,-1.8984525,-0.8408746,0.10960144,-0.19449371,1.29465,-0.8042546,0.27437574,-0.5424204,0.29224065,0.10761355,1
TCGA-BH-A0B5-01,-0.81200093,0.3000137,1.3763378,1.1619388,0.1321937,1.9065835,0.5900954,-0.47949725,1.6626619,0.41022077,-1.0324073,-1.4936383,1.476536,-1.3276424,2.220032,-1.1336466,-1.3687152,1.625997,-0.36624867,0.4730246,-0.30865097,0.16577595,1.5597626,-1.3001599,-1.003265,-1.0953643,-1.5310116,1.2340841,-0.47781616,0.17752118,1.806401,-1.2492139,0
TCGA-BH-A0B6-01,-2.020117,-0.15332167,0.14672713,-1.3642184,0.69589347,-0.4213473,0.26419228,0.06647641,-1.0778345,1.5085974,1.3618836,-0.06578457,0.3639782,-2.236003,1.6161803,0.5175906,-0.060654115,0.8511908,0.40797502,0.7874184,-2.191953,-1.0990987,0.4958358,0.7576755,0.44639608,0.7894715,-1.1795855,0.5085283,-0.8057277,0.40118974,1.0305613,0.12080601,0
TCGA-BH-A0B7-01,0.10998358,2.2190144,0.41565955,0.18741696,0.21304297,0.25274855,0.9860622,0.4335022,-0.7258845,-0.21470644,1.6417676,-0.112236716,-0.06364927,1.7045119,0.9196061,-0.6596656,0.5458783,0.86811197,-2.4560568,-1.320351,0.48556668,1.1378793,0.9222953,1.0841873,-0.137972,-0.17760213,-0.15826812,2.3609061,-0.029831069,0.5182114,-0.20195007,-0.92046803,0
TCGA-BH-A0B9-01,-1.7091087,1.3517661,-0.54600734,-1.3716232,0.3089738,-1.1657834,1.3974899,1.1268615,-0.16428244,-0.2911173,0.71453756,-0.3558928,0.46693513,-0.11134966,0.10014666,0.55256873,0.15061952,-1.0249791,-0.79474247,-0.09293763,-0.64187735,-1.2618445,-0.8881004,-0.027913608,0.9890464,0.5251383,-0.62298644,0.52162296,0.6178563,-1.256278,1.0432945,0.606568,1
TCGA-BH-A0BA-01,-0.17893943,0.27085933,0.52967465,0.18142067,1.5967871,1.738173,-1.1185585,3.2703497,-0.4338416,1.0656593,-0.651301,-1.3123074,0.10355495,0.62941706,-0.42251593,0.20835358,-0.21600588,1.2913336,-0.12705024,-0.29789004,-0.7009195,0.24018717,-0.37231195,0.41025287,-0.9439587,-1.8041085,-0.2657706,-0.7311405,-0.9675205,0.42948866,-1.3778067,-0.5839089,1
TCGA-BH-A0BC-01,0.52031386,0.14955895,0.78788596,-1.6716143,0.8821282,1.238858,-0.39813322,2.2078605,-0.7899127,0.5727562,1.7718236,-0.05769863,-0.6071031,0.08115724,-0.028122708,1.7648149,-0.7586973,-0.6264309,0.8086455,-0.6378634,0.27717936,1.0541335,-1.2453548,0.22693741,-1.053407,-0.98613185,1.3130435,1.2756295,0.94033986,-0.1499533,-0.14172712,-0.21885441,1
TCGA-BH-A0BD-01,1.2309012,-1.2104167,1.4935397,-0.3523949,-0.06584481,-0.09465468,1.196886,0.6166744,0.12965105,-1.5895511,1.2619413,-0.34515944,-1.4341708,0.7064277,1.7509819,0.0032202918,0.4985279,-0.17738722,-0.32209447,-1.3337067,-0.6150298,-0.4049148,1.5074282,-0.539904,-0.22403955,-1.514119,0.49024338,-0.6546216,-0.0093835555,-0.11063383,-1.2441164,-0.5417336,1
TCGA-BH-A0BF-01,-0.88579816,-1.054077,0.7057259,0.9662367,0.9122818,-1.0496302,0.3544301,0.19024833,-0.5881248,0.9135982,-0.3116169,0.99717605,0.48726997,-1.4391725,0.0055205636,-1.5146341,1.6835752,0.7722296,-0.82586145,-1.3045042,-0.7433867,0.12421956,0.17230469,1.004777,0.7411047,0.5199782,0.7992116,-1.0897951,-1.2763712,0.017089335,1.7596551,-0.47131887,1
TCGA-BH-A0BG-01,-0.008467235,-0.19872701,-0.11981732,-0.5150855,0.8164738,1.9067167,-1.2659389,0.6699924,-0.2124762,-2.1452167,1.0425087,-0.9584363,-0.7471621,0.72628486,0.32229054,-0.48452365,1.2784153,-0.5469268,1.4322358,-0.036694147,0.40240848,0.35546368,0.5574609,1.1077089,0.6280017,1.1575394,0.113197625,0.018257748,0.667869,1.06517,0.98905385,-0.91824675,0
TCGA-BH-A0BJ-01,-0.80625194,-0.11371915,-0.6667237,0.32323533,0.8224902,-0.8619108,0.8302356,-0.24905205,-0.7447712,-1.3170998,0.6537596,-0.41584295,-0.43004546,0.867079,0.64879274,-0.75745875,0.06707379,-0.16433628,-0.6830039,-1.2107143,1.010322,0.07552689,0.27143925,1.15671,1.1246529,-0.09342833,-0.26725537,1.0348917,-0.6971901,-0.14476019,-0.5196999,0.14122419,1
TCGA-BH-A0BL-01,1.1830094,-1.2201744,-0.13564925,-0.11835761,0.53000003,-1.292379,-0.061849836,1.5448284,0.016167186,0.4908537,0.63857645,0.8799438,0.20083146,-1.2736905,1.1859397,0.3527946,0.7768754,0.022452008,0.68423724,1.3399069,-0.97540706,0.39735353,-1.824612,-1.27031,-0.6647487,-1.032608,0.091920614,0.5628897,0.80349874,-0.24248847,-0.34227687,1.1685191,0
TCGA-BH-A0BM-01,0.44408908,1.2631164,0.63184434,-2.9183128,-1.0177442,0.67579305,-0.8006336,-1.0734713,-0.07496789,0.5891508,-0.28510708,-1.4481055,1.7520413,-0.6015753,1.8504456,-1.3529812,-0.80169743,0.773607,-0.62233794,0.7667949,0.4755436,-0.338557,-0.56255937,-1.61659,0.20513935,1.3822608,-1.0840483,0.40502083,-0.397402,-1.4332068,0.11954445,0.10469681,0
TCGA-BH-A0BO-01,0.20617169,-0.6845915,-0.38665247,0.74524015,-0.020604257,-0.43379357,-0.82048136,0.1264838,-0.6833281,0.40452483,-0.018707303,1.1324621,1.4916174,-0.07877202,0.8038674,1.713079,0.22870332,-0.3338523,0.26248178,1.3699542,1.6312299,0.5714476,-0.12770787,0.37691078,-0.4420321,1.1530619,-0.18267536,0.06204641,-0.4032726,0.4588409,-2.0988293,-0.15998669,0
TCGA-BH-A0BP-01,-0.8657513,-1.1569355,-0.08311714,-0.78523016,0.010503377,0.7119011,1.364557,-1.1825458,-0.0028247684,1.5447097,0.20925498,1.8111109,1.1476859,-0.62365687,0.19723031,-0.40127045,0.5535018,-1.6386063,1.2432498,1.2204628,0.41609433,0.7822398,0.1507795,-1.7612884,0.91950905,0.28083953,0.7567407,-0.73333657,-0.7854804,0.023799712,0.17453513,0.7696452,0
