submitter_id.samples,dna_vae_1,dna_vae_2,dna_vae_3,dna_vae_4,dna_vae_5,dna_vae_6,dna_vae_7,dna_vae_8,dna_vae_9,dna_vae_10,dna_vae_11,dna_vae_12,dna_vae_13,dna_vae_14,dna_vae_15,dna_vae_16,dna_vae_17,dna_vae_18,dna_vae_19,dna_vae_20,dna_vae_21,dna_vae_22,dna_vae_23,dna_vae_24,dna_vae_25,dna_vae_26,dna_vae_27,dna_vae_28,dna_vae_29,dna_vae_30,dna_vae_31,dna_vae_32,label_dna
TCGA-3C-AAAU-01,1.3518935,2.002591,-1.1216822,-0.123000406,0.780134,-0.6272418,1.0079278,1.3114097,-0.30586055,1.0402975,-0.029640388,-0.35646325,-1.2657834,0.5925992,0.66317827,0.12941243,-2.025897,0.6892798,-0.83260095,1.8556094,0.20630093,-0.2723783,-1.3028952,-0.21088104,0.28669783,-1.1280185,0.20510352,-1.1493278,0.29074445,0.5359757,0.5194587,0.44685772,0
TCGA-3C-AALI-01,-0.26849866,-1.6323075,2.3019197,-0.3256343,0.067873366,0.19682848,0.3058018,0.9911022,-0.8889755,1.6161003,1.4022235,-1.3807958,1.4929775,-1.2001232,0.78327364,-1.4704529,0.96490973,-1.4588394,1.6789047,0.54135406,-0.4037734,-0.23575418,0.0072363215,-0.591425,0.5887492,1.2980182,-1.1193252,1.0436103,-0.73709965,0.27452663,-0.26265305,-0.7172505,0
TCGA-3C-AALJ-01,-0.5095533,0.2399837,-1.2814214,0.02227582,-0.8873317,-0.74330395,0.92041135,0.5164359,0.22835888,-0.6492634,-0.6930369,-0.6492641,-0.12854744,-1.1822776,0.54595345,0.481602,-0.91636103,0.289135,0.18332297,-0.60732186,-0.19551705,-0.81041545,1.4586692,-2.1282127,-0.17259687,1.3850489,1.797614,0.5188808,0.5609367,-1.2295835,0.41777456,-0.46022084,1
TCGA-3C-AALK-01,1.6190794,1.0261775,1.3044691,1.4229482,0.24274641,0.53368074,1.9611335,1.3880352,-0.92494184,-0.5290827,0.37543526,-0.4849313,0.69777626,0.27546722,0.04544703,-0.017742388,1.802431,-2.1845198,0.57032627,-1.2613664,-1.5320663,0.33964247,-1.2107716,-0.8652429,-0.61132455,-0.41668522,-0.8619305,0.72362703,0.46175715,1.313646,-2.0715115,0.162932,1
TCGA-4H-AAAK-01,1.5303364,-1.0688446,0.28888795,-1.2245239,1.768262,0.2952205,-2.0172436,0.43042985,-1.6028175,0.29214257,1.193556,0.30508244,0.61364156,1.7573092,0.426731,0.7501436,-2.7591212,0.12852587,0.8604761,-0.17044054,-0.57826704,-0.36991623,-0.56069994,0.35730505,0.24866313,-1.0655245,0.46397847,0.37904555,-0.3639325,1.2066547,-0.89133114,-1.2699242,1
TCGA-5L-AAT0-01,-0.92311746,-0.72722214,0.66372865,-0.91051674,0.23928553,-0.7456097,0.6176403,1.1111647,0.5670938,-0.722266,2.7768433,-0.37760422,-1.183068,2.0368977,-0.71487653,1.3144865,0.1558256,-2.277733,-0.37352,-1.2175374,-1.2885226,-0.11670804,0.2120995,-0.16171652,0.75190955,-0.22851858,-0.71541536,-1.8788846,0.8910659,-0.69247454,0.2511151,0.34081587,1
TCGA-5L-AAT1-01,1.0575835,-0.033920094,0.17000136,1.2529407,1.5263946,-1.5789145,0.8455434,0.98525923,-1.2227539,-1.2196788,0.6162001,-1.1428121,-0.055238746,1.7427508,0.7254027,-1.9045669,-1.1537642,0.75338906,0.24514876,0.092560574,-0.72642285,-0.8420492,0.04381021,0.36119592,-1.2655579,-1.0953704,1.2517344,-0.63631004,0.14077352,0.18800443,-0.10981055,-0.16321652,1
TCGA-5T-A9QA-01,0.23346142,0.31205788,-2.577236,-0.1650871,-0.24892366,0.16712469,0.1128265,0.15856008,-1.7149826,0.26771754,0.03488677,-0.43051037,-1.3071686,-0.9468572,0.8914981,0.2258867,-0.3251966,-0.87912834,0.99662477,-0.84915286,-1.0500755,0.036956847,0.2335729,0.63574505,0.42909554,-1.354167,0.82477695,1.5624129,0.5360305,0.6550725,0.5934071,-0.16333975,1
TCGA-A1-A0SB-01,1.5121481,-0.34156728,-0.69383174,1.7297404,0.21981657,0.81512225,0.12499779,0.34786958,-0.54043275,1.2573379,-0.23409617,2.1750412,-0.26661992,-0.15237127,-1.9169959,1.8030472,-0.28715762,1.7708262,0.5547555,0.75700057,-0.9403497,1.5957342,0.37158182,-0.73040825,0.14528443,0.76551795,-0.1759407,1.2556833,0.5434372,0.7528318,0.0009612364,0.76459575,1
TCGA-A1-A0SD-01,0.79592526,-1.4697589,-0.038697,-1.0565199,-0.39740205,-0.8594822,0.28893584,1.0656738,-1.2052895,-2.1090639,-0.029508414,-0.33659947,0.20088924,0.4292357,0.89802855,0.8410863,0.7845401,-2.4153695,0.82578415,1.314817,0.19867551,0.958932,0.9917977,1.5099963,2.1956518,0.33084825,-1.1583663,-0.36540788,0.5050391,2.8841453,2.6655486,-1.8188146,1
TCGA-A1-A0SE-01,-1.2181088,0.41691792,-1.6399531,-1.5785474,0.5664989,0.34710693,0.32869893,-0.3492482,0.8374693,1.098627,-0.06379269,-0.54168063,-0.67806834,-0.27903414,-0.7157845,-1.6097924,-0.71854514,1.2041802,1.0308158,0.4739413,-0.86222035,-0.529618,0.6554623,-1.7943106,0.77204573,-0.9839205,1.166933,-0.09882064,-1.3072301,-1.1200895,1.0776358,-0.28205144,1
TCGA-A1-A0SF-01,-0.33165467,-0.9258796,1.5692594,-0.50868195,-0.84349155,1.4145632,-0.4907015,-0.62813795,0.026093427,-0.31915456,-2.0824406,0.05996716,-1.6246805,-0.14957784,-0.025166642,0.5226947,1.4653715,-0.80945,0.23303027,-0.6912366,0.6473034,0.9305375,0.640657,0.7879913,0.15933706,-1.0596774,-0.7676962,-0.7088609,2.0101788,0.34767127,2.073141,-0.82353395,1
TCGA-A1-A0SG-01,-0.057481617,-0.71285695,0.75264263,1.4601338,0.45281205,-0.72959775,-0.81728345,-0.28993714,0.045926236,-0.5784922,-1.5064214,-0.19008014,-0.09157997,-0.06504453,-1.5163062,-0.19720882,-0.6201756,-1.2833103,0.35905978,-0.67952204,-0.24604934,0.95515984,1.5432212,1.2987677,0.7380774,-1.4911264,-0.29065388,2.1280189,-1.5286348,-0.101526275,-0.7956598,-0.40988773,1
TCGA-A1-A0SH-01,0.1863958,0.8818297,-0.075883724,-1.0115571,-1.7476958,0.0021812678,-1.152664,1.2851455,-1.0951246,2.3415434,0.32350832,0.5105603,0.510622,0.61167985,-1.6379759,1.128078,1.9120406,-0.12625071,-0.6974128,0.15896092,-0.1306072,-1.3936236,1.6127671,0.03902428,0.20513855,-1.2988087,0.569981,-0.0064482857,0.6300039,0.13507073,-0.073617935,1.5131055,1
TCGA-A1-A0SI-01,0.9214374,-1.4710287,0.38405406,0.31184217,-1.0382715,-0.6128931,-0.05733125,-1.1029053,2.454395,0.2610296,-0.350794,-0.52767205,-1.3613807,0.37301025,-1.2267973,-0.051409654,0.48369557,0.99625975,1.002751,-0.19471954,-1.7968326,0.11335696,0.3453366,-0.16246934,0.24169949,-0.9402937,0.20053099,-0.5994222,0.9683496,0.30005324,1.3422796,-0.3371769,1
TCGA-A1-A0SJ-01,1.4472288,1.6645554,0.6658194,0.9281196,0.511087,-0.5467465,1.2660061,-0.88246596,-0.71876466,1.3237122,0.71098846,0.2276541,-1.3540121,0.05312422,0.16422845,-0.59941435,0.5531586,2.5460353,-0.65740275,-0.33496985,-0.9500241,0.13763656,1.8442501,-0.14416559,0.24037431,0.32915157,-1.5961586,1.5671159,1.2091854,0.7947664,0.25027955,-0.2631082,1
TCGA-A1-A0SK-01,-0.27348545,-1.8002142,-0.7938184,-0.15731668,0.569177,-0.25609067,1.0779657,0.51289713,0.8218483,0.0808785,-1.0976841,0.12089641,1.1253287,-1.7674274,-2.181896,-1.2859244,1.1770651,-0.32986504,-2.0536847,1.4462022,0.1241251,-0.8250313,-0.1494911,-0.77268195,0.2580467,-0.49453372,-1.6138923,0.24457027,-1.5592113,-0.14832914,-1.1693091,-0.95128876,1
TCGA-A1-A0SM-01,0.21032587,-0.11030202,0.26316193,0.51791567,0.49196216,0.70537686,0.16972984,1.325815,-1.049791,-0.34263036,-0.29324678,-1.9737456,0.56244946,1.32471,0.36293307,-1.8566482,-0.37178177,-0.527553,-0.6383292,-1.4428504,2.2096171,-0.53293186,0.44068563,-0.3441898,-0.44799414,-0.9633397,0.4871758,0.18881851,-1.0667889,-0.68695104,-1.6016271,-0.35137975,1
TCGA-A1-A0SN-01,1.8443736,0.3053736,1.5946926,-0.14000152,0.48169163,1.6281277,-0.08188642,-0.13130109,-0.03303437,-0.8819826,-0.54964155,0.9845709,-0.058834475,0.45994136,-0.33409116,1.4954169,0.02542515,0.7987613,-0.22106466,0.58727807,0.4712918,-0.65790933,0.08533435,0.7807644,-0.3966887,0.850711,0.24251892,-0.34029746,-0.112307504,1.2661709,0.33740696,-1.499504,1
TCGA-A1-A0SO-01,-0.9282011,0.62621945,-2.2136755,0.27747372,0.7228633,0.058552653,-0.7198442,-1.2757262,1.4471196,0.9289245,-0.99974376,-0.16403557,-0.22990574,0.046603136,0.7549276,0.10884475,-1.7662401,-0.43558666,-0.61232865,-1.4384121,-1.2596452,-1.1261665,-0.77052075,-0.05014244,1.1783669,0.6074333,0.8522525,-0.1339033,-2.0702,0.921229,-0.7672794,-0.20263033,1
TCGA-A1-A0SP-01,1.2668499,-0.6608508,-1.7153574,-0.86302894,-1.0836376,0.7778489,0.2961365,-0.33014986,1.2653624,0.7735231,-0.4296765,1.4947178,2.03483,2.2471983,1.0578547,0.77558637,-1.3660768,0.95193607,0.99892,-0.03364019,0.15191618,-0.21193002,1.0553404,-0.0948782,0.016458184,1.8219233,2.197759,0.3923023,-0.57801056,0.10431005,-0.39698258,-0.60790163,1
TCGA-A1-A0SQ-01,-1.1491237,1.9226395,-0.5331864,-0.2074757,-0.29243186,-0.69416744,1.5100679,0.6481834,-0.8679021,1.5614278,1.310208,1.162807,-0.06816277,-0.67037123,-0.81847996,0.46909377,-0.29597002,-0.6419597,-0.59076166,-0.17654702,0.84036493,0.2800025,0.43935734,-1.2036082,0.085081376,-0.32709616,1.3514882,-0.28996104,-0.8234271,-0.8260856,-0.2554467,0.9025855,1
TCGA-A2-A04N-01,-0.86655116,0.24072109,1.7903332,0.79977447,0.6083179,0.12812175,1.2480555,0.672676,0.68767375,2.2779756,-0.9035488,1.0042783,0.06395419,-0.93730175,0.16202788,-1.0688181,-0.8015673,1.0515853,-1.1413668,-1.2076179,0.90232164,0.35540438,0.6812747,0.28303593,-0.35673958,-0.123455584,-0.27860975,0.81946445,0.4828093,0.24883874,-0.51950455,1.0518913,0
TCGA-A2-A04P-01,-2.1293747,1.065427,-0.9631229,-0.50008,-0.2427504,0.7236832,1.0646455,-0.6459737,-0.11398231,-0.5222549,0.8237369,0.40830806,1.3169504,0.96711576,-0.47186694,-2.6424952,-0.035094973,-0.0404625,0.9351798,-1.0825908,-0.6620953,0.5302417,-1.1976953,-0.14327419,2.5288885,-0.2668549,-0.7410936,-0.3198446,0.19163582,-1.2704116,-1.8443474,1.4927727,1
TCGA-A2-A04Q-01,-0.14850737,0.19354655,2.0403569,1.1349821,1.3829482,-1.9714019,0.19925947,-1.1523942,-1.7965328,-2.141363,-1.0940342,0.51843244,1.0171942,1.8933935,1.6490897,0.4590192,1.0952892,1.049974,-1.2008352,-0.41663548,0.5501647,1.3070031,0.6145079,0.07213884,0.33655408,-0.9305281,-1.2775065,-0.50884205,-0.21139666,0.4254564,-0.5076804,0.69727045,0
TCGA-A2-A04R-01,1.7384601,-2.1638765,0.16466852,-0.24044009,-0.6734091,0.15990289,-1.5032434,0.27268916,0.99449414,0.38722882,-1.0623884,-2.016333,0.97830385,1.0143368,0.7785945,0.7906269,1.0141897,-1.8932947,0.4733315,0.32034752,0.5967228,0.3085127,0.7518067,-1.0693725,-0.94560385,0.6647466,-0.3213219,-0.85994947,-0.04176179,1.1243795,-0.31028816,-0.7101312,0
TCGA-A2-A04T-01,0.29584476,-1.5128956,-1.3755962,-0.45232913,-0.27224866,-0.4237218,-0.46051788,2.2589734,-0.90464675,-0.4183799,0.69043785,1.3529868,-0.4186556,-0.6913037,-1.3979366,1.6043481,0.010280791,-0.5121013,-1.107832,-0.26202652,-2.3172276,-0.51280695,0.7979123,0.5979414,-0.99890935,-0.87619895,0.18268374,0.5278123,-0.82072705,-1.1479329,0.62201124,-0.3195817,0
TCGA-A2-A04U-01,0.3732598,0.15642709,-0.5767885,-1.337661,1.3045034,-1.1463889,-0.8737983,-0.22890943,2.3515267,0.7185289,-0.38179964,0.7821621,0.28500873,0.7936315,-0.16294077,0.9673132,0.35615677,-1.2099651,0.31364658,0.10988185,-1.4603283,-0.77062047,-1.57779,1.1577592,-0.043697715,0.33313844,-0.8719078,0.69413644,0.17654589,1.9112822,0.105947,-0.048700675,0
TCGA-A2-A04V-01,-0.7902837,0.7652268,1.6120096,1.6563345,0.10085621,2.187248,-0.3597559,1.2070692,-0.14421977,-1.0415541,-1.3948687,-2.5497668,-0.24061155,0.8796678,-0.74466884,1.6208558,0.06618545,3.2925074,0.7747874,0.5327444,0.5169556,0.37589887,-0.25128862,-0.9161106,1.6108977,1.3052468,-0.95548385,-0.72862375,0.6897174,1.6064914,-1.0065212,-0.13912985,0
TCGA-A2-A04W-01,0.31697392,0.5070195,-1.0192137,0.38713405,-0.12091088,-0.19495052,1.2857784,-1.1879818,-0.5007344,-1.0225136,-0.20603932,0.099081784,2.1800606,-1.2034466,0.22029886,0.13411425,0.08509776,-1.108199,0.28907385,1.674068,0.75426453,0.8008325,-0.5275964,-1.7257457,1.7240617,1.6411871,0.35478845,0.094435565,0.12126488,-0.17148809,-1.0924747,0.94997394,0
TCGA-A2-A04X-01,1.4464246,0.83877766,0.65473634,-0.5449586,-0.8952099,-0.0037550456,-0.992861,0.07209341,-1.7013718,0.25980085,-0.81192464,1.304851,1.1177524,-0.52666485,-0.6714562,-1.6684878,0.4580536,0.7941927,-0.024862563,-0.08269404,0.4133449,-0.1980425,0.49255174,-0.37758076,0.0006887322,-0.5522467,0.53521085,0.814665,-0.04568459,-0.84350544,-1.6191705,-0.09184692,1
TCGA-A2-A04Y-01,1.4752086,0.14700614,-0.37365645,-0.715111,0.4529564,-0.8881279,-1.2175441,0.789479,-0.94481343,0.53085774,-0.38013312,0.6486677,-0.65883577,0.82796824,-0.15815294,0.933759,0.07650974,-0.9960063,-0.0658527,1.1763718,-1.7273216,0.3876894,-0.8716701,-1.2178276,0.33584183,0.6590697,0.29864687,0.4558733,1.0293761,1.0917382,1.4298229,0.18460143,1
TCGA-A2-A0CK-01,-1.1824858,0.48333427,0.35042158,-0.62126344,-1.2556958,-1.7172024,-1.1645383,-1.1075292,1.7551886,0.1412099,-0.44630826,0.16014285,2.0610616,1.7448143,-0.7279852,0.9219765,-0.79922295,-0.21486397,1.6951354,1.2032485,-0.06614344,-1.155992,-0.17319569,0.27473992,-1.787508,0.7297156,1.0628482,1.8604236,-0.65809506,1.3822458,1.2625811,-1.1410882,0
TCGA-A2-A0CL-01,0.15562005,1.7667869,0.97441155,1.760473,0.6639077,0.40948814,0.1400131,-0.18010043,0.51388484,-0.94183415,-0.7303581,0.20838977,0.2885663,0.7045314,0.38987452,0.41674083,0.5044563,1.0211703,-1.4026498,0.24050638,1.3443067,-1.1610519,0.94725454,-0.032652657,0.43678457,-0.36489603,0.35679176,0.35730657,-0.29635572,-1.6191189,-1.062493,1.2720226,0
TCGA-A2-A0CM-01,0.3182864,-0.5525622,-0.21388514,1.1763887,1.3889433,0.13094057,-0.19689226,0.8776397,-0.083484806,-0.22047423,0.052762035,-1.5212612,-0.71904886,-0.15977661,-1.7812488,-1.8727595,1.2645144,-0.15294167,-1.4042605,-1.0113282,1.2895843,-0.3290699,0.055982575,-0.47922882,0.48752445,1.4914365,-1.188263,-0.90680104,-1.0378975,1.4804965,-0.66926795,-0.56385064,1
TCGA-A2-A0CO-01,0.20149472,-2.2040045,-1.9477246,-1.3873936,0.3526852,-0.43506345,-1.194135,-1.4558462,-0.2241187,-0.05167535,-0.7609637,-0.85944843,-0.1992367,0.6494856,-0.9891976,-1.0747622,-0.37012163,-0.61024874,1.1543434,-0.99122447,0.7131761,-0.7288273,-0.3249837,0.2113162,-1.6600194,-0.4901154,-0.6639574,0.7647431,-0.556472,-0.60247016,-0.4522862,1.7663316,0
TCGA-A2-A0CP-01,-1.1772622,0.7590173,-0.6414186,-0.31005523,-1.05207,1.1180011,0.7175579,1.0457618,0.69321984,0.09385505,0.5488425,-0.17518844,-0.50702214,-2.1137097,0.06414949,-1.4433509,0.89713556,0.7895704,-0.913733,1.7869276,1.8924927,-0.2368314,-0.79300356,-1.3330148,-1.1129605,-0.9640701,0.4909218,0.29345194,1.3819692,-0.7558459,0.013663726,-0.6192137,0
TCGA-A2-A0CQ-01,0.5608447,0.9659514,0.05444382,-0.9836888,-0.4278687,-1.4472668,1.7162832,-2.5855443,0.09971815,-0.27819678,1.41394,-1.4499059,-1.7108477,0.90743047,-1.5652294,0.56044626,-2.6923645,1.3447475,1.0148783,-0.61456585,0.30415303,0.862017,-0.73063457,-0.5219791,0.11272006,1.3107234,-0.06909109,-1.553093,-1.745563,1.2677531,0.46892968,-1.2783024,0
TCGA-A2-A0CR-01,-2.5290213,-0.07495491,0.44174162,-0.47019842,0.6275435,0.49957156,0.29278836,-0.7499189,0.7830352,-0.17866194,-0.60146344,-0.49976853,0.75113654,0.734377,-0.827499,0.7400485,-1.0265903,-0.106375,0.75491506,-0.8817663,-0.33987835,0.7325779,-0.84060454,-1.1211183,0.34872434,1.0209838,3.3817122,1.1455722,-1.2970157,0.6625734,-0.013819396,-2.0525615,0
TCGA-A2-A0CS-01,-1.2918931,-1.3283542,-0.7580079,-1.9280796,-0.5723522,-0.6603754,-0.7588843,-0.5421421,0.69636834,-0.8243927,0.3264525,-0.37266073,0.04149323,-0.44509304,-0.14028634,-2.1612983,-0.05693632,0.13744445,0.65270174,0.5002477,-1.4754959,-0.8078667,0.92242634,0.5949363,1.7560331,-0.9843228,-0.8513815,-0.24394108,-1.3307941,0.6885316,0.23429847,-0.6881213,0
TCGA-A2-A0CT-01,-1.8920674,-0.50818455,-2.3675733,1.6660095,-1.1583208,-0.5190541,-0.6630346,0.06369586,0.7026728,2.3919678,1.9386883,0.79446113,-0.9956423,-1.3271575,0.039623845,-0.8222495,-1.6964316,0.62860405,0.6680114,-0.72890353,-0.56650233,-0.63332236,1.5307194,-1.4676845,1.3869404,0.4680774,0.4217159,0.022606853,0.7074685,0.43576056,-1.0992477,-1.5112885,0
TCGA-A2-A0CU-01,1.7961208,-0.48525247,0.9242527,0.3026562,1.2904526,1.622301,0.04758592,-1.0404058,-0.36004987,-0.5342303,-0.44350213,-0.59750634,0.26362398,2.257257,-0.61616004,0.7709833,1.1779674,1.7492441,-0.23597528,-0.46569675,-0.022988021,-1.6786189,-1.0256807,0.4435308,0.5893482,-1.7539953,-0.96248436,-0.8671888,0.09189557,-1.4294375,1.4586592,0.8905315,1
TCGA-A2-A0CV-01,0.8353178,-0.6491077,-0.14113286,-1.2500792,0.33427384,-0.39304778,-0.34403026,0.6923869,-0.8536881,1.4343894,0.125191,-0.06584678,-1.1885707,0.41727114,0.99998933,-0.29829067,-2.37237,0.354142,-0.75434685,-0.08748443,-0.8933521,-0.57140607,-0.13006976,0.68535864,-1.6087905,0.86034876,0.8421459,0.5740891,0.37481347,-1.997723,0.119475536,0.20103548,0
TCGA-A2-A0CW-01,0.5212909,0.08608447,0.6300085,-1.4396719,0.6017693,-0.69065416,1.2817605,-0.5400639,1.6738067,0.7908608,-1.7784041,-0.36568928,-0.65199524,0.53566515,-1.1699458,0.8947493,0.6635797,-1.057037,2.3645499,0.6621472,-0.54002917,0.29771268,-0.46333352,-0.36062476,0.5053944,-1.9828867,-1.270534,-0.91382647,1.6186824,0.17869972,-1.4760647,1.6708373,0
TCGA-A2-A0CX-01,0.033359338,0.5199852,1.0210875,-0.46712437,-1.1602956,-1.8125919,-0.67599374,0.08387792,-0.16613473,1.5642782,-1.6064552,1.22269,0.17142273,-0.10134774,1.1446617,2.0516968,-0.6378069,0.18451776,0.93247396,0.776932,-0.88487893,0.1604423,-0.15127861,-0.5182654,0.034733642,0.43312973,-2.0818746,1.5479393,-0.9120029,1.1725767,-0.42457992,-0.7919073,1
TCGA-A2-A0CY-01,2.042088,0.8527055,0.5481669,-1.2897291,0.6088869,-0.50455594,0.109699026,-1.0719231,-0.8214888,1.6925083,-1.8799449,-1.5294936,0.32014546,1.7746135,-0.85100967,1.1070839,0.3954159,0.80188346,1.2145089,-1.8964646,-0.4731092,0.4138256,0.23253694,1.1301432,-0.3915594,-1.0036241,0.08297313,0.508787,-0.07855573,1.5847718,-1.6126566,0.453393,1
TCGA-A2-A0CZ-01,0.93765527,-1.5084482,-0.2834255,-0.55522,-0.31664544,0.20539084,0.048535746,-0.39489374,0.7149528,-0.9180237,-2.9537764,-0.5405502,0.34662977,-0.93127644,0.13440669,-0.1874772,-1.1225479,-0.5221131,0.034436107,-0.3051359,-2.882479,1.0432106,0.8730614,-0.63209116,-1.5194453,0.5119784,0.6908504,0.14870253,-1.0084217,1.4535621,0.9773075,1.596728,1
TCGA-A2-A0D0-01,-2.1718225,-0.15417564,-1.2770869,1.009399,1.6863581,1.2529979,0.3760799,0.9902467,-1.8004057,-0.68756443,-0.95015275,1.1870266,0.37999144,-0.786644,-0.96442866,0.1616971,1.0105373,-0.4249482,0.8132679,1.3546304,0.750415,-1.3821902,0.6241386,-0.595531,-0.7440142,-1.1881696,-0.21052556,0.5206455,-0.55702835,-0.6603925,1.5805411,2.328114,0
TCGA-A2-A0D1-01,0.043789193,-0.5642549,-0.9454983,-0.26430038,1.0138718,0.49616846,0.3105299,-0.13911615,0.66521317,-0.7568966,-0.13827659,-0.50357705,1.7623512,-0.57924294,-0.81075114,0.115304306,-1.014817,-1.2530879,1.513493,0.93772006,0.221069,1.3606656,-2.25355,0.061132684,1.4971238,-0.9103408,0.26475263,0.51821876,-1.6549875,1.248451,0.58900124,0.23329097,1
TCGA-A2-A0D2-01,-0.45977658,-1.5907202,-0.11563826,0.2026215,-0.7408156,0.690842,-0.5031966,0.6846184,0.46654353,0.3993466,-0.06542653,-1.0975115,-0.88551116,0.069532536,-1.5141153,-0.002912797,-0.13064119,2.963032,-1.4422815,-0.2898056,0.66498846,0.31124946,-1.1209714,0.9157282,-1.9187257,0.99607205,-0.13747822,-0.33576253,0.7352437,1.6332775,2.0072665,-2.414777,1
TCGA-A2-A0D3-01,0.5976336,-1.130932,0.15763856,0.07902657,0.6491657,0.252611,-0.88299423,-0.32582968,2.521606,-0.19536582,-0.8559009,-0.38536656,1.1718366,0.5450673,-1.1964035,-0.026532736,0.11448661,-0.77351964,-2.219913,-0.19788577,1.0963496,-0.13160996,-0.036085002,0.023672467,1.6611259,-0.9738987,1.1580838,1.5249124,3.8298857,0.8891103,-0.88562846,1.9288211,0
TCGA-A2-A0D4-01,0.08631864,1.3360342,-0.307359,-0.60882574,0.41589987,-1.581917,1.0987093,0.24212897,-1.069118,-0.00030950014,0.78853214,0.24751428,-0.855868,0.032078724,1.8795047,0.6700713,-0.111532465,0.7078347,-2.209074,-1.1539087,-0.6237678,-0.8748492,-0.504361,-0.1518637,-0.11893889,0.7945628,-1.4498297,0.9480426,-0.15798606,-0.46777695,-0.99416333,1.2198758,1
TCGA-A2-A0EM-01,0.6454315,-1.2275633,-0.46945953,0.31992936,2.0534713,0.5737875,0.10894631,-1.0173113,-0.24228086,0.28110945,-1.6815445,0.511592,-0.3186974,1.0728419,-0.6759174,-0.48926172,0.10530584,1.8804128,-0.36562434,1.1533618,0.88084424,1.1334634,-0.14147186,1.1887755,0.36451283,1.1522247,-0.28306335,-0.4268563,0.8604206,-0.6426434,0.7837254,-0.17125367,0
TCGA-A2-A0EN-01,0.8048273,0.49052346,0.7084146,1.9139102,0.014530406,1.4818857,1.7950785,-1.6507208,0.5169862,-0.22710931,-0.96634716,0.96898854,-0.89594465,-0.18491295,0.7499352,0.8198561,-0.41343692,-1.0231055,-0.5370734,0.16768728,0.59937215,1.2661278,0.09993711,-0.17626882,0.8553094,-0.30253658,1.4855376,-0.75123835,-0.7841023,1.8240347,-0.35148168,-2.4052684,0
TCGA-A2-A0EO-01,-1.0101119,0.6383864,-0.2187803,0.55678743,0.90301955,0.17637369,-1.7486154,-1.0498092,-1.8882968,1.4638596,0.28564507,0.004832023,-0.36777416,0.71001625,1.1165885,0.18686765,0.08050405,-0.033233512,2.4763627,0.15717563,0.120923154,0.2778833,0.095876895,2.0436559,-0.4293551,0.52850443,-0.9066392,-0.45520106,-0.29184934,0.11783234,0.48654994,-0.5334626,0
TCGA-A2-A0EP-01,-1.7274357,1.5459281,1.2974526,0.7487598,0.16643703,-1.3757377,-0.26011512,-0.16045521,-0.8811902,0.65486825,-1.5686808,-0.3581025,-0.7947199,-1.8776985,0.38728407,-0.85980844,0.6079436,-1.5079842,-1.0574038,-1.6662681,0.8075258,0.48619744,-2.1331842,0.39833468,-0.73423123,-2.4184992,1.856561,0.8705207,1.3302238,0.01388111,-0.3472294,1.6757454,0
TCGA-A2-A0EQ-01,-0.19094187,0.13960174,-0.6539479,-1.1012231,-1.3693688,1.0857121,1.1901743,-0.7236811,0.30838564,-2.5059943,2.2140214,-1.2589539,-0.5305862,0.73581725,0.4139523,-0.7010088,1.60133,-0.9466933,-0.5879809,2.210279,1.2178582,-1.2458249,-0.7461445,0.571564,0.48174348,0.5261869,-1.4435511,0.5976171,0.64764756,-0.023626646,0.21754657,-0.9879856,0
TCGA-A2-A0ER-01,0.51728475,-1.2567381,-0.02780559,2.021922,0.3328352,0.7136319,-1.0421536,1.4335284,0.24923892,-0.030015836,0.09805732,-0.97588193,-1.5185639,2.0589385,0.35152003,-0.24621595,-1.2574615,0.29484406,0.6208002,-0.63125753,-0.50684077,0.27914345,-0.6997848,-1.161701,0.44124502,0.7704707,-0.3119204,-0.81221277,1.5607527,1.2882218,0.25029442,0.019115172,0
TCGA-A2-A0ES-01,-0.5180446,-0.47945797,0.40389284,0.6079145,2.3515565,-0.23625764,0.87908506,-2.0416062,0.5379643,-0.33972818,0.6306041,-0.1221473,0.4885931,0.73230195,-0.97358227,0.09955428,0.74779946,0.56981903,-0.6797648,0.48342386,-0.15790775,0.9198175,-2.0490084,-2.2381268,-0.30687976,-1.6377554,0.20826724,0.4141833,1.5575951,0.58695936,0.8270741,-0.969032,0
TCGA-A2-A0ET-01,-0.5166985,-0.23391369,0.27140844,0.8193658,0.6658169,-0.037320793,0.7873874,-0.39597705,0.4836347,0.29450223,-0.5220214,0.62349033,-0.13588794,0.070156574,-1.1548396,0.65478384,-0.21635288,-1.0612582,-0.74250984,-1.1061579,0.457401,-0.5449696,-0.78040785,2.3413682,0.5466396,0.8038306,0.46936393,-1.5827721,-0.32349476,-0.93321955,-0.6132845,0.9971666,1
TCGA-A2-A0EU-01,-0.5625006,-0.38097626,0.65948206,0.0021558811,-2.2424533,0.9457879,-2.3194075,2.4206867,-1.1564358,-0.96124905,-0.9791221,0.14308521,0.3412512,-0.08064361,-1.5080003,1.9116402,-0.019250765,-0.87098074,0.7657625,-0.7903695,0.5872416,-2.2879746,0.6169077,0.021132356,-1.1114671,0.59703255,-0.735989,0.55138373,-1.3500819,-1.0629755,1.0211571,-0.4016179,1
