submitter_id.samples,dna_vae_1,dna_vae_2,dna_vae_3,dna_vae_4,dna_vae_5,dna_vae_6,dna_vae_7,dna_vae_8,dna_vae_9,dna_vae_10,dna_vae_11,dna_vae_12,dna_vae_13,dna_vae_14,dna_vae_15,dna_vae_16,dna_vae_17,dna_vae_18,dna_vae_19,dna_vae_20,dna_vae_21,dna_vae_22,dna_vae_23,dna_vae_24,dna_vae_25,dna_vae_26,dna_vae_27,dna_vae_28,dna_vae_29,dna_vae_30,dna_vae_31,dna_vae_32,label_dna
TCGA-EW-A1PC-01,-0.8547159,0.806297,-1.8003486,0.65768915,-0.95450485,1.4517968,1.6526406,-0.123636454,0.30824798,0.43299523,-2.133214,-0.8767972,0.55437595,1.0168747,-2.2015316,-0.9447316,0.40852022,2.986477,-1.1262797,0.44045267,-0.6937389,1.9001681,0.36903778,-0.8609951,2.840643,-0.27609822,0.7138295,1.2975775,-0.59047186,-0.21950535,0.33265677,0.35248116,1
TCGA-EW-A1PD-01,0.17980242,0.35343894,0.4288706,-0.49141398,0.22039178,-0.2545169,0.085799254,1.2054397,0.43393898,0.6875292,-0.25940305,-0.6520665,1.1025982,1.6694381,0.033413116,-1.3793863,-0.19253804,0.031137712,1.4308099,0.030690458,-1.2044755,-0.728588,-1.0051367,2.482624,-0.68755704,2.665719,0.23905142,-1.3604987,0.6242858,-1.4223474,-0.563419,1.5042486,1
TCGA-EW-A1PE-01,-0.39737165,-1.7675449,-0.4244768,0.49046868,0.86302716,0.5167537,1.0233651,-0.003052744,-0.98921186,0.059225336,2.7871103,-0.75737596,-1.1105789,-0.54553694,-0.8536101,-0.9364032,-0.5176384,0.27329865,-0.42303976,-1.5060595,0.30540374,-0.44558826,-0.2854665,1.3081197,-0.57988685,-2.2812252,0.10793721,0.085965015,0.24943884,0.587887,0.8086736,-0.53114086,1
TCGA-EW-A1PF-01,0.4910509,-1.4076447,-1.0339533,0.046210423,1.114562,-0.009598621,-1.8531078,0.4712039,0.07390721,-0.21065629,2.8970299,-1.5399575,0.33258417,0.2645362,0.6386455,0.15317428,0.5327924,1.6797487,-0.94058675,-0.8209105,-1.1484917,0.7825776,-0.5452291,1.0186632,-0.54783463,0.6398915,-0.20633699,0.6545523,0.40991017,0.9762086,-0.7847026,-0.8451813,1
TCGA-EW-A1PG-01,-0.4399364,-0.61412686,-1.6982849,0.03409303,1.4464765,0.8494006,0.32138968,-0.09231113,1.0649925,-0.54745317,0.47944763,2.349907,0.77678615,2.355329,0.9864067,0.22580326,-0.38993064,1.0338155,0.77164966,0.023605186,-0.3387973,0.20993008,-0.3726595,-1.0273935,-0.67543596,-1.0077572,0.27027932,0.2997256,1.2012626,-0.97127503,-2.0330684,-0.5959471,1
TCGA-EW-A1PH-01,0.03228739,1.1489974,0.80739486,1.2639797,0.062226035,2.0158765,-1.0867045,2.4403424,-0.41336626,2.035527,0.14379805,2.34897,-0.9505864,-0.61564416,1.0976157,1.1854056,-0.8832497,0.22546788,-0.22852205,0.52709866,-0.89484406,-1.1717123,-0.5072928,1.0562664,-0.37514517,-0.44174483,-0.008391532,-0.6522425,2.0189095,1.2114775,0.13234444,-0.15975802,1
TCGA-EW-A2FR-01,-0.17535478,0.3849812,-0.3911046,0.8683987,0.92337906,0.9089758,-0.79928374,0.87982905,0.4762524,0.05024475,-1.08645,-1.1192393,0.78743225,-0.66686743,0.71692145,-0.51392245,0.15868233,-0.16813464,1.4902065,0.80556905,-0.74242955,-0.3805522,-0.1358588,-0.2965235,-0.9858797,-1.1268563,0.48183465,0.63509727,1.2384679,-0.61141974,-0.0299677,-0.2863995,1
TCGA-EW-A2FS-01,1.0049331,0.90379673,1.2386785,-0.03649827,0.5762488,1.38983,-1.3295716,-0.10363825,-0.17695382,0.71211916,-1.2899023,0.19969945,0.07959455,0.4859486,0.6287119,0.9530182,-0.19142728,1.2785878,-1.8133466,0.7862373,-1.0694429,-0.0044575483,-0.7360735,-0.9683621,0.4416382,-0.6423833,0.7870186,-1.0020136,-0.5427572,0.18114899,-0.8171344,-0.20836478,1
TCGA-EW-A2FV-01,-1.2053409,-0.4310491,-0.5153706,-0.38520318,-1.6234593,0.2373085,-0.11644666,1.7317718,1.6160079,1.1743708,-1.3429679,0.075998746,0.47979885,2.5830784,-0.004349641,-1.4252591,0.29989415,-0.12791786,-0.3010983,-3.3657067,1.5858703,1.9777106,-0.08419588,0.80274904,0.50148195,-0.2045033,-0.037313774,-2.3215644,0.39617226,0.5032803,1.4128665,-0.6609209,1
TCGA-EW-A2FW-01,-0.199035,-0.73449117,-1.0864465,0.565536,-0.5252757,0.3953371,-0.30259246,0.43143606,0.21443394,0.7399457,1.8884553,0.54742724,-0.75036055,-0.76816785,0.65507793,1.7146609,-2.6665635,-0.4992707,2.2878711,-0.24624163,-0.46739373,-0.22712782,-1.541416,1.785061,-1.1861517,1.6683657,0.7898182,-0.16775692,0.118790574,0.8451161,-0.38032523,0.36394587,1
TCGA-EW-A3E8-01,0.19532987,-0.176367,0.5935553,-0.08087813,0.06033521,0.5279918,-0.9628565,0.6694255,0.3858178,0.68605685,-0.4531221,1.9537075,-0.53845257,-0.58794045,2.7018776,0.581677,-0.4768961,-1.4347843,-0.8027811,-0.94748044,-0.8128665,2.4188826,-0.62237656,-0.82872623,0.96999025,1.3403687,-0.24606062,-0.34369275,-0.038778096,1.3930012,-0.41542983,-1.4796371,1
TCGA-EW-A3U0-01,0.71802205,-0.20660156,-0.8538569,1.2984618,0.07901074,1.9035138,1.844742,1.6008434,-1.7355468,-0.6111276,-1.2504483,-0.27700332,0.87292135,0.05713196,-0.10451759,-0.8139758,-2.233382,-0.47303888,-1.1898321,-0.96192265,-1.0081353,-0.34079558,0.33795628,-0.5374422,-0.08275312,0.41308233,0.8003036,0.48028472,-2.834519,1.4084439,-0.20423491,0.7519049,1
TCGA-EW-A423-01,-2.8230124,-0.18281685,1.7292665,0.48826197,0.22645128,2.2426202,-0.4716378,0.77473277,0.09251571,-1.0994598,0.44519252,0.8142379,0.3987027,1.4855957,1.2116553,0.06582087,-0.46431598,-0.30916616,-0.052216917,-1.3534174,-1.8172393,-1.0761508,0.26761693,-1.6338433,1.4042315,0.6508355,-1.6004276,0.6555497,-0.039455604,0.18724163,-0.87636966,0.95514196,1
TCGA-EW-A424-01,-0.23703165,0.07735845,2.0365512,0.14100727,-0.2510909,-0.27559167,0.0874948,0.058446124,-1.2404103,0.05024785,1.5018901,0.6823973,0.60326165,-1.2554439,-0.56650394,-1.2939482,-1.434117,0.13056386,1.139787,-0.45913753,-0.973967,-1.0562636,-1.1776253,-0.5751713,-1.2403502,-1.4421387,-1.7003056,-0.19098325,-0.7202375,0.2908888,-0.16330187,-0.7215851,1
TCGA-EW-A6S9-01,-1.468878,-0.48905146,1.0244008,1.3683923,-0.042996228,-0.3487631,-1.4362586,0.50370395,0.83174664,-0.12109101,-0.014200459,-0.1990578,-0.06040787,1.158806,0.21499094,0.7126426,1.008635,1.6040457,1.4986484,-2.282268,-1.1090275,-0.15904358,-2.7157288,0.79358554,2.030896,0.28670797,0.49292594,-1.2836244,-0.4795698,0.62156785,0.46271467,0.87683135,1
TCGA-EW-A6SA-01,0.99576795,-0.2522849,-0.7335468,0.10743324,1.4416863,0.2528782,0.34739462,0.873277,-1.0655257,1.882568,-0.43176436,0.23232546,-0.9735972,-1.1917613,-2.854463,1.2277548,-0.7827816,1.6594125,-0.10315971,0.6379943,1.3667047,0.7199242,-0.2386966,2.2517176,-0.27451643,-0.27648416,2.2874732,0.7706308,-1.8977252,0.28351596,-0.068968445,1.3867886,1
TCGA-EW-A6SB-01,0.21830456,0.8436762,2.4048626,1.1528316,1.7955885,0.34471282,0.1301177,-1.1400746,-0.41564655,-0.15031421,1.8139409,-0.056091353,0.78034073,-1.3559027,1.077342,-0.076857015,0.13383096,-1.9933854,0.29429114,0.32918897,0.16727948,0.11667311,-0.74696285,-0.5385483,0.12421425,1.169328,1.9255098,0.08526396,1.3467336,-1.0355085,-2.3020093,1.4815078,1
TCGA-EW-A6SC-01,-0.3806311,0.27643245,-0.3935455,-0.3083643,-0.44882184,0.13471386,0.21928325,-0.26387647,-1.1384529,-0.2158404,-0.15173991,-1.237807,1.1633257,0.11755762,1.8591268,0.37585682,-0.5894939,-1.1681812,0.089400835,-1.0352778,-0.44778058,0.2766812,1.5089259,-0.4098858,-1.8927456,1.1107781,-0.99770236,0.40144375,1.0856941,-1.0225872,0.4627476,-0.13021484,1
TCGA-EW-A6SD-01,-0.55813396,-1.9588807,0.77280104,0.476818,0.059996337,1.4701096,1.4035417,1.0933073,0.93909585,2.4233365,1.9166414,0.53397405,-0.092942506,0.90357846,1.7791859,-0.40933347,-0.62248,-0.2600175,-0.13319167,0.25705194,0.049508765,-0.61690897,-1.4291505,0.30558106,0.6805107,-0.23483916,0.099800944,-0.038784806,-0.1575654,0.28528684,-1.0543461,1.6505723,1
TCGA-GI-A2C8-01,-1.2147613,0.5790035,-0.15859476,0.9593637,-0.50602293,0.6540882,-0.34665945,1.1835668,0.69268614,-1.6392139,-0.3906182,-0.94520736,-0.7325349,-0.44449845,0.061330415,-0.6599981,0.28168032,0.7884062,-0.12316488,-1.4167565,-0.09815499,0.73063546,-0.1714257,-1.3042266,0.42077875,-0.67422736,0.6111414,-0.9474865,0.120771125,1.8474472,-0.47806782,0.187058,1
TCGA-GI-A2C9-01,1.0336871,0.43130973,0.07376438,0.14935893,0.20781583,-0.92846054,-0.12423366,0.4368153,-1.4004929,0.5766158,1.2338367,0.24167061,0.19587152,1.5910702,0.7052346,0.74589497,-1.4358789,-0.39559853,-0.9471348,1.0603762,0.054219663,0.9475666,1.5701045,-0.78705764,0.18582694,-0.3968269,0.057775617,1.3908823,0.5724473,-0.3910415,-1.5596408,-3.2220545,0
TCGA-GM-A2D9-01,0.39372447,1.1700364,-0.3486902,-0.38711357,0.40224975,0.38840723,0.69172245,0.9820828,0.8108144,0.19371884,1.1470115,-0.54103744,-1.0736855,-1.3321038,0.487299,-0.6628114,0.817128,0.50734276,-0.15745194,0.36348122,-0.76641285,-0.96372646,-0.44888255,0.27047223,-0.20235763,-2.6837282,-0.55543023,0.6040929,-1.3006362,-0.5620116,-0.8623309,-0.07495245,1
TCGA-GM-A2DA-01,0.83954465,0.44108677,-0.37384927,1.8760535,-2.3303254,-0.12548938,-1.4181646,-1.3145323,-1.2311239,-0.05683201,1.1102921,0.8796405,0.33759403,0.86850977,-0.98458344,-0.032582548,0.8282442,0.6050498,0.73443806,2.031827,-1.3286422,-1.220412,1.0871118,0.62532675,0.66822803,1.5592921,-1.116362,0.21660453,0.59688115,-0.102253385,-1.3502598,-0.23221862,0
TCGA-GM-A2DB-01,-0.73417336,0.21700108,0.3494252,1.5657835,-0.63890135,0.92107415,-2.1577568,-1.4415901,-0.58704966,0.29136404,-0.42256787,-0.5574846,0.884122,0.63129705,-2.29938,0.45434418,-0.09935816,1.4587193,-1.1537145,-0.66906464,-1.1042482,-0.37516215,1.255077,0.5013693,0.42803127,-0.29320422,1.4262367,-0.27636302,0.29378816,-0.8533885,-0.5230467,0.9196894,0
TCGA-GM-A2DC-01,1.3278791,1.4016514,0.6204759,-0.6999711,-0.10860175,-0.71475005,1.025153,-0.46433052,-0.740143,-0.015444127,-1.4236841,-1.3075309,-1.5742518,1.9686396,0.1494752,1.5391879,1.452805,-0.8416367,1.0009836,-0.6870988,1.1193088,-2.1970193,-0.3437378,-0.006678511,0.117663994,1.0465486,-0.4629859,-1.6004304,-1.0723122,-1.2827599,-0.3276152,-0.45635915,0
TCGA-GM-A2DD-01,-0.38534847,-0.83223253,-1.1384194,1.7285126,0.96688545,0.55144304,0.6028265,-0.92555034,-1.8665956,-0.020479226,2.5024235,-1.8859273,-1.0775465,-0.6148009,-0.3333363,-0.53944975,1.0727856,-0.62944573,1.7091306,0.39427984,-0.7027452,1.511869,0.57350457,-0.8092137,-1.080543,-0.40376338,0.61363363,-1.6632192,-0.40426216,-0.18406016,1.4140264,0.9958054,0
TCGA-GM-A2DF-01,0.32511044,-1.7849722,-1.2642367,0.237745,0.7093502,-1.7351695,-1.5325891,-0.42408222,-0.16817984,0.69297427,1.089793,0.6403805,0.4682762,-0.73252434,0.7802496,-1.4549319,0.54588205,-0.21542765,-0.80848086,-0.14094132,-0.094730616,0.3763653,0.22132394,0.46469694,1.0011649,0.35146597,0.5671194,1.905627,-0.069113754,0.55074656,-0.021598093,-1.0034856,0
TCGA-GM-A2DH-01,-0.5918302,0.7469704,0.27356192,-0.4625624,0.9108041,-0.79882026,1.2233951,-0.16398956,-1.1445767,-1.1122872,0.50105613,-0.05417502,0.43624833,-0.4590086,0.1891451,-0.6611648,-0.5130625,-0.20438372,0.2376534,-0.6258902,-0.08453582,-0.8900567,0.864041,1.1878445,0.7926151,-1.79258,1.5125078,1.1053668,0.0604697,-0.34844157,0.57511955,-1.8159022,0
TCGA-GM-A2DI-01,1.3175352,0.71514565,-0.76149565,-0.05891148,-1.1128442,0.26256642,2.4634264,-0.9109486,-0.57497984,-0.13691932,-0.90541494,0.6707812,0.7440741,0.1757669,3.3666275,-1.2928637,-0.29690632,-0.6318631,-2.1863062,0.37634256,-0.9108052,-1.152188,-0.46587518,0.80009353,0.5831919,-0.89391047,-0.62170947,3.0287843,0.3790091,0.80109304,-0.5838612,0.16191806,0
TCGA-GM-A2DK-01,-0.066463545,-0.31740892,-0.5703508,-0.68711096,-1.1722339,-0.5928649,0.6041618,-0.111480415,-0.6471804,0.5544773,-0.0182653,-1.7593141,-0.48454824,0.02698831,2.367337,0.47534588,-0.6351403,2.6739283,-0.52926666,0.1895036,-0.4880014,-1.0013316,-0.1917553,-0.4181801,1.3599813,1.2272679,1.583097,1.5446538,0.063985005,0.6444447,-0.5489536,0.94073397,0
TCGA-GM-A2DL-01,-1.1355945,0.017589182,0.28751338,0.717926,-1.3350602,-0.24542323,-1.0673854,2.2639554,-2.3696737,0.49233264,1.6233419,-0.7962435,0.35925025,0.5045943,0.8965743,-0.54142946,0.46315005,0.8303201,-0.7978449,-1.9669868,-0.097337,0.11624048,-0.9080784,0.35429975,0.19479978,-0.3982078,-0.10232094,1.7794576,0.75333136,-1.1894022,-1.2117776,-1.111066,0
TCGA-GM-A2DM-01,0.5610139,-2.0542674,1.0413024,-0.34798843,0.33938748,-0.08974222,-0.6643409,0.14820564,0.7569205,-1.7170956,-0.22456688,-1.7954123,-0.4227979,0.7165639,2.0411832,-1.661006,1.3153133,-1.763674,0.89774454,2.2510555,0.57180935,0.22285739,0.8143381,-1.5928978,-1.3675685,0.55003345,-1.2645819,-0.54434466,-1.6750001,1.0019699,1.2970802,-0.5308346,0
TCGA-GM-A2DN-01,-0.22923167,-0.8838246,1.7844874,-1.6325681,0.3117054,2.368894,-0.55258477,0.02298006,0.061483633,0.6962774,0.7381825,1.3086147,0.046314448,0.2601159,1.4932449,-1.6656917,-0.7306991,-1.6113303,-0.40548044,-1.3229246,0.4528344,-1.5558509,1.1934756,0.5818054,-0.0762881,1.3522654,0.10495054,1.1674304,0.4259621,-1.0297502,-0.050614763,-0.08300173,0
TCGA-GM-A2DO-01,-0.29710642,-0.67979074,0.21669218,0.86281633,0.81872076,-1.1476574,-1.9932587,0.087960124,-0.091611676,-0.067897104,-1.0162594,2.2319453,0.21657217,-0.5849238,-0.39812636,0.92501235,-0.54856133,-0.5483593,0.7146802,-0.23062971,1.0508572,-1.04952,-0.72956073,0.8312929,0.5296405,-1.5481889,-0.7794177,0.47139058,-0.09567766,0.51775867,-0.42240885,-1.0726045,0
TCGA-GM-A3NW-01,1.3835316,0.37592313,-0.33885977,0.39824548,-0.3231585,0.098359115,0.903913,-0.64093393,0.6618785,0.80218816,-0.3331071,-0.33555618,-0.8106382,-0.013863789,-1.1723251,0.17774099,-0.5133574,0.34759313,1.6992192,-0.16582823,-0.9765432,0.45076898,0.88933337,0.82748,0.77408874,1.6117442,0.64966434,-1.794413,0.5285799,-1.0633737,-0.37605178,-2.953666,0
TCGA-GM-A3NY-01,0.746203,-0.6523001,-1.2409682,0.06505162,-0.28654993,0.06366758,0.14146382,0.30406606,0.1848866,-1.276931,0.99155074,-2.8518116,-0.5402221,1.0964522,0.6310731,0.8966904,0.8953081,-0.029177815,0.7154146,0.31695423,1.0771309,-0.33816382,0.2851031,-0.2977836,-1.3570054,0.5951803,0.7346372,-0.20676492,-0.05384616,0.0534302,-0.647017,0.6509986,1
TCGA-GM-A3XG-01,1.4319369,-0.63946617,0.25793502,-2.5842543,-1.8791431,0.04163537,-0.37617075,-0.78948647,-0.43829176,0.1791127,0.27739632,-0.7081509,0.62896585,0.42730027,-0.9754083,0.067864485,-0.1642778,-0.8626877,-0.36389673,-0.6066662,1.0205061,-1.5236709,1.1836027,-3.282803,-0.43688774,-0.8982979,0.52149844,0.36026162,0.3171357,-0.34430748,-1.0767461,1.1736985,1
TCGA-GM-A3XL-01,-0.21410355,0.92381376,0.58637846,-1.0377028,0.5282452,-0.11869928,-0.85483885,0.0701247,-1.2154944,0.19453888,2.122661,0.9857057,-0.7755929,0.9340102,-1.7819645,1.5455897,-0.83640885,0.32632014,-0.042288028,1.5432216,1.1393638,0.42461622,0.35021675,-0.64635855,-0.35682347,-0.31246325,0.9724139,2.6059666,-1.0341325,-2.0603466,0.1752665,-1.399296,0
TCGA-GM-A3XN-01,0.5869669,-0.37614912,-0.7496037,0.19361342,-0.30239087,1.2402053,0.4606424,-0.5795149,1.805803,1.3857124,0.6955118,0.55811054,0.23833907,2.476893,0.4491133,-0.44788456,0.52155614,2.0764706,-0.4291642,-0.5601742,-0.44411978,-0.7400748,0.85567945,1.2453028,0.23427272,0.845985,-0.7688316,-2.354119,1.0199146,0.18638708,-1.7621766,-0.47539154,0
TCGA-GM-A4E0-01,-1.3268872,1.4394248,-1.1800388,0.5310592,-0.12806705,-1.9108932,0.9928348,-0.59720093,0.6480233,0.10818477,0.30715793,-1.5813698,0.040768947,-0.014395386,0.37891066,1.0864564,0.9772618,1.5914122,-0.35988957,-0.012047786,0.30104825,0.086386435,0.5496786,-0.86842394,-0.58243734,-0.32602224,-0.740288,0.10433611,0.9133879,1.9269059,-0.8591353,1.9326011,0
TCGA-GM-A5PV-01,-1.5870353,-0.94425625,-0.43432868,-0.08059958,0.40001667,0.77864295,1.711077,-0.92883366,0.74132013,-0.29582334,-2.0242927,0.4161806,1.4303852,-0.74778944,-1.2766664,0.62109613,-0.49404982,2.1689074,-0.64838046,-0.24800833,1.510427,-0.32738814,1.0392375,0.513709,0.8887866,-1.6968454,-1.3412011,-0.11974318,-1.2503067,0.571801,0.8441318,-0.1894562,1
TCGA-GM-A5PX-01,-2.251557,0.26854017,0.5627592,-1.4394724,-0.5579166,-2.067092,0.31663692,0.37637866,0.20655392,-0.41038388,1.1657702,0.35876116,1.1432295,-0.4284251,-0.73341686,1.2113224,-0.61263466,0.52077407,-0.007662457,-1.9381927,0.14362122,-0.5130645,0.65927464,-0.6155338,-1.3348329,0.56945413,0.5441955,0.5729874,0.5354737,0.88798696,0.24282491,1.6162199,1
TCGA-HN-A2NL-01,-0.7349273,0.41935456,0.75151837,-0.17451355,1.0048997,-0.37177086,0.505803,0.11583276,0.4825954,1.9213969,0.89002925,1.1275438,-0.59568316,-0.35640106,-0.07673173,-1.148764,-1.4358261,0.055623468,-0.04150396,1.359971,-1.1952691,-0.6754783,0.651932,0.1279304,-1.2976351,-0.790241,0.7656806,1.452918,-0.82451135,-0.48841888,0.9085411,0.4932171,1
TCGA-HN-A2OB-01,-0.12798423,1.6788068,-0.5040235,1.6095048,-0.91054046,0.32710224,0.8977279,-0.9308001,-1.3912406,1.0457171,1.0885412,0.32844108,1.0761608,-1.2406764,-0.970968,0.5191564,1.642482,-3.1939454,0.15144028,0.7044187,0.45781493,-1.2007967,-0.6480753,-0.71615785,-1.8444353,0.4754628,1.4417119,0.039578017,-1.0524868,0.17939754,-0.33456093,0.16451891,0
TCGA-JL-A3YW-01,0.5507394,-0.15957162,-0.16167837,0.12739198,0.47237077,0.934829,-0.4657293,-0.40244418,-0.19475308,-0.345706,0.61046124,1.2049161,1.1300646,0.9639929,-1.0865098,-1.371015,0.5519083,0.5386508,1.4211273,0.91751754,0.87460357,-1.2012839,-0.20166838,0.34988606,1.1622425,0.253284,0.32887286,-1.6482983,1.306596,0.68567085,1.5595545,0.49884254,1
TCGA-JL-A3YX-01,0.35774735,-0.02666707,0.33521885,-0.49470758,-2.1701252,-0.8979529,0.7736099,-0.85097533,0.23802224,-0.97690743,0.7957319,0.11520532,-0.93096495,0.23703206,-0.49835885,-0.28580323,-0.4729258,0.010075835,0.30865982,1.6026561,-0.932627,-0.7353135,-0.13438886,0.34333414,0.5690406,-0.39066383,-0.6751382,-1.4094821,1.1169518,-1.1271682,-2.993841,-1.5499749,1
TCGA-LD-A66U-01,0.7664435,-1.6860193,-1.3248963,0.13515379,-0.16682479,-0.61220664,0.2743889,-1.1128029,-0.8468573,1.2056705,0.13558154,-0.56709665,0.16571113,0.13610153,-0.1571682,-0.6486475,1.5596315,-0.71709955,0.77190375,-1.815599,-0.47142494,-2.3978617,-3.6814613,-0.009230368,-1.3454729,-0.5849675,-0.031746756,-0.011123245,-0.67042667,0.56145346,-2.2215354,-0.9482891,1
TCGA-LD-A74U-01,0.92410517,-0.9451108,0.037079513,0.991971,0.8545355,-0.2763187,-0.981902,1.0450425,0.09661162,2.204688,-1.4969348,0.18249573,-0.84392685,-1.0711887,0.51209074,-0.5114164,1.2646972,-0.23489244,-0.046744302,0.2836594,0.9725922,-1.4750859,-0.9133572,-0.0024771567,-0.47037843,-1.0717202,0.6074947,1.308243,-0.21691401,-0.19628388,0.4332601,1.3531849,1
TCGA-LD-A7W5-01,0.7731444,2.0002608,0.041739956,-0.90287256,1.9299437,-0.29190034,-0.23940954,0.80039865,0.16295096,0.8574608,0.20090228,-0.10622967,0.34263512,-0.5117445,0.075942144,-0.8959539,-0.89515585,-0.7105661,-0.2815648,-1.1322348,-0.7861431,0.317303,-0.4700364,-0.2902638,1.0157536,0.7527898,-1.9305905,-1.2713379,2.5855482,-1.3230133,-0.11005469,0.09232813,1
TCGA-LD-A7W6-01,-0.16230614,0.899763,-1.2177426,-0.19989306,-0.5696872,-0.20232417,0.46382585,-0.604477,1.2798089,0.039319146,-1.7390289,-0.9064437,-0.5517807,-1.7602327,1.2130935,0.2610303,-0.016838545,0.84482384,1.1348274,0.27008745,-0.09026455,-0.4843597,-2.7256088,1.3159103,0.14366521,-0.92722553,-0.40834627,0.53550345,-0.07664066,-0.9226837,-0.22623602,-1.4243572,1
TCGA-LD-A9QF-01,0.6189164,-1.0803016,0.34708154,0.6812266,-0.13411513,-0.41563627,-0.94430065,-0.1009303,-1.7957541,1.729556,0.5136355,0.6622523,-0.5970738,-0.6521093,2.2885551,-0.5820652,0.4144783,-0.3050377,0.82874197,0.05729963,-1.1252855,-0.6904935,0.5269364,-0.06471992,0.43951213,0.42882377,-1.1635773,0.23543091,-0.47620815,-0.6497835,-2.2351952,1.7328813,1
TCGA-LL-A440-01,0.7023472,-0.11517783,-1.44318,-0.35734499,-1.259415,-0.8549601,-0.19172075,-0.56462806,0.75139356,-0.07621329,-0.5779941,0.5304273,1.4789728,-1.0596331,0.96199316,-1.129396,2.6190283,0.61906135,-0.9614869,-2.0833325,-0.4498383,-0.36805043,-0.4424151,-0.94607365,1.0016459,-0.0038822321,-0.96593106,-0.11396334,-1.8071764,0.6463808,-0.70830226,-0.5205548,1
TCGA-LL-A441-01,-0.2831921,1.3116871,-0.12364203,-0.7742996,-1.1747601,-0.15417722,-0.6921658,-0.7110017,-0.31898078,1.333672,-0.4096964,-0.3226527,0.4050582,-1.4167489,0.28131852,0.53194016,0.044058252,-1.0751489,1.463315,-1.1699972,-0.30547127,-1.7174172,2.2546127,-1.0730764,-0.03123891,-1.1394222,-1.5606085,-1.2148061,0.14545862,0.74823105,0.040381394,0.96446735,1
TCGA-LL-A442-01,-0.62260914,0.2952048,-0.42337474,-0.22875044,0.262374,0.82999045,-0.62142617,0.0077033276,0.18415448,0.7415749,-0.14268844,-0.29183665,-0.81770045,0.51666915,0.12589979,-0.3781078,1.127786,-0.40703064,0.99846303,-0.61912507,-0.16528343,0.47567824,0.5702691,0.18895485,2.1057048,-0.05600631,0.7106557,-0.50903314,-2.4698827,0.036283217,-0.14145085,1.4927,1
TCGA-LL-A50Y-01,-1.7775291,1.0830752,-0.2806616,0.18776916,-0.78208864,-0.4821948,0.6128353,-0.27999708,-1.3749769,-0.6201089,0.07181374,0.26011324,0.51096964,1.1254216,-0.18148826,-0.38278922,0.10752378,1.8009292,-1.3726729,0.7488055,-0.060661223,0.49801823,0.6427733,0.15140896,-1.682579,0.26951584,-0.06935016,0.32387578,-0.14152211,-1.343581,-2.1615074,-0.06422831,1
TCGA-LL-A5YL-01,1.445418,0.23014416,-1.285713,1.0559993,0.064142026,1.8970033,-0.7217793,0.7910464,-1.2854403,-0.14574435,1.381034,0.6812789,-0.1633785,-1.9949288,-1.2224551,-0.027454112,-0.69414747,-0.35516718,-0.9271187,-0.3911418,1.6437763,-0.057775244,0.8124271,0.07127078,2.7769487,1.0523859,1.8517065,0.496421,-0.14047402,0.3368338,-0.5548049,0.42619556,1
TCGA-LL-A5YM-01,0.23925728,0.14586052,-0.09762045,-0.20279656,-0.34280562,0.2869598,1.0407615,1.1160748,-0.86995894,0.32677904,-1.4185711,-1.1635526,-0.39099735,-1.8234838,0.5504004,0.2946869,2.350094,-1.0138676,-1.7677372,-0.39565167,0.7881945,0.6874078,-0.6406667,-2.0256605,-0.7021992,-0.48836115,0.5601526,0.031192608,-0.7571917,-0.7608692,0.73444253,0.5973467,1
TCGA-LL-A5YN-01,-0.30189317,0.14157054,0.3514772,-0.0277087,-0.8219374,-0.76128095,-0.45958197,-0.09058638,0.22859694,0.53978217,-1.3069513,-0.67265123,0.17346643,-1.3076196,0.8455707,0.14192367,1.5328281,0.77566326,0.393348,0.8013722,-0.4340607,0.7265831,2.7204201,0.6453853,0.009281281,1.3001637,-0.4951918,-2.313888,-1.4467148,0.33129886,-0.28899324,-0.26336187,1
TCGA-LL-A5YO-01,1.0818157,0.71974146,0.15188164,-0.27457184,-2.349923,-0.66768783,1.00497,0.7624433,-0.12228567,-1.1476028,-0.53340715,1.2775793,-0.30456698,0.40460342,-0.01654832,-0.8547123,-1.0589743,-0.93929476,-0.9480274,1.3995218,-1.0404742,0.51912016,1.0214715,-0.90540177,0.40330413,0.6244696,-0.14537482,0.025963988,-0.68067664,1.9928043,-0.9547335,-0.9259399,1
TCGA-LL-A5YP-01,3.0554726,1.4923102,-1.5603724,0.41429985,1.9362303,0.24290861,0.80082184,0.31394553,-0.5567671,-0.20540287,1.4995321,-0.365952,1.7475559,0.51241326,-0.29141328,2.00123,0.67654127,-0.5084508,-0.14764322,-0.48058778,2.0282717,-1.102663,-1.6205301,0.29724392,0.30675405,-0.6839976,-2.011417,1.1376203,-1.1938506,-1.1941628,1.4731017,-1.2636877,1
TCGA-LL-A6FP-01,-0.22856002,0.63413775,0.24175851,-0.4694678,-0.3633645,1.0237815,-0.06634483,2.3647256,-1.4431762,0.6307635,-0.53479165,0.3260144,-1.7086908,-0.6934568,-0.07576761,1.9585407,1.330712,-0.6747173,0.352707,-0.5380101,-1.7215196,-0.27930257,-0.23891458,-1.4953556,1.1720053,1.918826,0.47847393,0.4429082,1.022434,-0.44886974,1.0291135,0.2763225,1
